회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율,부가가치율,종업원1인당부가가치율_계산,자기자본회전률,타인자본회전률,시장구분
나노캠텍(주),091970,201612,200701,,1,0,1,제조업,1,24.11986726,54.34466947,-14.33464286,-6.32,53.39999416,-4.44,0.6,-228.7529544,295.53,266.32,33.69,5.29,2.13,6.7,10.71,15.68573034,1.366562666,2.18,KOSDAQ
(주)연우,115960,201812,201511,,0,0,0,제조업,1,10.26922255,2.759007294,19.02953513,6.09,-31.55200343,2.26,0.36,593.6952734,213.66,162.21,49.15,16.07,5.55,33.98,35.58,60.49343731,1.443948392,3.27,KOSDAQ
(주)폴라리스세원,234100,201712,201710,,0,0,0,제조업,1,2.053188953,21.24456,7.175218147,0.0,-56.79828931,3.55,0.12,-10.16790531,175.99,157.6,70.09,16.73,5.77,22.75,19.04,35.26812245,0.955844486,2.63,KOSDAQ
(주)액션스퀘어,205500,201612,201411,,1,0,1,정보통신업,0,-20.53721405,-17.29950137,-38.67458151,44.64,-361.2094732,-10.89,-2.91,-350.5085482,1062.09,940.6,20.38,-19.54,-13.66,7.04,50.75,10.9763388,0.348038399,0.66,KOSDAQ
(주)대유,290380,201912,201808,,0,0,0,제조업,1,6.514264128,3.977522083,3.242209067,15.52,-24.27395099,7.6,-1.84,542.694534,1062.09,940.6,14.31,56.91,17.37,21.0,51.19,113.3782836,0.478028965,3.68,KOSDAQ
(주)쎄트렉아이,099320,201612,200806,,0,0,0,제조업,1,16.9740437,4.742719792,12.21149069,16.67,-31.60678524,4.92,0.35,867.3602933,219.68,187.86,37.28,11.85,6.5,29.97,60.57,87.16913265,0.695035059,2.3,KOSDAQ
(주)덕산테코피아,317330,201912,201908,,0,0,0,제조업,1,78.27578096,102.2875763,-12.81738335,0.0,-45.33544436,11.0,-0.6,605.6151057,624.78,489.96,9.41,121.58,28.6,19.0,48.81,194.7129032,0.425915327,3.28,KOSDAQ
램테크놀러지(주),171010,201512,201311,,1,0,1,제조업,1,-2.059483211,-7.765179873,10.87550598,-24.63,69.14526708,-1.51,4.55,-180.7515721,51.15,33.02,180.7,4.75,6.56,14.92,32.01,83.5749505,1.008679397,0.73,KOSDAQ
우리산업홀딩스(주),072470,201712,200310,,0,0,0,제조업,1,10.50083404,16.26867937,3.725613846,7.14,-20.55274852,5.58,0.76,488.746669,135.83,78.75,80.6,14.66,6.95,21.78,23.14,5.342666667,1.985792118,2.15,KOSDAQ
(주)헥토파이낸셜,234340,201912,201907,,0,0,0,정보통신업,0,48.54176646,100.7283232,14.68618801,0.0,1.996294042,9.49,-1.8,1389.809863,254.82,254.82,52.96,20.15,18.01,15.87,40.98,244.2152727,0.749258657,1.12,KOSDAQ
(주)세진중공업,075580,201512,201511,,0,0,0,제조업,1,-0.291926486,23.62073756,0.746493111,0.0,29.21407224,8.26,1.83,621.1824597,81.83,33.02,205.61,10.24,6.26,16.32,14.84,166.7335135,3.360993508,1.56,KOSPI
아남전자(주),008700,201112,198408,,0,0,0,제조업,1,50.30150171,62.18450451,8.296767175,0.0,424.6497079,0.35,0.66,9.64642628,136.14,103.27,93.4,-11.64,-5.38,14.93,14.3,109.6855405,0.665091297,2.42,KOSPI
에이피티씨(주),089970,201812,201808,,0,0,0,제조업,1,78.27578096,102.2875763,48.43177411,0.0,66.02385496,20.54,-0.69,752.190645,527.87,369.59,21.06,121.58,23.08,44.77,47.44,556.8790385,0.559684242,7.21,KOSDAQ
(주)동양에스텍,060380,201112,200202,,0,0,0,제조업,1,28.64682298,-7.889338117,20.35029023,-5.41,65.48096577,3.24,1.13,134.3746,111.81,82.96,151.88,-8.78,-3.47,7.11,4.66,115.9374286,3.837606094,2.82,KOSDAQ
삼성바이오로직스(주),207940,201612,201611,,1,0,1,제조업,1,26.38241839,47.12156569,82.96258463,0.0,85.06075728,-0.45,5.3,-2238.020276,59.01,52.38,84.53,-4.76,-13.66,-0.6,-5.86,-29.29294386,0.348038399,0.58,KOSPI
이니텍(주),053350,201212,200111,,0,0,0,정보통신업,0,27.63372146,10.95735853,25.25314529,27.03,-0.283352211,10.41,1.27,458.1289214,143.39,141.37,100.82,-8.87,-5.74,24.53,31.6,75.09578723,1.381237488,1.86,KOSDAQ
(주)쎄노텍,222420,201912,201508,,1,0,1,제조업,1,20.98367295,-4.808484895,-13.99410322,8.0,92.8414333,-0.14,2.08,-53.65363341,113.18,44.99,144.45,1.49,2.67,5.77,17.44,45.55814815,0.788795374,0.67,KOSDAQ
(주)세진티에스,067770,201112,200401,,1,0,1,제조업,1,5.305954044,1.219293067,43.22402948,-16.67,-29.62402721,2.38,-0.89,172.4961541,383.13,348.9,19.32,3.73,0.53,16.11,14.12,70.72771429,1.361429486,8.1,KOSDAQ
(주)유라테크,048430,201612,200101,,0,0,0,제조업,1,-5.231723001,8.288504405,11.09243057,-7.43,9.155750104,6.67,-0.07,849.7669271,288.87,193.85,29.29,40.6,5.72,32.62,20.27,124.1937963,2.130715206,5.67,KOSDAQ
(주)에스원,012750,201912,199601,,0,0,0,임대업,1,6.661623968,5.172133859,6.598605443,1.8,-1.158110107,11.32,-0.27,3859.064583,190.89,180.11,35.2,55.29,12.01,50.49,49.72,135.2646977,1.661455205,4.85,KOSPI
(주)다날,064260,201212,200407,,1,0,1,정보통신업,0,16.98442113,-4.649973268,8.819031425,-29.63,-13.0891809,-0.79,4.79,-628.7424521,108.18,108.16,288.24,-8.54,-13.66,-2.74,-5.86,-34.17294737,1.47498405,0.58,KOSDAQ
(주)엔에이치엔벅스,104200,201412,200910,,0,0,0,정보통신업,0,15.07587822,18.14788505,-5.076256174,43.9,139.2364013,14.01,-1.73,599.9733137,291.77,291.77,32.91,53.56,17.02,25.91,33.25,154.6000847,1.121889969,3.25,KOSDAQ
(주)에스에이티,060540,201212,200611,,0,1,1,제조업,1,-4.859036896,25.1978332,-38.67458151,-12.5,-192.9897218,-2.15,2.13,587.3759964,146.61,141.94,41.34,13.87,12.8,28.18,65.0,98.41285714,0.497962938,0.81,KOSDAQ
삼성공조(주),006660,201312,198711,,0,0,0,제조업,1,0.628607233,7.648061345,-16.32157539,-2.54,-27.38308822,1.45,-2.91,1655.315682,291.38,279.02,40.7,21.82,13.36,13.25,28.06,77.195,0.860717778,1.52,KOSPI
주성엔지니어링(주),036930,201112,199912,,0,1,1,제조업,1,8.268859413,-5.101754409,-27.14799592,-2.62,-93.34751484,0.53,3.25,-374.4348118,158.45,118.54,143.48,-2.27,-2.2,9.05,14.89,64.68116312,2.954987099,1.03,KOSDAQ
(주)데이타솔루션,263800,202012,201708,,0,0,0,도매 및 소매업,1,13.25067952,3.237479446,-8.33740266,4.62,23.47621973,0.82,0.1,31.62086391,136.36,130.61,170.06,16.69,8.09,24.19,18.61,84.60946078,3.56631378,2.25,KOSDAQ
(주)오디텍,080520,201912,200710,,0,0,0,제조업,1,-0.543147008,-0.274051749,-7.908541181,7.02,9.561626284,0.96,-0.95,182.0775681,1062.09,940.6,8.48,51.19,8.58,12.9,38.57,53.09983607,0.389949999,5.82,KOSDAQ
(주)이월드,084680,201112,200507,,1,0,1,제조업,1,4.894027983,16.36617215,6.26840185,0.0,18.58773289,-0.75,5.3,-92.24300931,51.15,33.02,79.86,-7.14,-13.66,5.9,63.63,54.03271357,3.210423379,0.58,KOSPI
영보화학(주),014440,201312,199708,,0,0,0,제조업,1,11.52074084,8.234806114,18.87742516,0.73,44.62102961,7.64,0.78,423.01055,106.12,87.25,73.04,15.69,6.79,23.71,24.31,121.8998917,1.564661776,2.48,KOSPI
(주)태창파로스,039850,201212,200007,42143.0,0,0,0,도매 및 소매업,1,13.22168338,-26.11533828,-8.533196622,44.64,-430.8968091,-8.69,-1.09,-169.634123,111.33,106.18,152.29,-12.04,-12.07,-3.59,-5.86,-75.62221774,1.22796845,1.0,KOSDAQ
(주)앤디포스,238090,201712,201610,,0,0,0,제조업,1,4.433388928,0.017440443,-25.83977959,6.52,-45.91737313,10.02,-1.61,535.6987026,592.37,539.26,15.16,72.78,16.98,18.78,33.27,177.7227551,0.65016114,5.11,KOSDAQ
(주)에스피지,058610,201812,200207,,0,0,0,제조업,1,11.57982347,29.68390917,3.267004325,-3.75,89.86204696,4.64,0.84,384.4410409,137.54,77.38,119.55,-2.24,-1.1,22.1,19.91,83.28420779,2.751206691,2.04,KOSDAQ
에어부산(주),298690,202012,201812,,0,0,0,운수 및 창고업,0,4.941759457,1.995809417,-38.67458151,-5.09,-398.5935444,-10.89,5.3,-1565.389862,51.15,33.02,388.92,-12.57,-13.66,5.49,29.93,41.19058696,4.863048193,0.58,KOSPI
(주)SNT홀딩스,036530,202012,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.511469219,-0.516871344,-5.049873056,-10.0,0.640743452,5.64,-0.43,4777.35308,269.15,222.26,40.37,26.84,12.21,11.94,18.88,685.3952381,0.885322319,2.27,KOSPI
(주)이원,017940,201912,199708,,0,0,0,도매 및 소매업,1,0.829928866,-8.557835229,-0.473621241,0.72,594.6717064,2.97,0.73,-2238.020276,128.03,86.33,198.76,5.01,2.6,6.49,5.06,685.3952381,3.607572654,1.99,KOSPI
(주)삼양홀딩스,000070,201612,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.191435173,3.021018945,6.197963765,-1.36,32.12818521,4.52,0.65,7344.980774,156.07,120.01,71.26,11.64,6.64,12.34,16.92,474.8258621,1.267599922,1.78,KOSPI
(주)스마트솔루션즈,136510,201912,201111,,1,1,1,제조업,1,-10.68543298,-18.71509704,-22.10745397,-16.67,-432.3986363,-10.89,0.66,-1059.838613,163.38,136.49,44.63,-19.54,-13.66,2.4,5.32,4.839666667,0.584438677,1.56,KOSDAQ
(주)윈스,136540,201312,201105,,0,0,0,정보통신업,0,30.00507142,28.29863188,16.35146287,12.5,-23.2746769,16.67,-0.64,1134.972297,353.77,315.55,24.52,59.31,13.59,38.28,44.57,99.61358025,1.179314805,5.05,KOSDAQ
한국전력공사(주),015760,201112,198908,,1,0,1,"전기, 가스, 증기 및 공기조절 공급업",0,37.00161102,29.68369312,10.41532533,-1.75,-143.347891,-0.52,4.16,-2238.020276,79.62,57.91,153.64,6.58,12.5,7.67,24.06,71.35032433,0.536896177,0.58,KOSPI
예스이십사(주),053280,201412,200805,,0,0,0,도매 및 소매업,1,78.27578096,21.86539956,25.89810185,-8.11,510.8793606,6.96,0.24,829.8027326,75.39,57.23,268.68,7.99,3.97,17.77,12.12,68.07394805,5.351933155,2.01,KOSDAQ
(주)사조해표,079660,201312,200409,43642.0,0,0,0,제조업,1,-8.041240591,-20.34051249,3.978677408,0.58,-432.3986363,-3.2,0.55,-2238.020276,81.46,34.69,211.4,3.83,1.25,3.92,1.88,26.8983237,5.753453701,3.06,KOSPI
(주)에스티오,098660,201312,200904,,0,0,0,제조업,1,-3.944860627,-15.80128983,-9.789324777,0.89,-167.1599073,-4.52,1.33,-909.3313629,118.08,33.02,169.76,4.62,2.58,10.08,8.93,88.68106195,2.783087765,1.83,KOSDAQ
(주)비지에프,027410,201612,201405,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.25205214,21.77027694,16.57340525,5.51,18.26325897,12.27,-0.13,3726.096155,133.06,122.14,103.53,35.4,6.83,38.43,14.59,337.4123721,5.889239125,5.54,KOSPI
현대글로비스(주),086280,201512,200512,,0,0,0,운수 및 창고업,0,20.69490617,11.75320436,5.381321002,9.38,8.28346714,10.21,0.2,10047.63664,143.33,113.56,141.49,13.15,3.93,23.39,11.92,685.3952381,5.454363135,3.76,KOSPI
(주)큐로컴,040350,201212,200201,,1,0,1,정보통신업,0,-5.009545693,-1.939200936,-14.22055933,-15.0,-22.6002953,-5.68,-2.91,-82.59059462,187.08,184.37,40.8,-19.23,-13.66,-1.71,-5.86,102.7058824,0.348038399,0.58,KOSDAQ
(주)유비케어,032620,201612,199705,,0,0,0,정보통신업,0,0.873980953,2.758120771,14.82895376,1.02,39.8379014,9.82,-0.86,125.8208277,314.04,297.72,39.21,29.93,8.0,32.09,30.47,104.3272362,1.401664451,3.67,KOSDAQ
(주)코콤,015710,201512,199709,,0,0,0,제조업,1,3.986344728,17.60948136,6.969947853,7.26,1.965466752,9.11,0.16,413.3152506,300.23,187.74,23.87,27.66,5.3,17.92,17.82,149.0911278,1.416363368,4.3,KOSDAQ
(주)초록뱀헬스케어,118000,201112,200912,,0,0,0,도매 및 소매업,1,-22.36308992,-25.94003002,16.9439006,-13.46,-133.586263,-9.3,5.3,-225.837502,115.08,107.55,250.91,3.05,3.68,-3.59,-5.86,-75.62221774,0.348038399,0.65,KOSPI
(주)노랑풍선,104620,201912,201901,,0,0,0,임대업,1,16.77866214,39.94450706,-17.24116942,-11.66,-158.0675845,-1.93,-0.23,-347.4516593,112.79,110.89,104.55,7.15,5.47,24.91,37.31,49.87840868,1.365924085,1.31,KOSDAQ
(주)유일엔시스,038720,201112,200101,41395.0,1,0,1,제조업,1,-14.3080863,-31.51271657,2.418662196,-2.99,-432.3986363,-10.89,5.3,-316.8802506,82.14,73.77,223.39,-17.49,-13.66,-3.59,-5.86,-75.62221774,0.94536393,0.76,KOSDAQ
신라에스지(주),025870,201512,199507,,0,0,0,도매 및 소매업,1,-22.36308992,-14.6358284,-23.35483262,4.47,-228.9466485,-3.63,1.13,-762.75225,216.01,111.19,147.62,18.26,7.5,14.54,10.02,26.86379679,3.984936332,2.01,KOSDAQ
(주)오리온,271560,201912,201707,,0,0,0,제조업,1,4.293557896,15.43749301,5.000040144,-7.79,16.09416544,13.64,0.17,5576.365134,128.39,96.61,47.06,47.68,18.5,12.71,15.4,183.1597121,1.333950587,2.39,KOSPI
(주)엠에스오토텍,123040,201312,201008,,0,0,0,제조업,1,0.631621957,41.8193447,82.96258463,7.54,594.6717064,7.26,3.75,-2111.989512,80.16,64.5,388.92,7.55,5.98,19.92,17.5,170.9637662,6.550720162,1.25,KOSDAQ
(주)케이씨텍,281820,201812,201712,,0,0,0,제조업,1,17.60489591,25.37733381,82.96258463,0.0,381.2790283,20.54,-0.22,2740.675647,382.26,330.06,22.01,100.0,15.83,39.59,34.74,208.9426431,1.464020892,6.32,KOSPI
(주)케이티씨에스,058850,201712,201009,,0,0,0,정보통신업,0,7.920207612,2.204540514,1.477001257,-5.75,15.3320896,3.02,-0.13,173.0117371,156.89,146.22,118.3,6.13,1.2,50.49,36.36,35.14366864,6.177455482,5.45,KOSPI
(주)씨티케이,260930,201812,201712,,0,0,0,제조업,1,3.858133186,-0.485273979,-2.233214336,43.56,-78.62361224,2.77,-1.89,770.8736019,660.22,606.38,12.53,12.51,2.43,9.16,15.95,133.2662069,0.64463665,6.34,KOSDAQ
(주)태광,023160,201112,199409,,0,0,0,제조업,1,27.99828213,22.57619516,19.88956346,6.5,594.6717064,9.25,-0.15,1169.179629,502.79,227.27,19.91,-3.18,-0.86,15.26,24.91,164.0668448,0.803481144,4.27,KOSDAQ
글로본(주),019660,201812,199206,,1,0,1,도매 및 소매업,1,65.71454199,16.94900194,82.96258463,0.0,531.8530083,4.17,4.95,61.77058308,133.78,129.76,69.79,-16.65,-10.91,9.13,14.57,361.9125,0.348038399,2.45,KOSDAQ
(주)성창오토텍,080470,201912,200611,,1,0,1,제조업,1,1.444087678,-0.152209244,1.630348826,-6.23,-317.1962171,-0.34,0.59,-19.28273973,111.33,83.86,160.53,6.42,3.3,30.94,25.83,56.46767635,3.118096876,1.97,KOSDAQ
(주)세이브존아이앤씨,067830,201112,200207,,0,0,0,도매 및 소매업,1,6.76904866,1.61403232,5.850872714,-10.69,10.48789944,5.85,4.97,390.3371259,56.35,53.91,109.42,11.94,19.61,10.89,34.24,244.477906,0.666370983,0.63,KOSPI
현대하이스코(주),010520,201312,198909,42200.0,0,0,0,제조업,1,-22.36308992,-31.51271657,-38.67458151,-30.12,-62.9684264,4.2,0.33,16360.35769,132.33,70.28,221.58,47.63,18.32,9.12,5.09,-25.44288889,4.820342018,1.59,KOSPI
참존글로벌(주),158310,201412,201304,,0,1,1,제조업,1,-8.958241888,-6.342138904,-38.67458151,-16.67,-122.8119711,-3.0,-2.31,-239.4378109,346.54,206.76,24.12,-19.54,-13.66,5.42,13.84,31.64945455,0.907009547,1.81,KOSDAQ
(주)콤텍시스템,031820,201212,199702,,0,0,0,정보통신업,0,2.543272668,9.473307972,-11.22478703,44.64,-79.63847303,0.66,-0.42,209.8664156,158.16,131.54,117.19,5.1,2.05,19.01,14.18,57.68258359,3.589681338,2.45,KOSPI
(주)휴먼텍코리아,066060,201212,200208,41376.0,1,0,1,"전문, 과학 및 기술 서비스업",0,-22.36308992,-31.51271657,9.185031289,-14.72,-40.93503187,-10.89,2.92,-2238.020276,51.15,48.4,8.48,3.99,4.02,-3.59,-5.86,-75.62221774,6.550720162,1.03,KOSDAQ
국도화학(주),007690,201512,198908,,0,0,0,제조업,1,6.879461416,13.62287775,3.468447972,9.33,147.1372513,11.83,0.01,9691.75041,189.47,144.53,58.17,16.6,4.11,18.42,12.4,236.3546829,2.636682427,3.98,KOSPI
에스케이커뮤니케이션즈(주),066270,201112,200311,42793.0,0,0,0,정보통신업,0,1.203755528,6.306368641,7.473816697,22.88,-61.68476337,1.68,-1.11,97.72893182,197.01,197.0,36.27,35.14,11.35,1.42,1.72,-7.087448902,1.452239203,2.9,KOSDAQ
대창단조(주),015230,201912,198907,,0,0,0,제조업,1,4.168214272,5.044810353,-13.49335714,-4.0,34.25967651,8.0,-0.13,5464.915409,492.58,294.45,25.23,43.18,7.49,18.18,15.64,208.50625,1.815782637,5.79,KOSPI
(주)테라젠이텍스,066700,202012,200405,,0,0,0,제조업,1,78.27578096,102.2875763,3.57688208,-30.12,-269.8289677,-1.62,1.25,-280.1030775,147.67,117.44,39.39,4.38,4.63,4.12,15.41,64.09272189,1.174615335,1.16,KOSDAQ
(주)도화엔지니어링,002150,201412,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.183448739,-2.193355249,-15.01020799,-3.3,-71.70742554,0.57,0.72,90.53113879,145.21,145.21,55.98,9.27,4.83,45.19,65.0,80.403664,1.061750204,1.92,KOSPI
(주)남선알미늄,008350,201812,197805,,0,0,0,제조업,1,6.45484232,14.14674065,-13.1862225,8.4,-54.57354161,3.11,0.33,228.2668872,141.88,123.31,79.6,18.03,6.96,25.94,22.6,124.6067089,2.197805566,2.59,KOSPI
한라아이엠에스(주),092460,201512,200705,,0,0,0,제조업,1,7.136936031,12.18930487,11.8117545,-0.65,93.37388877,4.73,-0.27,582.4893104,474.93,387.27,40.39,8.29,4.68,15.64,30.65,83.53986842,0.74223461,1.74,KOSDAQ
(주)코윈테크,282880,202012,201908,,0,0,0,제조업,1,10.46942975,-3.859494407,-38.67458151,-19.43,-96.98478011,0.52,-1.18,275.1896667,323.75,295.22,28.03,23.66,14.54,10.43,29.27,60.82134752,0.881012186,2.29,KOSDAQ
이엘케이(주),094190,201512,200710,43973.0,0,1,1,제조업,1,-20.90070455,-31.51271657,-35.79226435,-16.46,-225.1799658,-5.62,2.84,-1977.252818,77.26,43.69,222.99,19.16,13.72,9.05,9.39,9.119526185,3.474045917,1.28,KOSDAQ
(주)씨그널엔터테인먼트그룹,099830,201212,201101,43224.0,0,0,0,정보통신업,0,24.15857086,2.700582442,-16.19789263,8.67,-70.2181815,1.96,-0.12,51.59955108,405.11,336.01,52.06,-11.06,-5.54,15.01,21.94,39.15441718,1.053712968,2.7,KOSDAQ
참엔지니어링(주),009310,201112,198711,,0,0,0,제조업,1,-22.36308992,10.0690275,-10.29824801,1.28,6.484276798,11.31,1.53,474.7278947,119.07,77.4,102.79,10.45,5.24,20.47,20.26,129.5505047,3.488838482,1.96,KOSPI
(주)코디엠,224060,201512,201512,,1,1,1,제조업,1,-22.36308992,102.2875763,22.42940626,0.0,5.608876845,8.71,0.65,387.2338631,199.68,153.12,63.51,16.15,2.7,27.52,11.85,73.6836,1.835397425,3.17,KOSDAQ
사조산업(주),007160,201512,198907,,0,1,1,"농업, 임업 및 어업",0,-22.36308992,-12.23402332,-30.63790772,-6.52,-41.03563506,3.22,1.15,4876.7198,58.75,36.39,139.06,10.57,6.13,15.96,15.92,83.96762108,3.012222744,1.38,KOSPI
(주)비츠로테크,042370,201912,200008,,0,1,1,"전문, 과학 및 기술 서비스업",0,14.43220539,20.57244127,41.97734886,0.0,208.1587716,10.6,0.62,1332.51768,161.81,120.9,48.78,19.52,7.51,25.53,29.98,7.776869748,1.26692459,2.59,KOSDAQ
(주)코텍,052330,201212,200107,,0,0,0,제조업,1,3.762436993,11.21234807,1.562015939,11.06,3.693823988,12.44,-1.06,1344.855293,653.3,467.19,13.89,89.95,11.79,21.45,23.06,149.7020319,1.160018127,6.28,KOSDAQ
제룡전기(주),033100,202012,199708,,0,0,0,제조업,1,10.78791336,4.856029429,-2.25373349,0.81,-34.18128902,5.58,-0.8,219.4696325,390.99,329.19,21.18,56.72,15.98,20.45,32.95,117.4469355,0.842515552,4.27,KOSDAQ
(주)동원개발,013120,201612,199412,,0,0,0,건설업,1,19.77287235,21.94461439,3.7724062,11.72,11.9765635,20.54,-0.13,1078.99901,465.84,321.05,29.7,27.63,7.74,23.11,28.28,685.3952381,1.164541982,3.79,KOSDAQ
(주)화승인더스트리,006060,201512,199102,,0,0,0,제조업,1,5.272663792,10.47225741,24.78211717,8.07,175.2169791,8.1,0.85,388.8812726,72.76,47.22,332.92,7.12,4.11,35.5,26.67,149.7978667,5.251554153,1.76,KOSPI
동국산업(주),005160,201412,199906,,0,0,0,제조업,1,8.90142286,5.625767067,38.63080949,21.78,38.51911093,3.4,1.11,358.20994,166.71,94.96,93.47,8.9,5.27,11.52,14.14,138.7722166,1.196523448,1.79,KOSDAQ
(주)디아크,078590,201112,200510,,1,0,1,제조업,1,16.2624169,42.85910182,47.51849947,9.62,594.6717064,19.79,0.55,256.4668168,111.87,104.36,148.63,14.08,3.47,47.07,19.43,61.92254386,6.024402989,4.14,KOSDAQ
(주)골드퍼시픽,038530,201112,200006,,0,0,0,도매 및 소매업,1,19.32716441,3.881209027,4.840897721,44.64,122.9968956,6.82,-2.56,44.30074401,609.29,446.04,25.85,14.46,7.26,16.14,39.46,75.16355932,0.514753416,2.92,KOSDAQ
(주)한독,002390,201212,197606,,0,0,0,제조업,1,6.903300247,3.203157795,-5.560169413,-2.09,-59.46551834,2.04,0.14,497.264569,186.09,129.3,51.92,20.24,9.59,16.91,23.45,98.35149333,1.197013721,2.26,KOSPI
디씨엠(주),024090,202012,199908,,0,0,0,제조업,1,10.12712034,8.171452416,13.79702588,13.89,-16.08156122,6.77,-1.32,1706.137265,357.05,274.56,20.6,38.96,9.17,17.1,23.57,237.6345732,0.861061093,4.65,KOSPI
(주)씨유메디칼시스템,115480,202012,201112,,1,0,1,제조업,1,-22.36308992,-17.41308779,-38.67458151,0.0,-210.8096563,-2.6,5.3,-967.65126,155.02,121.01,77.94,4.61,5.82,-3.59,-5.86,-75.62221774,0.558211393,0.58,KOSDAQ
이화전기공업(주),024810,201212,199412,,1,0,1,제조업,1,-1.617617856,8.7851222,82.96258463,44.64,-432.3986363,-5.24,1.27,-232.1233195,123.88,95.26,56.53,-19.54,-13.66,-0.15,-0.16,4.1496,0.752763975,2.6,KOSDAQ
(주)유씨아이,038340,201112,200111,,1,0,1,제조업,1,-22.36308992,-31.51271657,-38.67458151,13.86,98.02067092,-0.15,3.31,-2238.020276,51.15,33.02,388.92,-19.54,-13.66,11.26,11.21,-37.46643478,2.585348825,0.58,KOSDAQ
(주)승화프리텍,111610,201112,201001,42394.0,0,1,1,건설업,1,43.21731566,34.40319082,-38.67458151,-21.43,-100.0544377,0.0,4.21,-322.1085857,125.25,125.25,74.93,-8.39,-8.31,12.08,27.95,78.31727273,0.7559926,1.19,KOSDAQ
삼현철강(주),017480,201512,200101,,0,0,0,제조업,1,-13.76379361,-0.490237836,-23.38210126,-15.38,-20.44457502,4.76,-0.23,-54.98981398,636.04,571.41,9.78,121.58,9.12,4.83,4.01,77.84261364,1.776104376,7.24,KOSDAQ
(주)디아이디,074130,201212,200507,42208.0,0,0,0,제조업,1,7.211095199,47.53693185,6.385265397,44.64,197.4057671,5.86,0.62,737.5434413,82.26,59.51,324.92,23.11,7.84,19.83,8.8,6.922560879,6.550720162,2.93,KOSDAQ
아시아나항공(주),020560,201112,200803,,0,0,0,운수 및 창고업,0,-7.887419137,-17.93243666,4.387035642,5.75,-45.86994659,5.97,3.03,-163.2352693,51.15,33.02,388.92,14.24,12.4,23.76,24.34,150.2343359,1.44210292,1.1,KOSPI
(주)한창,005110,201912,197606,,0,1,1,도매 및 소매업,1,-13.54176678,-18.02836461,-30.34037363,6.25,59.24090843,7.44,0.19,-51.9763443,125.74,101.91,243.5,-0.82,-0.77,11.7,15.56,-75.62221774,2.693498558,1.0,KOSPI
(주)비즈니스온커뮤니케이션,138580,201912,201711,,0,0,0,정보통신업,0,61.00448391,5.265406039,4.251734891,4.35,9.162569404,11.93,-1.62,462.1311396,230.4,230.4,71.87,18.67,28.6,14.03,57.34,124.8515278,0.431417913,1.01,KOSDAQ
세기상사(주),002420,201212,196812,,0,0,0,도매 및 소매업,1,-1.372354307,-1.933043245,1.242112607,2.33,16.91987502,-0.61,5.3,-1431.823981,66.46,66.33,69.73,-1.34,-4.65,4.53,38.25,53.05681818,0.348038399,0.58,KOSPI
(주)에이스테크놀로지,088800,201612,200603,,0,0,0,제조업,1,-11.9108168,-14.46943762,-23.65520008,13.18,-191.5437518,-2.98,2.52,-1136.603752,86.86,63.57,253.49,3.06,2.96,-0.44,-0.59,79.58600457,2.420491539,0.98,KOSDAQ
한국화장품(주),123690,201212,201006,,1,0,1,도매 및 소매업,1,-7.93659072,-31.51271657,4.434501974,-23.26,-2.728943737,-10.89,2.13,-1240.727969,52.35,36.08,183.22,-19.54,-13.66,-2.79,-4.32,6.624545455,1.176664285,1.07,KOSPI
(주)바른전자,064520,201712,200212,,0,1,1,제조업,1,-22.36308992,-31.51271657,-30.2565922,-3.31,-432.3986363,-10.89,0.8,-357.7293425,102.86,58.13,128.68,-11.24,-3.58,-3.47,-1.96,-10.15134286,3.171539026,2.96,KOSDAQ
우리엔터프라이즈(주),037400,201712,199912,,1,0,1,도매 및 소매업,1,-21.87620167,-26.23554544,-4.333195119,-29.73,67.61529018,-0.48,0.57,-934.0656748,90.87,72.11,249.32,2.72,0.89,19.1,8.72,26.97596154,5.912625782,2.73,KOSDAQ
지더블유바이텍(주),036180,201312,199912,,0,0,0,도매 및 소매업,1,18.18504998,20.88533273,14.53611385,5.19,594.6717064,1.11,-2.14,37.70353086,432.08,249.66,28.61,17.66,4.4,21.68,24.29,52.95604938,1.111941325,4.2,KOSDAQ
(주)세아특수강,019440,201712,201106,,0,0,0,제조업,1,2.036430966,5.051521849,9.127467734,-0.33,-13.20114968,6.71,0.57,2765.484597,196.29,129.68,64.13,15.98,4.51,18.05,13.04,261.6310265,2.327593721,3.5,KOSPI
(주)에스엠라이프디자인그룹,063440,201212,200205,,0,0,0,제조업,1,-17.35961391,-17.90389375,-18.21309813,4.11,-274.2520816,-8.0,0.86,-477.988,95.61,92.88,32.25,-1.43,-0.62,-0.69,-1.21,-2.767763158,0.674070786,2.12,KOSDAQ
(주)이녹스첨단소재,272290,201812,201707,,0,0,0,제조업,1,35.08198406,17.04769467,51.79125601,0.0,72.77852788,12.71,0.38,3396.73991,203.47,158.86,105.33,33.24,17.52,27.87,28.64,136.6506525,0.395690854,1.9,KOSDAQ
