회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,당좌비율,현금비율,매출채권 대 매입채무비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,재고자산대순운전자본비율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,재고자산회전률,매출채권회전률
(주)삼성출판사,68290,201912,200208,,0,0,0,정보통신업,0,26.60515202,767.8950912,4.797070129,8.587240762,11.74,44.91758864,3.27,1.29,2.96,20204.3374,660.313,3643.3749,6896.4,1713.8,56.33,10.44,166.46,1.12,19.25,25.81,227.4884939,248.14,98570.99,43.71,44.12585655,53.066997,46.18618619,4.8e-05,235.0840841,3.74,12.8
(주)삼양사,145990,201212,201112,,0,0,0,제조업,1,-10.29506521,105.3338536,2.458477143,77.87372983,0.0,200.9676522,1.91,0.03,4.23,308738.4189,5902.817145,350.6260938,92626.05632,1802.8,73.5,10.1,111.02,4.61,0.37,0.83,284.7674136,27.49,108.12,7.28,59.20508952,102.7954885,425.1556092,100.2931242,964.5018094,9.18,9.99
(주)삼양사,145990,201812,201112,,0,0,0,제조업,1,2.143937719,21.44933435,2.37982246,4.048342617,7.09,9.093738808,2.81,0.53,2.49,199233.9682,5603.655878,6414.699312,99245.64767,1953.99,75.45,14.26,181.01,5.94,1.01,1.72,165.2635621,33.43,127.17,14.14,49.05830681,128.9006397,503.7522059,108.1672897,1206.705147,7.9,9.01
(주)삼양사,145990,201912,201112,,0,0,0,제조업,1,9.85772221,-11.46208558,2.251946674,-1.291183275,-0.07,-15.88572162,2.52,0.57,1.62,196661.4925,4961.360046,15692.18198,98954.74364,1981.57,133.72,24.11,216.03,3.57,10.77,15.53,66.88252175,30.9,106.9,15.07,51.25592737,121.2752759,553.6085357,124.0448859,1339.42752,7.39,9.21
(주)삼양엔텍,8720,201212,197606,42003.0,0,1,1,제조업,1,2.250020503,188.9339988,2.390846308,-24.99962396,-6.45,-85.71234214,7.72,-1.38,61.62,19613.63151,1513.933405,2494.809473,41932.14193,738.64,172.35,20.57,31.33,17.81,8.21,0.0,-0.796916489,11.71,4034.51,10.86,64.57783691,90.70689655,775.7241379,2.248275862,2300.068966,214.4,3.64
(주)삼양옵틱스,225190,201812,201706,,0,0,0,제조업,1,2.961294491,-30.10077264,1.017504376,-8.770514117,8.63,-29.74476156,20.63,-0.06,65.83,6022.777977,1242.218437,1455.379535,3648.317494,621.89,336.91,191.42,567.89,3087.84,117.39,0.0,38.49998887,228.91,1500.24,57.17,48.01976743,207.0017881,102.7284768,16.10936424,301.9470199,7.61,8.32
(주)삼양옵틱스,225190,201912,201706,,0,0,0,제조업,1,8.790693956,8.717564703,8.853639968,5.184223574,0.66,11.21047568,21.32,0.09,67.15,6302.740733,1343.629931,1173.394252,3941.427156,685.88,369.73,138.96,841.09,216.48,117.39,981.13,31.60224095,244.97,1410.59,58.19,47.07052116,218.6793421,102.375,18.42857237,324.7039474,7.94,6.07
(주)삼양제넥스,3940,201212,198706,42390.0,0,0,0,제조업,1,5.928788865,19.47476335,5.500800489,7.34973782,-10.73,3.114258413,4.82,-1.24,5.23,202741.3095,9779.826317,25551.07509,140543.1329,2995.34,147.67,27.4,303.27,9.54,19.88,32.07,52.11699989,45.66,174.95,13.71,44.69917457,158.9716129,352.797654,65.19245161,1914.686217,4.86,9.31
(주)삼양패키징,272550,201812,201711,,0,0,0,제조업,1,9.764944688,-23.34186923,7.999669838,9.852363201,5.74,-17.91801209,5.85,1.91,7.41,25777.392,1507.24922,2992.849655,18679.42725,273.59,110.32,24.86,339.6,4.84,17.22,22.19,-28.73407122,43.02,120.38,25.56,38.74156526,211.833914,609.3506787,175.9926109,1235.21267,20.1,6.35
(주)삼양패키징,272550,201912,201711,,0,0,0,제조업,1,3.277444019,32.53241382,7.832193754,2.498115109,7.69,18.77133854,7.56,2.1,9.77,26421.34093,1997.593774,4348.628806,20142.43124,302.85,121.77,45.72,370.81,5.16,18.79,23.84,-25.79457659,42.83,98.53,29.63,34.42526011,233.7328782,564.4621849,237.4022689,1184.57563,18.91,6.62
(주)삼양홀딩스,70,201212,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,45.84382737,-22.81132148,28.14739113,57.86253752,-4.71,-44.81360271,6.96,-0.24,5.03,235141.7077,15144.68944,12386.74968,110069.0174,2993.27,117.43,24.56,138.7,1.4,11.86,19.92,72.41784311,33.13,139.59,16.3,38.39080661,490.5280247,114.2654321,2.771604938,6552.604938,7.51,10.78
(주)삼양홀딩스,70,201812,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.617304929,52.57898438,3.726744341,6.976854454,5.0,40.09976328,4.0,0.48,6.62,289059.632,11559.36502,9862.063868,156424.959,3105.73,109.61,15.73,141.97,5.67,2.5,4.21,84.26274661,35.8,154.03,16.68,48.83170409,511.1181746,232.3650794,1.142857143,12624.68254,8.25,9.2
(주)삼양홀딩스,70,201912,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,8.320262671,-39.47664519,1.376890203,-2.922317604,9.52,-42.67119415,2.49,0.5,1.44,280612.3915,6996.115503,24687.63574,156350.4241,3123.72,180.74,30.78,152.42,2.56,9.82,14.76,41.8865995,31.17,122.26,16.44,54.73085016,271.2869565,213.4565217,1.268115942,11651.83333,7.72,9.08
(주)삼원강재,23000,201212,201107,,0,0,0,제조업,1,-5.488036775,-8.938216042,10.65131474,0.706806013,4.63,-10.55188442,5.33,-0.07,42.28,8736.2411,465.56555,347.497375,3753.0,650.6,160.54,25.04,157.22,93.23,13.51,495.31,-80.61175119,74.33,154.6,14.82,47.3272567,191.1016605,285.5904059,123.6065683,759.4760148,7.48,5.22
(주)삼원강재,23000,201812,201107,,0,0,0,제조업,1,3.319193517,8.509438284,4.977723202,3.844821879,0.0,4.687780617,4.16,-0.22,55.79,7169.795525,298.301425,262.97025,5116.45,923.29,242.39,45.14,198.15,105.97,41.01,376.48,-72.43035246,49.73,118.27,17.91,56.89601793,190.2101481,383.4259259,160.8240741,939.8407407,8.87,5.86
(주)삼원강재,23000,201912,201107,,0,0,0,제조업,1,-1.693014814,-12.56035736,2.58389086,-6.086081165,-0.37,-17.85913878,3.87,-0.35,56.93,6733.43595,260.8337,468.5938,5248.65,951.44,296.9,71.44,206.31,87.16,37.03,289.63,-83.29025142,52.8,125.22,18.3,60.11316602,183.2423048,347.7472119,146.3366357,927.3643123,8.94,5.8
(주)삼익악기,2450,201212,198809,,0,0,0,제조업,1,-8.196871325,325.4515572,-0.408969031,-5.535790627,0.0,14.59220694,4.92,5.25,23.32,2205.895948,108.4543534,147.8915268,2042.792099,307.74,37.35,10.84,194.51,1.44,2.96,3.75,-238.3096226,84.23,608.75,31.37,55.15937105,198.7498734,144.164557,0.730405063,3140.481013,2.11,5.21
(주)삼익악기,2450,201812,198809,,0,0,0,제조업,1,-0.906145542,140.3776203,2.352296411,-8.524702618,-27.47,313.5835799,5.7,4.91,24.64,2651.451264,151.0072333,-166.479042,1924.24875,396.27,35.15,14.7,137.81,1.93,-1.29,-1.59,-175.607043,28.8,83.52,26.83,36.91457753,218.1097403,150.8831169,0.935636364,4043.779221,2.78,7.14
(주)삼익악기,2450,201912,198809,,0,0,0,제조업,1,3.111750716,-4.254718242,5.998303686,10.56216073,-14.29,16.96790979,4.93,4.32,25.69,2931.501808,144.582301,60.47868841,1955.541927,425.26,45.22,15.87,144.76,2.34,-1.23,-1.55,447.9019962,24.59,70.23,21.9,36.27137192,272.5086364,228.1818182,0.970363636,5176.257576,2.72,7.8
(주)삼일,32280,201212,199703,,0,0,0,운수 및 창고업,0,19.2224512,-86.52443691,-0.040944598,-2.887037924,17.86,-13.06390233,0.24,3.29,-1.18,5831.546874,14.03965414,417.7298011,1874.212629,92.14,45.59,1.14,100.97,1.1,4.49,5.95,-0.837620875,23.24,261.93,22.05,64.8146071,143.1888636,621.7348485,54.66743182,802.7348485,212.03,5.83
(주)삼일,32280,201812,199703,,0,0,0,운수 및 창고업,0,6.846481904,30.07726944,3.018811229,7.397419024,-4.27,15.58449263,2.64,0.14,49.8,6019.567844,158.7529967,376.655386,3858.984963,290.18,82.8,10.59,173.89,11.58,15.79,28.7,-1.217134218,24.05,337.43,17.26,56.19202727,150.4325893,625.5892857,44.58132143,805.3035714,304.29,6.23
(주)삼일,32280,201912,199703,,0,0,0,운수 및 창고업,0,9.402530633,28.33746964,3.676182033,-1.488410642,-21.43,-24.56226158,3.44,0.31,51.46,5929.971956,203.739579,433.1891333,4000.84127,304.36,65.21,1.14,177.41,5.66,19.42,33.85,-1.778739924,23.49,381.39,18.34,51.57697044,200.3375,916.6022727,52.52782955,1121.295455,280.28,6.29
(주)삼일기업공사,2290,201212,199211,,0,0,0,건설업,1,6.279668352,52.94536105,6.17300413,36.87191866,1.75,82.34563546,5.75,-2.55,72.96,42680.66774,2453.408871,1980.958065,37897.58065,657.95,632.73,66.41,0.0,3087.84,16.37,94.84,-37.72449308,199.88,0.0,15.14,66.9960642,138.1656897,69.12068966,0.0,948.0,19.33,1.86
(주)삼일기업공사,2290,201812,199211,,0,0,0,건설업,1,-3.633771031,16.73640294,4.541986642,-0.387904716,-3.39,17.13301307,5.51,-1.27,77.03,4531.048952,249.5429839,-178.6964516,4578.387097,815.68,933.26,306.52,0.0,3087.84,-19.99,0.0,-59.20825476,217.47,0.0,15.89,62.55805073,156.6614035,72.03508772,0.0,1083.807018,22.35,1.86
(주)삼일기업공사,2290,201912,199211,,0,0,0,건설업,1,13.03366834,6.32701781,3.611109477,35.73884755,8.77,19.45181892,4.31,-0.93,77.62,6150.393629,265.3316129,1055.936694,4743.709677,848.75,571.52,306.52,0.0,3087.84,49.41,3402.53,-23.86805553,96.66,0.0,5.1,6.725230193,62.79064516,64.96774194,0.0,1126.274194,30.7,1.86
(주)삼일씨엔에스,4440,201812,201603,,0,0,0,제조업,1,-6.19726948,-267.3014896,-3.152918532,-6.92476667,-7.14,-71.11491287,-3.58,-0.46,55.62,16151.34237,-578.0994847,1246.720788,21717.33828,2071.73,266.33,114.13,83.66,15.42,18.07,125.27,-74.82583626,12.3,157.45,9.15,107.2479301,76.18983806,619.5587045,49.46589879,1372.105263,5.42,10.32
(주)삼일씨엔에스,4440,201912,201603,,0,0,0,제조업,1,-0.498847791,374.3339037,0.820321612,-4.92589175,-8.1,-4.213221146,1.37,-0.69,55.98,15355.74473,210.7284141,917.094691,21895.47286,2089.55,256.85,62.57,114.3,71.17,23.57,648.95,-69.775821,16.85,282.91,14.78,62.62849478,127.3042291,761.8061674,45.73782819,1485.550661,5.54,10.72
(주)삼진,32750,201212,199707,,0,0,0,제조업,1,-16.69592542,752.1015062,6.567066471,55.52174572,9.72,101.8200366,2.52,0.62,11.31,22884.91083,577.1553333,2487.615167,7704.666667,1322.05,74.57,22.99,186.73,7.01,18.75,34.26,-372.8751327,51.69,311.63,15.91,56.4177821,92.8285443,180.5949367,9.503689873,446.4177215,22.59,8.85
(주)삼진,32750,201812,199707,,0,0,0,제조업,1,-1.545315586,-42.20862696,2.331590917,-19.38985441,-6.85,-79.42687057,1.83,-0.2,11.55,14615.1705,266.8115,474.2071667,10363.66667,2057.66,307.2,91.77,120.75,165.66,25.57,0.0,25.74794194,44.58,320.9,17.38,74.90094887,135.0477941,359.8823529,0.644705882,1061.132353,12.84,8.99
(주)삼진,32750,201912,199707,,0,0,0,제조업,1,22.91362398,655.3107094,18.479416,54.21068927,7.35,643.2236429,8.94,-0.22,13.81,22538.15517,2015.255833,1673.341,11602.16667,2453.31,272.85,74.97,143.07,3087.84,32.73,3402.53,30.60675748,116.65,422.86,22.97,43.28549605,225.9320548,203.4383562,0.111506849,1148.589041,13.43,11.55
(주)삼진엘앤디,54090,201212,200402,,0,0,0,제조업,1,-6.242847924,109.430523,4.428454379,4.851551568,-2.4,-49.40589182,2.82,0.93,17.23,16740.3548,471.8080225,704.8044778,3731.126443,946.46,98.18,27.26,182.92,1.99,12.84,23.15,107.4935998,93.01,208.54,25.53,56.58424252,100.4040887,157.270936,39.92534483,648.8866995,12.05,6.32
(주)삼진엘앤디,54090,201812,200402,,0,0,0,제조업,1,5.476477865,767.8950912,3.79608902,-2.461489781,-13.01,150.3151923,0.81,0.72,13.68,8622.762351,69.68191169,574.0608124,3518.257293,647.78,121.06,45.63,153.46,4.28,13.84,25.31,68.55889533,62.51,232.54,18.69,74.32629213,74.52728972,172.8224299,7.469560748,1265.018692,9.01,5.78
(주)삼진엘앤디,54090,201912,200402,,0,0,0,제조업,1,-0.375442844,-73.56375636,0.50103732,7.235964603,2.8,-49.13301634,0.2,0.67,17.17,9246.702383,18.42127995,721.6994497,3675.233276,652.34,110.72,45.79,122.09,2.08,20.78,42.85,79.14874865,61.16,237.46,17.15,73.05578597,108.8164545,167.3272727,11.02002727,1233.054545,9.16,6.53
(주)삼천리,4690,201212,197612,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,13.4734821,16.46706405,1.902003982,15.23620264,0.64,-14.51685142,1.03,0.11,3.8,382737.7201,8798.987922,26708.71309,178680.7624,5803.04,107.62,25.71,68.33,3.88,14.58,73.65,5.782291458,17.88,22.22,6.37,41.36749018,234.4142386,1160.551049,84.30683883,3287.467005,711.59,6.22
(주)삼천리,4690,201812,197612,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-0.130877449,418.7555415,0.922254582,4.948011578,5.83,34.68458672,0.77,1.06,2.16,382737.7201,6560.692228,26708.71309,178680.7624,6350.99,145.95,20.4,90.83,2.04,4.83,10.09,16.28489481,15.65,21.28,9.91,39.99744776,257.2022028,1160.551049,74.0380413,3244.531915,82.46,6.98
(주)삼천리,4690,201912,197612,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,5.756348649,35.22513782,1.799955568,0.100863253,1.88,3.915379565,1.04,1.04,2.68,382737.7201,8871.705107,26708.71309,178680.7624,6482.12,132.22,33.65,84.21,2.14,8.77,18.91,8.402772459,16.83,22.27,10.44,39.79280668,269.1307248,1160.551049,66.63404791,3426.385749,71.7,7.2
(주)삼화네트웍스,46390,201212,200101,,0,0,0,정보통신업,0,-19.54101782,-166.1421804,-13.71620661,-27.3263373,0.0,-122.1357923,-22.68,-0.85,9.78,646.7631768,-113.2102313,84.36223966,752.4654845,278.48,290.07,28.54,268.3,-11.84,10.26,0.0,0.0,-17.08,-70.14,-3.79,138.4179124,-55.72625,14.95833333,5.988833333,1295.5,0.0,6.08
(주)상보,27580,201212,200710,,0,0,0,제조업,1,7.23830267,10.70398436,57.50863813,39.14620556,7.0,80.71232157,3.16,3.74,10.78,17957.67625,568.1253182,1369.955644,4579.25401,815.85,80.71,38.69,139.08,2.2,15.24,41.53,-10.02243911,74.96,162.18,17.36,33.36173705,137.024486,189.9096573,75.02758567,549.2087227,17.44,7.29
(주)상상인,38540,201212,200008,,0,0,0,정보통신업,0,78.45578966,-65.88603316,39.41503809,48.09539816,14.29,-55.78514779,3.07,-0.99,19.18,906.6946906,27.83741913,-23.00671428,722.5898611,44.25,71.3,17.4,775.64,84.04,-0.63,-8.37,-3.827115105,165.26,0.0,16.02,76.37726197,86.62085938,15.453125,0.0,691.125,26.79,1.86
(주)상상인,38540,201812,200008,,0,0,0,정보통신업,0,39.10188082,36.35679165,46.70542036,21.81773134,5.8,44.2301939,24.25,0.13,68.7,10144.46286,2860.937321,-1855.01,2984.037349,818.78,97.6,6.0,2096.89,143.14,-19.99,-45.72,-20.68793165,345.81,5756.81,47.53,17.36867082,219.6827848,7.772151899,0.0,916.0506329,77.52,1.86
(주)상상인,38540,201912,200008,,0,0,0,정보통신업,0,27.59026282,-11.87269038,43.31614733,11.76097869,-8.86,3.737450658,22.24,0.65,76.25,9784.319377,2175.856365,11878.88429,3810.508374,831.71,105.96,22.64,2096.89,46.43,3.72,39.17,4.960657526,253.45,3750.66,44.74,22.3993895,522.2401389,11.96759259,0.0,1185.962963,64.13,1.86
(주)상아프론테크,89980,201212,201107,,0,0,0,제조업,1,6.310924467,-21.61929779,2.90304862,-11.62801961,14.01,-25.02401783,4.63,0.73,44.43,7652.087519,354.2697122,547.8244383,6076.421522,1127.7,115.71,23.24,314.28,4.78,14.04,21.18,75.37133057,44.06,138.79,30.58,62.09216633,79.30650838,189.9832402,53.83016201,335.8910615,6.96,4.86
(주)상아프론테크,89980,201812,201107,,0,0,0,제조업,1,8.700929056,61.55142239,8.890553549,18.8191344,0.53,30.9801152,6.63,0.71,51.27,12764.98675,845.7778632,523.5656853,8355.081096,1579.06,81.62,15.05,249.06,7.31,13.63,18.71,303.1740302,61.56,215.9,34.83,58.95895752,93.70879159,137.3957968,36.2117303,345.1015762,7.05,4.38
(주)상아프론테크,89980,201912,201107,,0,0,0,제조업,1,3.874624404,3.233612541,20.62447832,2.250397872,-5.25,5.267381095,6.69,0.84,49.31,12158.54383,813.3428048,229.4281832,9387.362879,1785.26,114.49,10.93,450.3,5.6,5.25,7.18,64.16110881,57.57,212.51,32.3,58.53482559,97.18253235,144.1367837,37.46580961,379.8946396,6.69,3.47
(주)새로닉스,42600,201212,200210,,0,0,0,제조업,1,3.946187932,69.14107907,-13.03740775,35.82002947,4.25,643.2236429,-0.49,0.61,48.66,9905.556324,-48.86967309,224.5976077,3288.184221,640.97,121.68,65.04,151.77,4.17,5.02,8.29,57.83392807,90.31,196.25,29.54,77.4718858,5.869823789,20.95374449,4.289679515,178.5390728,19.09,13.15
(주)새로닉스,42600,201812,200210,,0,0,0,제조업,1,12.59215163,493.6767663,11.31216623,12.57556303,46.15,643.2236429,5.34,0.4,60.45,11437.30951,611.0421204,-253.804501,4542.090706,1165.46,116.72,21.35,209.46,5.93,-6.04,-12.29,68.66436416,105.96,258.08,22.16,57.18693799,42.08814815,47.75661376,0.703989418,455.3968254,10.99,5.63
(주)새로닉스,42600,201912,200210,,0,0,0,제조업,1,2.491067781,-124.7967055,2.524104241,15.26049966,-12.17,-98.19823644,-1.15,0.34,59.94,13182.70008,-151.5183151,1095.501343,4493.795425,1195.45,126.83,41.62,150.0,0.1,9.88,21.03,59.88899948,87.88,211.66,17.42,91.7804411,35.82801205,58.84939759,3.277108434,495.0301205,11.24,6.43
(주)서린바이오사이언스,38070,201212,200510,,0,0,0,도매 및 소매업,1,29.31020392,46.05371888,21.10884761,35.29534481,1.16,49.22908306,9.01,-0.51,57.04,11607.30587,1045.493478,909.7382609,8109.347826,1521.87,273.67,16.03,380.78,18.81,20.97,62.64,-33.59673207,108.32,2978.81,22.74,40.63498593,139.5698851,128.8505747,0.0,650.8965517,13.95,4.46
(주)서린바이오사이언스,38070,201812,200510,,0,0,0,도매 및 소매업,1,0.807297136,27.12657744,4.675357173,17.02813478,0.0,51.55194562,5.78,-0.12,59.63,7227.955272,417.9146893,604.9075171,7708.698886,1460.73,138.38,29.82,122.49,25.85,16.75,159.65,75.51602005,40.49,4550.31,21.61,53.47425183,104.0,284.0434783,0.0,747.7826087,3.51,7.28
(주)서린바이오사이언스,38070,201912,200510,,0,0,0,도매 및 소매업,1,12.70137018,208.18357,10.84676591,9.08839835,-2.17,2.829744199,16.33,-0.44,65.12,7253.960443,1184.890669,976.0645574,7860.091544,1567.07,202.01,28.88,98.93,109.61,29.56,2227.7,42.85029117,69.42,7352.15,33.05,33.79650381,178.3211111,282.9,0.0,866.3222222,4.01,7.27
(주)서산,79650,201212,200501,,0,0,0,제조업,1,26.08148596,62.5842667,26.52440492,42.96731085,17.78,66.70168973,14.04,-0.55,0.0,209868.36,15144.68944,26529.83,79175.0,1937.02,280.35,104.35,518.2,863.3225,93.38,0.0,27.02921287,154.64,286.16,35.47,46.48592658,84.40849057,40.97484277,20.13208176,235.1320755,15.04,6.59
(주)서산,79650,201812,200501,,0,0,0,제조업,1,-1.811734182,-125.8047254,-0.893227631,-16.89649157,-10.53,-134.3910148,-1.89,-1.57,35.92,4170.65345,-78.6968,206.952,1956.7,3571.45,449.69,195.65,646.85,863.3225,65.53,0.0,20.56204348,48.22,118.49,22.28,92.50476528,64.68117647,63.65686275,26.4297451,416.8137255,9.27,6.43
(주)서산,79650,201912,200501,,0,1,1,제조업,1,-4.133399215,-80.47207764,-3.926853999,-35.1056083,-15.69,-93.64951344,-5.42,-2.66,37.07,2620.08225,-142.02575,-75.5098,1878.6,3426.07,504.05,202.98,730.93,-17.38,16.73,0.0,18.26116526,36.42,92.94,23.93,101.4482652,66.66976744,70.41860465,28.63765116,472.9767442,7.36,3.97
(주)서연,7860,201212,198909,,0,0,0,"전문, 과학 및 기술 서비스업",0,13.14591656,-17.66585304,10.0668411,52.14112005,1.55,-3.629464802,2.6,0.33,17.76,52990.01356,1375.448858,1493.90206,9323.83729,2027.77,84.67,20.37,110.17,6.4,7.87,19.32,514.6875447,92.51,322.65,20.09,58.65778797,172.3566957,160.1793478,18.0041163,737.0369565,18.86,5.79
(주)서연,7860,201812,198909,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.577968105,-94.77950339,-4.973026623,-2.084053907,36.84,466.4507174,-1.51,1.07,91.63,121488.3895,-1839.338796,2282.234541,14525.0965,4015.23,71.48,11.99,117.47,0.2,7.0,13.05,-161.3534741,57.25,183.17,20.22,70.63183309,303.5146154,132.9230769,0.0,13719.88462,12.2,5.17
(주)서연,7860,201912,198909,,0,0,0,"전문, 과학 및 기술 서비스업",0,-17.8371652,-120.7270002,-15.2866052,-22.78289561,-7.69,372.5605617,-4.33,0.79,91.63,93809.81654,-2136.550778,9534.308874,12732.15444,3533.64,70.02,12.8,86.06,1.35,9.84,19.23,-58.55144365,38.82,135.56,16.82,73.40873844,-77.36723404,127.0416667,0.0,12845.95833,11.88,4.21
(주)서연이화,200880,201812,201408,,0,0,0,제조업,1,-3.885939559,-126.6158013,-0.897613878,-5.012043816,-6.67,209.3392958,-0.42,0.74,7.88,70549.90431,-299.3874933,-1119.019054,24440.36997,4743.95,85.67,15.28,110.6,0.6,5.37,10.66,-431.3743671,56.12,154.21,17.32,65.11404477,120.0678361,152.1165966,19.86627941,1147.003151,17.86,5.35
(주)서연이화,200880,201912,201408,,0,0,0,제조업,1,7.328695851,-497.3097177,-6.752531685,3.666394651,0.74,96.34578797,-2.45,0.64,0.5,73136.54223,-1788.270591,7088.786155,22524.57292,4422.67,71.3,11.9,86.17,1.13,6.73,13.23,-60.57774883,40.38,122.11,14.47,76.91422863,64.86435871,165.6725756,21.02876851,1174.504692,18.27,5.13
(주)서연탑메탈,19770,201212,201106,,0,0,0,제조업,1,16.92113212,-17.01390508,11.65779805,12.91355245,2.29,-6.561973989,6.22,0.06,60.85,11288.03665,702.5997425,-616.4127897,5443.60515,1000.31,236.0,9.64,170.2,43.53,2.2,6.66,10.40318278,86.87,217.91,19.33,51.09281124,98.52964126,85.4529148,33.23939013,356.0269058,46.68,4.82
(주)서연탑메탈,19770,201812,201106,,0,0,0,제조업,1,-20.12073671,-344.6550814,-11.61847651,-30.00749141,-2.01,-120.9619483,-7.11,1.72,57.88,12613.81811,-897.3746781,1691.060343,5705.236052,1075.67,89.52,4.48,192.52,-0.47,11.54,17.29,-107.8215831,31.1,89.25,16.73,80.40595921,41.91356557,187.8442623,43.65018852,508.8360656,20.55,3.11
(주)서연탑메탈,19770,201912,201106,,0,0,0,제조업,1,-5.150972928,69.33114861,-4.57283282,8.66137668,-5.33,437.9861691,-2.01,1.45,57.35,13706.34841,-275.2145064,-153.2933047,5643.090129,1023.52,85.8,2.53,168.8,0.15,10.03,15.13,-89.08763757,35.76,113.34,16.61,75.72204732,97.61640693,186.4502165,35.82827706,526.4155844,32.02,4.4
(주)서울리거,43710,201212,200207,,0,0,0,도매 및 소매업,1,48.57793055,190.6736179,17.83802073,77.87372983,46.15,294.8685152,3.04,-0.22,-38.05,2463.626472,74.83779177,-156.3320083,682.1310783,47.26,152.72,47.25,81.59,61.31,-19.99,-45.72,78.29638913,200.66,216.49,11.1,36.74417594,88.79734694,46.30612245,43.73436735,369.0408163,9.72,13.79
(주)서울옥션,63170,201212,200807,,0,0,0,도매 및 소매업,1,-5.424393206,343.333871,3.831734428,28.52157056,-4.08,265.7505635,10.9,2.05,12.19,1146.424413,124.9678144,-144.8629526,3061.386139,548.55,146.71,9.86,2096.89,3.86,0.03,0.05,80.82703813,80.42,0.0,33.87,46.06347091,129.7514894,172.8723404,0.0,1438.255319,0.68,6.86
(주)서울옥션,63170,201812,200807,,0,0,0,도매 및 소매업,1,33.01890591,131.8507753,8.065996911,14.54237649,27.82,37.28587584,11.42,2.24,29.75,3667.494488,418.7754692,-29.63771243,3662.065908,863.11,94.04,20.08,495.24,5.95,5.52,11.07,109.0946038,76.51,15807.37,34.91,38.97270889,63.99611765,268.5882353,0.0,826.0588235,1.07,7.31
(주)서울옥션,63170,201912,200807,,0,1,1,도매 및 소매업,1,-15.84262881,-223.3965227,-12.24574697,-27.32239062,-4.71,-152.8099754,-19.39,5.27,18.65,2665.447318,-516.7543668,-64.58702527,3173.577656,776.73,78.65,20.61,2096.89,-1.82,-0.76,-1.15,131.4176061,13.94,763.73,16.34,117.7923711,11.88679012,310.0246914,0.0,892.7407407,0.76,5.66
(주)서울제약,18680,201212,200008,,0,0,0,제조업,1,42.14250132,282.6827746,24.53440766,5.833166213,16.67,223.5018683,11.0,1.58,65.36,7361.413016,809.9620635,1463.20381,4029.206349,705.83,103.78,24.25,326.17,7.16,19.94,26.09,-36.18487128,101.68,490.55,40.29,57.43673681,86.09700461,169.3225806,17.55106452,279.6175115,9.55,4.38
(주)서원,21050,201212,199601,,1,0,1,제조업,1,17.44097608,153.0265279,3.40409507,11.3448225,7.95,-15.14655126,1.13,1.58,75.25,28210.13309,319.3169587,-1192.117346,3818.00055,740.19,59.16,2.54,752.04,0.58,-8.35,-9.54,514.6875447,31.89,90.03,4.93,24.22016716,136.8497895,307.3210526,42.59891053,1352.310526,6.96,6.97
(주)서원인텍,93920,201212,200712,,0,0,0,제조업,1,11.73344739,5.088277528,7.076049113,3.936131705,-7.31,17.23300435,4.4,-0.09,74.5,12858.34392,566.0369892,1302.153172,5099.193548,923.41,217.71,75.49,168.29,54.23,44.78,194.9,32.5619203,190.74,803.68,22.98,57.21339762,75.71357798,35.58348624,2.150979817,226.7100917,12.35,7.51
(주)서원인텍,93920,201812,200712,,0,0,0,제조업,1,-2.360378705,57.79226273,-0.324632163,-13.08067177,-17.31,-43.47686268,2.01,-0.33,83.19,13277.8521,266.7418817,389.9070968,7846.344086,1545.8,320.37,68.26,150.96,9.42,28.74,86.92,21.01385374,117.02,988.59,19.05,69.66004052,36.87374677,67.26356589,2.765103359,439.8139535,12.37,10.16
(주)서원인텍,93920,201912,200712,,0,0,0,제조업,1,4.72856412,155.3905461,4.988749518,22.64901805,3.1,231.0570229,4.18,-0.41,83.36,16285.15522,681.2335484,1870.580054,7928.010753,1627.34,304.88,83.84,102.5,52.05,51.85,249.05,20.13498107,131.06,907.98,18.37,50.77155837,65.88796992,61.9924812,1.936265664,418.7769424,14.53,12.28
(주)서전기전,189860,201812,201412,,0,0,0,제조업,1,20.35154943,20.64679691,9.694905962,14.26243494,21.74,126.5686845,5.88,0.01,70.6,5910.460594,347.2426429,570.7656014,3805.839497,661.18,123.97,2.53,319.69,131.25,16.13,153.44,-28.87397757,46.02,1592.62,22.18,55.82151007,113.5398214,247.4732143,7.129133929,468.3303571,19.7,3.44
