회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,자본집약도_계산,총자본회전률,타인자본회전률,유동자산회전률,재고자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,총자본투자효율,당좌자산회전률
(주)뉴보텍,60260,202012,200202,,0,0,0,제조업,1,-18.6,-26.44,0.74,115.45,0.0,1272.719602,-166.5565185,-56.00652036,675.0663626,33.38,39.4772534,153.31,-10.15,-5.8,-12.71,-3.51,-4.4,23.91,76.23,10.01,170.9206997,45.41221311,446.3114754,0.8,1.32,1.67,12.34,0.97,140.98,121.94,55.07,7.98,1.93
(주)뉴인텍,12340,201112,199702,,0,0,0,제조업,1,5.72,-0.88,2.56,98.76,21.31,1766.165311,-7.556920371,-34.80095213,806.9195463,72.49,39.54740524,152.86,0.99,-1.91,-3.29,-1.15,-1.42,49.94,121.78,18.55,67.5752299,63.68480769,409.1730769,0.87,1.5,1.47,3.8,0.78,108.76,66.71,13.92,15.03,2.4
(주)뉴인텍,12340,201212,199702,,1,0,1,제조업,1,-23.25,-36.95,3.09,114.08,-0.03,1503.992079,-262.596744,-12.01540588,670.5540041,19.5,34.57263357,189.25,-3.18,-2.0,-2.67,-1.31,-1.5,21.26,55.53,8.44,170.9206997,37.77933333,390.36,0.79,1.26,1.34,3.59,0.69,103.75,66.49,9.95,7.34,2.15
(주)뉴트리,270870,201812,201812,,0,0,0,제조업,1,20.21,4.45,0.35,95.47,15.59,9656.405111,236.6920927,874.5231518,5436.534789,983.98,83.09004101,20.35,22.73,79.28,3052.28,13.41,9.06,610.97,2060.78,17.68,68.73770002,175.0311864,999.2372881,1.48,8.17,1.76,15.11,1.48,532.73,470.79,305.29,26.18,1.99
(주)뉴트리,270870,201912,201812,,0,0,0,제조업,1,22.26,17.94,-0.41,90.24,29.21,13808.8107,1044.693464,826.8109366,6497.64356,1178.95,75.3876928,32.65,771.28,40.33,447.53,9.93,6.15,962.17,2815.37,18.86,44.16720947,332.1222581,1169.435484,1.83,8.17,2.18,16.87,1.76,373.46,321.68,201.97,30.44,2.5
(주)뉴트리,270870,202012,201812,,0,0,0,제조업,1,34.37,28.06,-0.05,87.63,45.92,20860.83772,2130.9643,476.8644993,7500.089979,1585.56,70.21661393,42.42,103.6,19.45,50.73,5.79,3.11,185.61,4300.84,19.11,29.80408154,371.5889744,1190.576923,2.12,7.68,2.95,13.15,2.34,397.02,273.25,120.01,35.55,3.8
(주)뉴파워프라즈마,144960,201612,201611,,0,0,0,제조업,1,16.36,14.33,1.03,80.91,58.12,8314.215825,1357.710764,931.4470651,12363.28661,2359.5,78.31121602,27.7,14.13,39.21,115.15,8.5,16.06,112.84,1282.96,46.62,46.0853742,101.271461,413.711039,0.65,2.43,1.1,6.16,0.81,309.22,256.68,34.9,24.68,1.35
(주)뉴파워프라즈마,144960,201712,201611,,0,0,0,제조업,1,20.73,16.91,-0.54,78.65,62.6,12665.47318,2251.098955,3656.422277,14571.64719,2839.89,85.39256575,17.11,135.62,91.88,471.48,13.42,18.05,109.79,1267.23,41.79,44.48022772,120.9768994,393.0642458,0.78,4.34,1.29,9.18,1.01,431.28,382.94,19.6,31.08,1.5
(주)뉴파워프라즈마,144960,201812,201611,,0,0,0,제조업,1,9.45,10.65,-1.08,80.48,66.17,8898.015681,1606.310021,806.0925269,15748.44761,3098.86,90.42461107,10.59,119.31,121.58,448.99,12.82,25.08,88.3,1141.87,47.61,49.44786291,105.8643403,498.1979167,0.52,4.28,0.96,9.1,0.8,591.01,533.14,77.82,24.35,1.07
(주)뉴파워프라즈마,144960,201912,201611,,0,0,0,제조업,1,2.76,4.15,-1.19,90.89,67.69,1458.510095,128.4040397,111.2265111,3297.974374,3232.89,90.04221507,11.06,33.39,37.6,128.01,3.74,9.34,64.04,783.68,42.19,69.89768183,76.65351536,514.4505119,0.41,4.19,0.91,7.27,0.76,483.87,408.78,43.63,16.91,1.03
(주)뉴파워프라즈마,144960,202012,201611,,0,0,0,제조업,1,6.48,20.37,-0.37,78.28,68.62,2490.091714,694.4739689,560.2443561,3646.473602,4061.16,42.28873592,136.47,15.59,5.28,9.87,3.05,13.36,32.96,276.9,53.76,41.85166517,120.840817,842.5882353,0.35,0.75,0.81,3.26,0.46,107.32,77.82,26.76,12.26,1.07
(주)뉴프렉스,85670,201112,200601,,0,0,0,제조업,1,2.93,-1.71,1.66,101.14,50.48,5703.038915,-57.80373275,439.9885777,3156.139303,489.32,42.97303698,132.7,0.81,6.93,13.97,3.95,4.75,33.34,132.96,20.84,72.78602774,45.0308642,244.1975309,0.85,1.52,1.94,4.06,1.08,118.7,57.9,14.64,17.32,3.71
(주)뉴프렉스,85670,201212,200601,,0,0,0,제조업,1,11.24,6.07,1.04,98.36,51.75,9499.413795,185.3253664,-473.3620194,3241.979695,524.69,40.06811228,149.58,3.14,-0.36,-0.8,-0.21,-0.18,45.94,149.73,17.19,62.73965305,49.61275862,270.5775862,1.3,2.21,2.73,5.31,1.49,122.43,59.35,1.01,20.93,5.62
(주)뉴프렉스,85670,201312,200601,,0,0,0,제조업,1,3.84,-9.92,1.03,102.54,46.84,11137.55143,-299.2951932,-340.650134,2955.835431,467.85,33.94413155,194.6,0.97,-7.36,-12.41,-4.86,-3.65,37.23,100.77,13.08,84.1220067,41.84088832,258.0659898,1.38,2.19,2.78,5.31,1.48,107.27,50.06,2.61,17.42,5.85
(주)뉴프렉스,85670,201412,200601,,0,0,0,제조업,1,10.73,5.86,1.21,98.39,49.35,11344.26102,185.4734251,709.3128286,3115.461246,501.05,36.20865511,176.18,2.23,3.47,5.59,2.21,1.62,59.0,150.93,20.91,65.36281907,56.27848936,214.6829787,1.36,2.09,2.82,5.49,1.47,110.97,56.1,5.57,28.45,5.81
(주)뉴프렉스,85670,201512,200601,,0,0,0,제조업,1,-3.09,-4.61,1.19,102.09,41.24,9930.227136,-134.0653509,-100.4336158,3416.93094,564.86,33.88417775,195.12,-0.8,4.65,7.81,3.07,3.07,46.27,144.68,20.79,78.70455097,46.29452282,248.6307054,1.09,1.67,2.2,4.41,1.15,107.38,53.25,4.38,20.83,4.41
(주)뉴프렉스,85670,201612,200601,,0,0,0,제조업,1,2.21,-6.55,1.14,102.08,36.75,11876.55292,-203.8153919,1196.714478,3344.194947,543.65,37.21946215,168.68,0.53,9.97,17.35,6.26,4.62,50.96,191.45,18.55,76.03693324,62.30722222,268.9469697,1.28,1.98,2.63,5.08,1.37,109.9,51.22,5.25,25.16,5.45
(주)뉴프렉스,85670,201712,200601,,0,0,0,제조업,1,16.36,9.39,0.81,96.7,0.0,11278.05679,318.5870666,723.2105484,3395.6962,573.88,39.10867884,155.7,5.58,16.87,29.08,10.27,8.0,64.91,214.05,23.39,58.45553133,68.38977427,259.2844244,1.35,2.19,2.88,5.55,1.49,106.27,52.52,7.67,30.04,5.98
(주)뉴프렉스,85670,201812,200601,,0,0,0,제조업,1,19.66,13.73,0.91,95.61,0.0,9240.973653,348.3932886,623.3890002,2811.206767,465.89,41.96224805,138.31,5.58,13.65,20.87,7.92,5.88,69.96,222.97,22.17,54.06718726,77.04406439,255.2937626,1.48,2.5,3.27,7.56,1.78,134.14,85.08,17.76,29.89,5.76
(주)뉴프렉스,85670,201912,200601,,0,0,0,제조업,1,-18.02,-17.75,1.8,108.38,32.22,6062.142398,-455.3951238,536.7306233,2472.154641,360.13,36.14636899,176.65,-3.81,13.98,20.08,8.93,9.57,29.0,89.73,17.71,94.93093273,44.31258667,311.4586667,0.91,1.49,2.33,6.1,1.16,74.46,44.5,10.99,16.53,3.77
(주)뉴프렉스,85670,202012,200601,,0,0,0,제조업,1,-21.82,-21.42,1.42,107.12,11.07,6826.105636,-429.5227884,-28.9253036,1862.873853,255.71,29.3390349,240.84,-3.82,5.6,7.69,3.95,3.61,26.97,89.85,15.27,95.08094006,18.48251592,376.589172,1.09,1.62,3.09,8.77,1.23,59.42,41.39,6.84,16.74,4.77
(주)다나와,119860,201112,201101,,0,0,0,정보통신업,0,11.22,13.28,-2.91,78.23,46.62,3207.244545,661.1280303,600.6321212,6706.969697,1236.77,92.00529945,8.48,534.52,121.58,3052.28,10.38,22.84,1322.16,0.0,49.05,60.49039709,49.29552885,224.2788462,0.59,7.51,0.78,0.0,0.73,1062.09,940.6,305.29,22.3,0.78
(주)다나와,119860,201212,201101,,0,0,0,정보통신업,0,11.43,11.73,-2.91,75.5,51.6,3852.317727,805.4809091,976.855,7149.545455,1355.52,89.05080528,12.3,444.5,90.97,520.57,9.96,20.47,1842.71,0.0,53.56,57.83103687,59.09746544,242.5299539,0.51,6.23,0.63,0.0,0.6,1062.09,940.6,185.54,26.05,0.63
(주)다나와,119860,201312,201101,,0,0,0,정보통신업,0,11.01,11.22,-2.91,77.19,53.5,4026.051515,843.6504545,929.2942424,8169.545455,1496.76,90.69156547,10.26,284.09,116.31,629.03,10.83,23.67,1880.24,0.0,51.51,57.8647002,65.95707692,301.3641026,0.48,4.77,0.58,105.4,0.55,1062.09,940.6,305.29,23.56,0.58
(주)다나와,119860,201412,201101,,0,0,0,정보통신업,0,9.73,9.35,-2.91,83.88,57.48,5311.81083,746.0243617,706.3942444,8388.79194,1586.75,89.11823551,12.21,257.4,82.18,648.81,8.94,15.36,1880.24,91612.42,41.28,63.02285334,59.42224299,282.9345794,0.59,5.87,0.72,54.93,0.67,1062.09,940.6,73.93,24.03,0.73
(주)다나와,119860,201512,201101,,0,0,0,정보통신업,0,10.25,10.89,-1.98,85.85,60.22,6865.134037,913.7275957,623.7327566,8806.759819,1698.61,90.03705269,11.07,410.67,69.14,881.23,6.89,9.69,1104.7,0.0,38.87,64.16347966,55.53979167,259.4708333,0.73,7.02,0.93,72.96,0.85,995.57,940.6,66.69,27.64,0.94
(주)다나와,119860,201612,201101,,0,0,0,정보통신업,0,13.9,14.56,-1.07,84.59,64.99,9722.072493,1348.707326,1310.993612,9809.18838,1927.35,89.1345656,12.19,1436.78,80.67,3052.28,8.77,9.95,1470.62,0.0,32.46,51.78844042,73.95320158,279.3833992,0.94,8.17,1.26,64.29,1.13,724.8,703.78,66.73,28.6,1.29
(주)다나와,119860,201712,201101,,0,0,0,정보통신업,0,21.47,19.03,-0.84,85.72,0.0,8230.038313,1033.579578,1305.475822,5787.841701,1105.83,82.79868709,20.77,188.63,80.63,1103.7,13.87,11.97,487.39,0.0,26.38,46.19658192,94.10221805,314.2819549,1.3,8.17,1.8,42.18,1.52,452.75,428.64,117.27,30.58,1.87
(주)다나와,119860,201812,201101,,0,0,0,정보통신업,0,24.18,19.68,-0.82,82.92,0.0,9281.898293,1254.005752,1267.890071,6861.049428,1306.19,82.9698314,20.53,279.23,91.11,883.46,15.52,13.86,368.38,0.0,29.11,40.11258769,123.2020229,380.0496183,1.21,7.05,1.74,30.24,1.42,432.34,405.8,99.79,32.58,1.84
(주)다나와,119860,201912,201101,,0,0,0,정보통신업,0,28.57,23.63,-0.58,85.73,0.0,15508.72547,1803.70815,3608.864962,8261.756833,1597.3,71.12869018,40.59,161.11,71.62,790.26,18.84,15.72,374.0,0.0,22.72,32.34048396,137.4507092,425.2446809,1.54,6.44,2.12,28.93,1.63,290.78,267.39,107.01,29.88,2.29
(주)다나와,119860,202012,201101,,0,0,0,정보통신업,0,30.66,25.11,-0.61,83.17,81.45,17740.68878,2366.147394,1579.520088,9896.042944,2012.21,83.85294237,19.26,390.59,121.58,1477.65,18.84,14.62,857.27,91612.42,25.68,30.03932866,158.2013871,459.7096774,1.46,6.55,1.86,29.97,1.47,526.71,484.73,118.74,36.51,1.98
(주)다날,64260,201112,200407,,0,0,0,정보통신업,0,-2.59,-4.4,4.4,105.19,27.36,5325.057733,-364.919605,-1341.909083,4891.478647,792.51,31.60111617,216.44,-0.33,-15.41,-24.35,-8.35,-13.66,-17.67,0.0,-2.38,0.0,48.48207407,1084.237037,0.42,0.61,0.6,0.0,0.34,117.8,117.8,20.75,-1.0,0.6
(주)다날,64260,201212,200407,,1,0,1,정보통신업,0,-3.07,-11.78,4.79,106.3,21.3,5538.275507,-628.7424521,-902.5950121,4784.292067,720.41,25.75699604,288.24,-0.31,-8.54,-13.48,-6.34,-13.66,-17.67,0.0,-5.86,0.0,-34.17294737,1720.168421,0.39,0.58,0.51,643.87,0.34,108.18,108.16,18.42,-2.74,0.56
(주)다산네트웍스,39560,201112,200006,,0,0,0,제조업,1,-2.0,-1.89,-0.63,102.67,14.4,7799.102685,-185.934341,2109.946327,7793.188636,1309.96,58.04752308,72.27,-1.06,20.07,30.25,8.42,14.43,57.64,746.26,14.59,97.80505425,59.29919689,535.5103627,0.55,1.19,0.87,9.13,0.55,177.31,155.71,69.61,8.51,0.96
(주)다산네트웍스,39560,201212,200006,,0,0,0,제조업,1,2.68,-7.14,-1.01,99.66,7.03,7362.738841,-624.3589659,-233.1868695,7178.391261,1228.58,62.68023364,59.54,1.56,21.75,37.69,8.12,12.74,55.69,303.61,16.34,122.4931267,27.2734375,442.390625,0.59,1.48,1.2,8.23,0.8,235.41,194.0,34.08,10.41,1.4
(주)다산네트웍스,39560,201312,200006,,0,0,0,제조업,1,4.22,1.01,-0.32,92.99,11.68,7722.266977,175.0437297,-60.7806146,7379.300483,1256.4,57.44844973,74.07,2.41,-2.65,-4.24,-1.13,-1.9,81.25,1493.83,24.06,69.25143529,70.56162963,493.0938272,0.63,1.57,1.26,7.71,0.84,179.22,151.82,37.14,14.24,1.5
(주)다산네트웍스,39560,201412,200006,,0,0,0,제조업,1,1.74,-2.03,-0.06,98.08,14.25,8874.89163,-147.2989346,-1192.117279,7415.726104,1224.79,51.61129612,93.76,0.98,-9.24,-14.89,-4.47,-7.06,70.52,1450.1,18.55,87.48907744,64.77510067,510.7002237,0.66,1.44,1.21,8.17,0.74,145.56,124.57,10.83,11.74,1.42
(주)다산네트웍스,39560,201512,200006,,1,0,1,제조업,1,0.29,-3.91,1.13,101.16,14.8,13434.62282,-162.9378772,542.5262439,6888.674129,1180.97,38.52412963,159.58,0.09,-2.56,-4.29,-1.57,-2.09,53.46,320.24,15.54,77.39886912,91.28741379,2173.327586,0.87,1.56,1.72,11.19,0.95,108.75,91.08,15.98,11.72,2.04
(주)다우기술,23590,201112,199708,,0,0,0,정보통신업,0,17.42,10.01,0.47,77.36,54.64,16954.48342,2703.696113,-1388.216522,9399.594358,2809.45,25.45042645,292.92,32.6,0.46,2.35,0.34,1.91,302.98,68132.96,39.26,33.3409041,159.6845985,1414.250608,0.26,0.58,0.51,35.33,0.34,114.04,112.5,8.51,7.05,0.56
(주)다우기술,23590,201212,199708,,0,0,0,정보통신업,0,9.25,9.61,0.24,83.24,56.01,16920.81953,2138.140168,1422.060549,10087.29943,3083.15,23.5995354,323.74,20.52,0.02,0.11,0.02,0.1,170.04,91612.42,35.48,41.52812671,141.2042405,1377.166667,0.26,0.58,0.51,24.81,0.34,215.96,213.86,12.79,5.55,0.56
(주)다우기술,23590,201312,199708,,0,0,0,정보통신업,0,7.0,4.01,0.54,89.1,56.34,16766.28964,1205.36993,4789.256988,10192.16581,3156.7,24.25298306,312.32,14.73,3.79,24.88,2.87,18.52,118.91,88280.35,31.34,52.33244749,81.51047706,1225.022018,0.26,0.58,0.51,22.13,0.34,287.99,286.01,12.22,4.86,0.56
(주)다우기술,23590,201412,199708,,0,0,0,정보통신업,0,9.91,6.06,0.51,85.57,56.29,17451.25967,1893.389132,-1992.098136,10204.5581,3329.0,23.41619692,327.05,22.7,0.19,0.91,0.14,0.98,97.95,91612.42,31.33,39.59131268,74.34228041,1120.388514,0.26,0.58,0.51,41.93,0.34,290.79,290.12,11.07,4.59,0.56
(주)다우기술,23590,201512,199708,,0,0,0,정보통신업,0,19.32,12.8,0.4,73.96,57.33,23396.20476,4516.029256,-1992.098136,10491.14089,3732.74,20.22806581,388.92,49.84,-3.28,-16.84,-2.62,-13.66,175.72,91612.42,41.1,25.52372785,121.7028704,1381.227778,0.26,0.58,0.51,99.55,0.34,282.46,281.94,8.7,6.03,0.56
(주)다우기술,23590,201612,199708,,0,0,0,정보통신업,0,16.59,10.95,0.38,77.64,58.82,25707.75842,4278.860985,-1992.098136,10866.92139,4090.72,19.72428395,388.92,45.33,-3.24,-12.04,-2.71,-13.66,183.57,91612.42,36.12,28.04636603,136.0942026,1516.198276,0.26,0.58,0.51,189.93,0.34,220.57,220.54,4.21,4.24,0.56
(주)다우기술,23590,201712,199708,,0,0,0,정보통신업,0,18.84,11.53,0.29,74.24,59.53,30116.23678,5419.231631,-1992.098136,11140.86672,4652.75,19.72428395,388.92,62.97,-5.39,-16.54,-4.6,-13.66,244.36,91612.42,39.3,25.65907504,129.4403412,1504.592751,0.26,0.58,0.51,643.87,0.34,205.86,205.85,3.38,4.05,0.56
(주)다우기술,23590,201812,199708,,0,0,0,정보통신업,0,14.89,9.78,0.2,85.47,0.0,49257.26118,5023.858228,-1992.098136,11463.73483,5289.39,19.72428395,388.92,48.62,-6.78,-17.9,-5.93,-13.66,236.89,91612.42,24.36,29.74950906,141.0206561,1497.831014,0.26,0.58,0.51,643.87,0.34,138.63,138.62,4.72,2.78,0.56
(주)다우기술,23590,201912,199708,,0,0,0,정보통신업,0,19.88,14.61,0.09,82.0,0.0,64676.88718,8823.161038,-1992.098136,11976.18711,5897.33,19.72428395,388.92,89.36,-9.94,-22.78,-8.35,-13.66,273.47,91612.42,26.06,24.9851153,148.6295528,1595.302846,0.26,0.58,0.51,643.87,0.34,143.09,143.09,2.1,3.06,0.56
(주)다우기술,23590,202012,199708,,0,0,0,정보통신업,0,34.37,18.85,0.14,78.63,0.0,105489.0121,15143.69746,-1992.098136,12380.51891,7018.45,19.72428395,388.92,143.09,-6.05,-17.98,-5.54,-13.66,435.98,91612.42,27.38,17.59785187,151.4934,1770.385455,0.26,0.58,0.51,643.87,0.34,173.22,173.22,5.88,3.36,0.56
(주)다우데이타,32190,201112,199912,,0,0,0,도매 및 소매업,1,17.75,7.5,0.63,80.91,45.37,25125.36412,3197.247591,-1992.098136,2865.546218,1182.64,24.31737528,311.23,22.2,-0.46,-2.11,-0.35,-1.69,280.1,71553.97,34.97,35.53926787,97.68316239,1915.82906,0.26,0.58,0.51,32.58,0.34,119.73,118.85,5.5,7.19,0.56
(주)다우데이타,32190,201212,199912,,0,0,0,도매 및 소매업,1,9.16,5.19,0.27,88.06,45.39,25628.48375,1904.38507,1857.091429,2877.394958,1341.56,22.71197465,340.3,13.72,-0.29,-1.29,-0.22,-1.24,167.87,9657.25,32.35,52.98634822,159.0541096,3217.082192,0.26,0.58,0.51,25.06,0.34,119.14,117.91,9.04,5.86,0.56
(주)다우데이타,32190,201312,199912,,0,0,0,도매 및 소매업,1,8.18,6.98,0.36,89.95,45.15,27289.07613,1817.766835,5942.566779,3084.537815,1433.94,23.91598806,318.13,11.33,3.6,19.84,2.74,14.29,135.14,11084.08,32.28,56.5320915,91.52869919,1945.601626,0.26,0.58,0.51,23.67,0.34,277.35,274.95,15.18,6.19,0.56
(주)다우데이타,32190,201412,199912,,0,0,0,도매 및 소매업,1,10.9,9.14,0.36,86.99,48.77,29049.74611,2747.653417,-1992.098136,3195.490196,1540.49,23.35842984,328.11,17.11,1.09,4.83,0.84,4.52,118.48,12507.44,32.67,46.25377807,207.5286822,1899.472868,0.26,0.58,0.51,34.96,0.34,287.71,286.35,12.67,6.06,0.56
(주)다우데이타,32190,201512,199912,,0,0,0,도매 및 소매업,1,19.27,25.62,0.38,74.1,43.67,36629.79711,7211.034286,-1992.098136,3724.817927,2074.1,21.60523828,362.85,36.46,-2.56,-11.07,-2.01,-10.94,205.16,82818.43,45.33,29.45286924,202.2536585,1985.04878,0.26,0.58,0.51,62.04,0.34,309.66,308.65,10.98,8.31,0.56
(주)다우데이타,32190,201612,199912,,0,0,0,도매 및 소매업,1,16.22,5.16,0.37,81.06,32.23,35988.71282,4544.642115,-1992.098136,3978.720627,2166.45,19.72428395,388.92,35.65,-3.03,-10.43,-2.52,-13.66,183.38,60011.61,35.87,35.70467643,135.5066667,2156.15873,0.26,0.58,0.51,110.77,0.34,223.59,223.45,5.77,4.86,0.56
(주)다우데이타,32190,201712,199912,,0,0,0,도매 및 소매업,1,18.65,7.9,0.23,78.79,33.66,42151.06465,6157.658564,-1992.098136,4079.634465,2369.36,19.72428395,388.92,49.39,-5.16,-15.24,-4.37,-13.66,242.21,89271.83,37.69,32.62267902,182.4582014,1988.230216,0.26,0.58,0.51,220.58,0.34,210.16,209.99,4.71,4.49,0.56
(주)다우데이타,32190,201812,199912,,0,0,0,도매 및 소매업,1,15.55,7.28,0.21,85.37,34.99,65934.66559,6081.243368,-1992.098136,4183.263708,2173.53,19.72428395,388.92,45.41,-6.57,-17.22,-5.71,-13.66,252.71,85965.16,25.67,35.61092728,150.7401205,1869.831325,0.26,0.58,0.51,293.45,0.34,157.91,157.84,5.22,3.28,0.56
(주)다우데이타,32190,201912,199912,,0,0,0,도매 및 소매업,1,20.88,13.08,0.15,82.92,35.98,85169.08614,10674.86783,-1992.098136,4309.97389,3077.23,19.72428395,388.92,62.94,-9.65,-21.97,-8.35,-13.66,234.53,91612.42,26.22,30.67577785,154.5246988,2322.801205,0.26,0.58,0.51,564.14,0.34,155.74,155.72,2.95,3.39,0.56
(주)다우데이타,32190,202012,199912,,0,0,0,도매 및 소매업,1,34.37,14.16,0.2,80.07,37.81,133000.1643,16360.35769,-1992.098136,4477.989556,3813.28,19.72428395,388.92,88.8,-5.94,-17.49,-5.43,-13.66,423.84,91612.42,27.36,22.23879634,165.064939,2739.02439,0.26,0.58,0.51,643.87,0.34,172.44,172.43,6.42,3.57,0.56
(주)다원시스,68240,201112,201009,,0,0,0,제조업,1,14.6,10.12,2.7,89.57,39.84,3952.360549,365.0957303,1134.979276,3870.162297,674.02,46.79779965,113.69,3.68,6.34,11.88,3.37,7.06,116.85,3052.35,36.47,52.83712957,93.10870968,534.2064516,0.61,1.4,0.94,59.63,0.7,266.8,261.88,35.12,17.43,0.95
(주)다원시스,68240,201212,201009,,0,0,0,제조업,1,17.49,13.36,2.85,88.25,46.78,4758.229913,547.3388265,188.2690637,4324.594257,771.49,51.66545647,93.55,3.51,16.35,20.94,7.9,13.9,136.84,2703.94,36.31,49.12995497,108.7958491,527.1006289,0.57,1.13,0.9,39.98,0.61,163.62,159.2,8.65,20.64,0.92
(주)다원시스,68240,201312,201009,,0,0,0,제조업,1,15.06,11.76,1.05,87.88,47.93,4713.366428,517.1199314,535.5110729,4818.202146,876.25,59.70318771,67.5,7.05,10.89,14.19,4.39,7.52,126.44,2935.03,30.27,44.50523551,91.47364706,517.3823529,0.6,1.35,1.05,51.95,0.7,268.94,265.43,16.6,17.68,1.07
(주)다원시스,68240,201412,201009,,0,0,0,제조업,1,10.99,9.33,0.03,86.65,47.56,4409.319688,499.2881715,1426.986461,5251.742054,963.56,51.7834312,93.11,16.44,28.93,37.99,13.95,28.6,45.79,1937.25,31.8,45.54846703,92.84242938,679.2090395,0.43,0.89,0.8,36.14,0.55,221.27,216.39,27.2,13.7,0.81
(주)다원시스,68240,201512,201009,,0,0,0,제조업,1,8.11,8.83,0.77,86.9,29.37,4226.08561,520.0907273,-526.5238877,8147.795161,1536.96,66.41742993,50.56,7.13,6.59,8.15,2.21,6.57,42.01,1811.38,33.98,47.85954963,81.83961686,738.2260536,0.42,1.06,0.72,31.69,0.55,404.75,395.41,46.53,11.44,0.74
(주)다원시스,68240,201612,201009,,0,0,0,제조업,1,6.81,5.31,1.77,90.13,32.57,3086.620517,281.4111762,-1019.942115,5694.47259,1040.98,58.43789591,71.12,5.01,-16.61,-21.13,-6.9,-13.66,40.13,917.05,30.32,47.90433534,78.50517986,834.6366906,0.34,0.9,0.58,22.0,0.43,226.94,220.39,27.95,9.45,0.59
(주)다원시스,68240,201712,201009,,0,0,0,제조업,1,5.55,4.08,2.6,94.21,30.92,4587.455018,222.2176995,-770.7394969,7123.800816,1360.99,51.04684606,95.9,2.55,-12.59,-16.61,-6.16,-13.66,35.2,836.97,31.93,53.24897632,109.4313545,947.0432277,0.38,0.82,0.72,15.84,0.47,163.71,154.08,16.61,10.14,0.75
(주)다원시스,68240,201812,201009,,0,0,0,제조업,1,4.59,4.31,3.07,96.1,31.56,4932.65472,231.1466926,696.7579895,7607.278127,1427.6,55.86320027,79.01,1.83,-0.17,-0.23,-0.08,-0.21,28.56,199.04,25.16,40.32035776,95.41725118,799.5379147,0.36,0.78,0.77,3.99,0.49,179.57,119.26,18.36,9.07,0.96
(주)다원시스,68240,201912,201009,,0,0,0,제조업,1,4.02,2.09,1.86,97.4,33.52,6500.662275,157.7207091,5172.522628,8034.810992,1492.68,39.33417873,154.23,1.89,24.23,61.85,14.7,28.6,50.35,279.81,26.63,51.32708098,92.77043137,1017.343137,0.39,0.73,0.79,3.53,0.45,113.43,95.23,49.0,8.7,1.03
(주)다원시스,68240,202012,201009,,0,0,0,제조업,1,7.57,6.86,1.11,96.58,36.33,9161.466867,543.9635164,459.5895266,8345.462733,1583.56,36.39599784,174.76,4.49,19.51,52.37,12.41,28.6,36.91,116.93,25.9,49.94341856,95.75550173,1025.906574,0.43,0.69,0.79,6.18,0.42,111.04,99.62,28.03,10.5,0.91
(주)다이나믹디자인,145210,201512,201503,,0,0,0,제조업,1,7.52,1.03,1.58,98.96,51.51,19172.11705,114.7707917,1110.393313,14660.88344,2754.5,51.10946979,95.66,2.92,10.92,14.04,5.34,7.86,47.24,98.91,29.06,70.79087558,126.4573333,1884.506667,0.66,1.25,1.83,8.1,0.81,85.22,64.24,7.1,19.72,2.37
(주)다이나믹디자인,145210,201612,201503,,0,0,0,제조업,1,3.94,-13.63,0.0,105.23,0.0,17191.84053,-1567.649697,1062.385042,10072.92992,1697.35,36.48377437,174.09,0.736666667,6.95,10.55,4.42,6.32,-8.14,0.0,-5.57,0.0,-75.62221774,1807.529851,0.65,1.17,1.78,8.04,0.75,60.83,49.09,8.84,-3.59,2.29
(주)다이나믹디자인,145210,201712,201503,,1,0,1,제조업,1,-4.83,-39.04,2.41,118.98,90.82,5894.67809,-1202.570266,-0.932489566,1168.704571,397.42,28.15639139,255.16,-0.96,3.62,5.19,2.6,3.81,17.23,44.66,12.6,170.9206997,-75.62221774,335.6387833,0.62,0.92,1.76,8.83,0.64,52.15,41.37,4.1,8.59,2.2
(주)다함이텍,9280,201112,198809,41380.0,0,0,0,"전문, 과학 및 기술 서비스업",0,0.37,4.5,-2.91,71.93,81.99,2550.210925,3309.908985,-1992.098136,74971.9114,1433.58,92.00529945,8.48,5.43,-19.54,-40.41,-8.35,-13.66,64.91,192.5,30.2,42.95126902,685.3952381,12986.62694,0.26,0.58,0.51,2.73,0.34,1062.09,940.6,305.29,0.96,0.56
(주)다함이텍,9280,201212,198809,41380.0,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.99,-2.65,5.3,128.63,82.21,3141.209078,-2238.020276,-1992.098136,75268.66346,1380.05,51.06328266,95.84,-0.16,-19.54,-40.41,-8.35,-13.66,15.09,30.66,5.35,161.5413776,-75.62221774,12986.62694,0.26,0.58,0.51,3.22,0.34,51.15,47.28,34.0,0.12,0.56
