,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당순이익,1주당 CASH FLOW,이자보상배율,CASH FLOW 대 부채비율,설비투자효율,부가가치율,종업원1인당부가가치율_계산,재고자산회전률
3576,팜젠사이언스(주),4720,201212,199006,,1,0,1,제조업,1,-0.49077151,39.79496621,38.58694835,8.525778939,11.11,-29.05426135,-17.58,2.9,-69.3,-68.99121063,-51.49731293,-5.58,-19.99,104.83,24.66,39.15352632,5.3
3577,팬오션(주),28670,201212,200709,,1,0,1,운수 및 창고업,0,1.906617148,-945.0634599,-26.75717682,-5.648075779,11.45,-358.1124348,-8.62,2.31,44.93,-2136.550778,-366.1885732,-1.57,-2.37,-0.6,-0.51,-27.82620321,70.18
3578,퍼스텍(주),10820,201212,198905,,0,0,0,제조업,1,13.49325337,-5.773581377,0.04940299,8.96927926,0.28,-23.92159576,2.83,0.57,23.76,55.3708085,264.9349811,2.7,13.43,65.98,34.0,80.43002841,4.79
3579,펌텍코리아(주),251970,201912,201907,,0,0,0,제조업,1,78.45578966,10.19216681,95.66329653,16.08645529,0.0,9.471526085,13.05,-0.24,66.15,1846.225323,2024.358065,30.87,20.09,62.7,36.66,80.89853577,24.6
3580,페이퍼코리아(주),1020,201212,197605,,0,0,0,제조업,1,3.949485373,767.8950912,3.862566601,3.385882876,-8.66,174.3415233,1.26,6.06,14.93,31.3627481,116.7756559,1.07,-3.18,23.91,26.51,285.0632701,6.5
3581,평화산업(주),90080,201212,200606,,0,0,0,제조업,1,4.240904769,-114.5427514,-12.13955828,18.37150928,-0.73,112.9915147,-1.78,0.68,-1.73,-142.7743125,315.7486875,1.68,9.67,209.8,12.74,55.69132353,26.18
3582,평화홀딩스(주),10770,201212,198603,,1,0,1,제조업,1,-5.984796396,71.14874761,-1.193387317,5.921654945,-5.56,643.2236429,-0.63,2.92,55.29,-244.5267043,1670.055846,0.53,1.97,76.9,22.0,57.95215686,13.57
3583,포스코스틸리온(주),58430,201212,200208,,1,0,1,제조업,1,-10.07927666,-91.98310524,-22.07004941,-10.73854365,-4.8,93.64477112,-5.56,0.57,32.8,-2136.550778,432.6831667,-0.29,-1.5,17.15,3.74,89.32929972,8.37
3584,포스코홀딩스(주),5490,201212,198806,,0,0,0,제조업,1,1.093005579,-35.77212572,4.172603499,-7.738138738,0.4,-32.45119684,3.75,0.74,7.28,15144.68944,26708.71309,4.19,12.23,35.68,14.61,362.8193741,5.56
3585,포스코홀딩스(주),5490,201812,198806,,0,0,0,제조업,1,-0.98284627,-36.3684537,-1.484193377,7.126651913,0.56,19.92209355,2.91,0.52,4.62,15144.68944,26708.71309,7.48,18.22,37.49,16.64,355.4240064,6.06
3586,포스코홀딩스(주),5490,201912,198806,,0,0,0,제조업,1,1.035672691,4.786983081,2.213785057,-0.940213178,2.44,-30.19783523,3.08,0.51,3.51,15144.68944,26708.71309,5.12,18.99,38.07,16.56,319.9873015,5.74
3587,풍국주정공업(주),23900,201212,199411,,0,0,0,제조업,1,5.243102623,-27.51167944,4.392325764,14.0603712,4.44,-28.15185679,6.26,0.2,4.68,684.5607143,1170.620119,21.82,36.9,31.39,13.89,192.2834043,11.49
3588,풍국주정공업(주),23900,201812,199411,,0,0,0,제조업,1,6.915665177,-21.60485408,7.869497296,11.99290177,13.16,18.69559124,9.48,-0.51,7.79,906.4199206,982.244127,25.42,39.73,55.25,24.67,335.9606977,23.6
3589,풍국주정공업(주),23900,201912,199411,,0,0,0,제조업,1,3.447596516,-20.2394279,4.662914189,0.811733591,2.33,-21.63250942,7.5,-0.37,4.87,722.9657143,1376.760079,21.48,45.6,42.84,24.76,290.0702273,16.96
3590,피씨엘(주),241820,201812,201702,,0,1,1,제조업,1,-20.81814264,-49.15755674,-27.0911252,-35.1056083,40.0,-46.88459754,-33.34,-3.03,-80.37,-645.4681963,-655.0685123,-17.38,-19.99,-17.08,-5.79,-53.85938776,14.54
3591,피앤씨테크(주),237750,201812,201607,,0,0,0,제조업,1,1.70279955,-38.68094193,4.317475898,-23.64978572,11.94,-61.98575226,10.23,-2.01,50.08,358.558015,-153.7661238,60.71,23.62,32.39,30.15,91.55586667,4.28
3592,피앤씨테크(주),237750,201912,201607,,0,0,0,제조업,1,4.682387507,19.32147567,3.412783554,-6.030531894,1.33,24.92801285,12.99,-2.16,52.96,427.8367146,692.0994058,79.05,20.27,37.51,36.61,103.1003947,3.45
3593,피에스케이홀딩스(주),31980,201212,199701,,0,0,0,제조업,1,10.86101409,735.278644,7.566399624,-7.417005513,11.76,100.8446127,13.7,-2.24,71.67,582.0543193,767.7022526,3087.84,50.05,98.29,25.18,113.3186184,4.18
3594,피에스케이홀딩스(주),31980,201812,199701,,0,0,0,제조업,1,15.59211741,35.69225651,18.9567603,19.35123263,14.98,17.17474278,16.28,-0.71,83.36,2632.437067,2042.36498,1360.727143,61.71,233.46,32.63,303.0418567,6.12
3595,피에스케이홀딩스(주),31980,201912,199701,,0,0,0,제조업,1,-20.81814264,-84.31580271,-27.0911252,-35.1056083,-27.47,-97.83608742,19.95,-1.01,91.63,1508.006346,-639.1406292,57.15,117.39,58.83,19.44,197.22625,1.29
3596,피에스텍(주),2230,201212,199101,,0,0,0,제조업,1,10.51775985,8.278516656,10.9217624,-33.74017727,8.54,-122.2712382,24.25,-2.1,75.11,555.2253649,24.53100175,-1.31,6.56,439.21,56.3,56.62314607,7.99
3597,피에스텍(주),2230,201812,199101,,0,0,0,제조업,1,2.104667283,-102.7692448,-0.713504141,-12.9628295,12.21,-115.780772,-0.51,-2.78,75.61,-15.9441825,161.4978777,-7.76,19.63,43.28,9.04,58.72176871,6.07
3598,피에스텍(주),2230,201912,199101,,1,0,1,제조업,1,2.64815123,112.3794317,-0.041845261,-17.81133525,-10.2,-35.81421709,5.0,-1.78,76.26,128.7957549,-29.04489003,-7.32,5.13,69.19,22.94,87.15613636,7.65
3599,피에이치에이(주),43370,201212,200112,,0,0,0,제조업,1,12.31754585,-15.0108578,11.06862147,27.15145636,3.05,1.194491474,4.23,0.37,14.13,1776.66819,2010.705095,13.06,15.74,85.59,19.17,136.0331361,10.01
3600,피에이치에이(주),43370,201812,200112,,0,0,0,제조업,1,1.285730102,-39.83967977,7.21420705,1.205763398,6.49,-23.31447916,4.2,0.07,25.16,2134.870667,1276.181095,6.29,9.32,85.21,21.4,216.4080194,7.87
3601,피에이치에이(주),43370,201912,200112,,0,0,0,제조업,1,1.401804284,-29.46587999,6.150307311,2.051775222,-10.25,-19.40768236,2.91,0.03,12.46,1505.812238,2073.177571,5.29,10.22,67.93,19.91,167.7313272,7.29
3602,하나마이크론(주),67310,201212,200510,,0,0,0,제조업,1,2.090893781,-213.9780732,-7.592228404,-12.13781376,-13.2,-150.7685343,-3.86,2.35,28.23,-446.1411275,333.0036424,-1.05,12.67,32.64,26.4,59.45257689,14.57
3603,하나마이크론(주),67310,201812,200510,,0,0,0,제조업,1,18.22118866,107.4504286,18.9655901,31.20036571,-9.45,30.13138814,4.51,2.4,10.27,952.4639287,1975.690892,4.41,10.45,49.2,35.56,96.44197484,6.73
3604,하나마이크론(주),67310,201912,200510,,0,0,0,제조업,1,16.829236,-32.9885421,14.64693889,3.802308815,8.68,-15.29110149,2.91,2.86,11.83,524.1459602,2598.761413,3.01,12.42,39.09,33.86,94.6991088,6.73
3605,하나머티리얼즈(주),166090,201812,201704,,0,0,0,제조업,1,78.45578966,86.37566326,39.86480031,70.59056991,41.55,110.7824831,20.65,0.47,67.23,1886.182554,2304.864201,57.39,29.17,81.92,51.69,171.8639394,9.2
3606,하나머티리얼즈(주),166090,201912,201704,,0,0,0,제조업,1,18.59936437,-23.7099063,21.54501303,-11.81115971,3.22,-17.57734813,17.86,1.91,70.45,1408.82399,2054.749992,13.58,28.27,45.85,57.96,164.6651376,6.04
3607,하나제약(주),293480,201812,201810,,0,0,0,제조업,1,71.23160909,7.680646334,95.66329653,9.690221289,0.0,5.115569253,17.12,-0.05,44.34,1615.374938,1702.874321,112.25,71.6,168.99,50.74,131.651545,7.41
3608,하나제약(주),293480,201912,201810,,0,0,0,제조업,1,8.521393799,8.157151453,7.276982469,8.842491467,3.74,0.010586054,17.01,-1.21,51.7,1747.143519,1957.846728,604.88,69.44,183.26,50.85,138.4376105,6.8
3609,하이록코리아(주),13030,201212,198912,,0,0,0,제조업,1,10.83130642,19.30742309,17.26513142,28.37505795,3.29,30.73632456,15.7,0.28,78.22,2167.497256,1875.266505,30.23,23.81,96.04,37.21,124.7424532,3.09
3610,하이록코리아(주),13030,201812,198912,,0,0,0,제조업,1,-2.139102634,-48.33617143,2.288321895,-31.98280414,-2.53,-69.4599816,9.82,-1.75,88.99,896.5305961,701.2330356,28.17,89.36,73.07,49.56,97.28341373,2.14
3611,하이록코리아(주),13030,201912,198912,,0,0,0,제조업,1,2.688916391,11.41213956,1.868157982,14.36105032,-1.67,37.55494542,9.57,-1.66,89.19,998.8439189,1699.721124,248.38,50.66,80.17,46.25,106.0710189,2.12
3612,하이즈항공(주),221840,201812,201511,,0,0,0,제조업,1,-0.254397758,-10.16810427,1.194546916,15.69914443,-4.57,-38.60338377,1.24,0.96,11.11,36.15862124,47.35901283,0.97,2.45,45.72,62.63,56.98058511,6.88
3613,하이즈항공(주),221840,201912,201511,,0,0,0,제조업,1,5.191875455,479.0805618,3.595431238,42.52671849,-10.46,213.6969512,5.03,0.82,14.15,209.387547,382.2327739,2.96,6.38,50.75,47.97,66.26659406,9.1
3614,하이트진로(주),80,201212,200910,,0,0,0,제조업,1,-1.528471908,47.39812392,-0.996841634,48.11666598,1.38,22.21614349,5.09,3.36,29.88,1466.257719,1483.91628,2.35,8.04,31.15,33.35,179.449173,13.79
3615,하이트진로(주),80,201812,200910,,0,0,0,제조업,1,-2.265150453,74.87761038,-4.528157544,-0.226683097,3.14,3.658846056,1.18,1.99,28.94,312.5135211,1978.044491,2.28,10.72,29.11,31.44,178.6194518,12.41
3616,하이트진로(주),80,201912,200910,,0,0,0,제조업,1,-4.588019997,-290.3478766,-11.11363245,7.925105475,-0.39,-2.427541391,-2.08,2.19,19.59,-594.8628514,396.4133861,1.91,3.78,23.48,23.45,142.177027,11.86
3617,하이트진로홀딩스(주),140,201212,197309,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.75122743,52.6712506,-0.900435354,-1.446947741,12.5,-17.80109007,3.04,5.54,20.64,2673.913566,2061.897893,1.53,4.92,29.78,33.78,686.434,13.44
3618,하이트진로홀딩스(주),140,201812,197309,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.725912333,188.1320753,-3.452274134,-0.243056717,46.15,3.41275794,0.46,3.1,0.89,364.9436228,5259.798945,1.71,7.89,29.65,32.16,686.434,12.4
3619,하이트진로홀딩스(주),140,201912,197309,,0,0,0,"전문, 과학 및 기술 서비스업",0,-3.824795653,-564.4436163,-10.3325731,7.975156244,0.0,-2.480625484,-1.98,3.23,0.88,-1694.957359,573.8698325,1.5,2.42,31.76,31.88,686.434,11.86
3620,한국가스공사(주),36460,201212,199912,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,12.80520956,107.2300117,4.041141924,22.94424429,6.54,24.40082817,1.03,2.4,6.32,4684.588115,5219.403448,1.48,-0.1,17.53,8.03,686.434,13.33
3621,한국가스공사(주),36460,201812,199912,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,6.866695271,326.2453986,4.392534245,18.09794731,10.07,23.49486963,2.01,2.84,4.26,5706.071778,618.4014927,1.63,4.11,17.12,14.62,569.8456318,11.12
3622,한국가스공사(주),36460,201912,199912,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-0.951977713,-88.93787396,-4.135847186,-4.59192823,3.2,4.515416395,0.23,3.09,0.93,631.2128519,21512.02977,1.66,3.28,14.28,13.37,534.7630807,8.59
3623,한국공항(주),5430,201212,197612,,0,0,0,운수 및 창고업,0,-5.746181358,767.8950912,-12.77025238,1.104036179,1.7,-32.08735825,0.34,0.1,0.93,452.8187774,4952.606704,6.74,12.71,156.0,44.6,62.16161871,62.96
3624,한국공항(주),5430,201812,197612,,0,0,0,운수 및 창고업,0,1.927083478,-15.81711651,1.053339822,8.37759766,2.87,-8.58197583,3.58,-0.39,3.12,5948.843386,3700.94604,3087.84,29.03,170.35,56.18,83.57137557,119.08
3625,한국공항(주),5430,201912,197612,,0,0,0,운수 및 창고업,0,9.497731356,-13.66012163,1.227056616,0.548378654,0.33,-10.74716158,3.07,-0.15,2.31,5136.224144,12494.51025,13.53,18.1,179.17,56.88,82.53196662,98.7
3626,한국기업평가(주),34950,201812,200202,,0,0,0,임대업,1,2.397100596,4.693269121,-0.158275849,7.177688137,-1.2,5.571524404,24.04,-2.38,35.43,4456.284024,5009.511258,3087.84,80.88,1450.53,64.5,253.8759756,0.0
3627,한국기업평가(주),34950,201912,200202,,0,0,0,임대업,1,22.65030331,22.34978368,21.25893559,10.21413634,3.66,24.71216088,24.25,-2.39,44.95,5452.253864,7123.715068,622.27,76.7,1874.95,64.5,273.6951176,0.0
3628,한국내화(주),10040,201212,200010,,0,0,0,제조업,1,-2.540341416,-17.32587999,26.69684526,8.070607581,8.11,-31.36709723,4.29,1.44,56.41,473.678154,852.7315345,3.98,33.99,56.95,17.04,82.68278846,7.53
3629,한국내화(주),10040,201812,200010,,0,0,0,제조업,1,-5.049930257,-38.59144953,5.077244594,-11.38051303,-2.17,6.292977001,2.98,0.65,68.0,312.7496979,976.3237092,7.27,9.45,69.55,21.22,80.46993671,5.22
3630,한국내화(주),10040,201912,200010,,0,0,0,제조업,1,2.299262173,-40.05781897,8.529966693,-6.585905212,-3.01,-21.65803416,1.91,0.52,64.47,187.4689901,270.8209702,7.19,20.73,65.94,21.87,79.86727569,5.39
3631,한국단자공업(주),25540,201212,199610,,0,0,0,제조업,1,4.432901486,-18.41628677,9.915011226,5.2644258,11.34,15.03370901,6.19,-0.43,90.35,2871.541239,4688.866155,134.19,52.67,51.58,22.2,105.318836,8.46
3632,한국단자공업(주),25540,201812,199610,,0,0,0,제조업,1,-1.672282192,-20.50174668,2.270138646,0.260128603,3.51,-30.15674364,5.31,-0.41,91.63,3802.641287,5088.721459,254.61,38.23,64.19,30.09,135.061326,7.95
3633,한국단자공업(주),25540,201912,199610,,0,0,0,제조업,1,2.91296699,-19.53331627,2.792239883,3.450107939,-2.68,-27.45449456,4.13,-0.43,91.63,3059.859337,5940.763514,116.71,32.74,64.46,30.15,139.1369749,7.69
3634,한국맥널티(주),222980,201812,201512,,0,0,0,제조업,1,9.213463817,-43.23513699,6.635490297,0.952913398,-1.33,-63.47290151,2.16,0.19,67.44,143.9513568,252.9638191,3.94,13.18,34.37,26.1,56.53351351,7.47
3635,한국맥널티(주),222980,201912,201512,,0,0,0,제조업,1,19.36130893,-208.4012187,0.795817889,28.96886704,2.03,182.7597778,-1.81,0.96,63.32,-78.02251256,438.9698492,3.83,12.48,34.68,21.67,54.04178808,7.8
3636,한국석유공업(주),4090,201212,197706,,0,0,0,제조업,1,-8.650993845,15.02013273,3.244858081,-5.249144339,-4.48,-17.0548009,1.02,1.03,3.77,5762.79304,18597.91209,1.91,-0.31,20.9,6.55,123.7704688,31.71
3637,한국석유공업(주),4090,201812,197706,,0,0,0,제조업,1,7.884926677,-56.43554746,0.652354008,13.38283501,7.59,-41.69399703,0.89,0.47,3.79,6562.469475,-1855.01,3.53,-0.85,25.64,7.06,128.1749412,21.78
3638,한국석유공업(주),4090,201912,197706,,0,0,0,제조업,1,-4.703433728,-278.5412107,-6.087671432,0.8494572,0.59,-25.81914571,-1.58,0.53,0.73,-2136.550778,26708.71309,2.15,4.09,27.3,5.88,85.50192982,25.47
3639,한국선재(주),25550,201212,199506,,0,0,0,제조업,1,-11.60867435,-52.6272539,14.47963281,-14.48345561,2.68,-64.81088057,2.7,1.75,56.46,229.4860226,1476.43191,1.49,37.49,42.49,11.99,102.2923478,4.78
3640,한국선재(주),25550,201812,199506,,0,0,0,제조업,1,28.63960538,73.51424436,6.216468594,15.6124309,-0.54,5.667527096,3.54,1.37,60.97,277.8357976,204.6791049,2.61,0.43,28.94,15.49,123.29625,3.58
3641,한국선재(주),25550,201912,199506,,0,0,0,제조업,1,-2.378580759,-54.68013374,1.868658224,-3.733640328,3.26,-7.367209443,1.66,2.03,61.22,125.9148119,92.10609269,1.77,2.64,28.9,16.01,99.53184211,3.31
3642,한국수출포장공업(주),2200,201212,197406,,0,0,0,제조업,1,-6.284319241,203.2800225,12.79667212,4.84924293,6.86,204.1950067,9.98,0.4,12.69,6492.32075,13667.4395,32.49,53.63,30.97,23.25,197.5070608,15.29
3643,한국수출포장공업(주),2200,201812,197406,,0,0,0,제조업,1,-0.096943755,130.4897823,6.938508556,14.65624067,36.42,129.8189729,6.17,0.16,7.49,4323.145,10500.69375,40.0,25.61,29.11,21.75,140.9542961,14.57
3644,한국수출포장공업(주),2200,201912,197406,,0,0,0,제조업,1,3.09800428,4.209412361,6.809669525,-3.083316492,-0.97,-16.46530128,6.64,-0.03,7.35,4505.124,8055.08975,97.0,61.53,28.06,21.13,133.8884069,15.12
3645,한국쉘석유(주),2960,201212,198808,,0,0,0,제조업,1,-2.072419224,19.35013649,11.2365111,-5.804659378,1.67,13.90246442,11.19,-0.23,82.18,15144.68944,26708.71309,2977.425,78.86,466.67,18.7,426.7420492,8.53
3646,한국쉘석유(주),2960,201812,198808,,0,0,0,제조업,1,10.42578729,2.95777124,0.109135502,4.378055917,5.41,3.273923571,11.36,-0.34,84.26,15144.68944,22979.94077,2977.425,54.98,243.63,20.53,385.6824786,8.76
3647,한국쉘석유(주),2960,201912,198808,,0,0,0,제조업,1,-2.410167143,-15.76004406,-1.638917378,-3.598793327,-2.56,-17.23968278,9.93,-0.35,83.95,15144.68944,19853.80769,2604.97,64.46,191.55,20.04,372.3534211,8.99
3648,한국알콜산업(주),17890,201212,199208,,0,0,0,제조업,1,-5.860413288,-24.54136718,2.425264263,2.496704251,-4.11,-56.44726453,3.61,0.56,85.62,346.5335633,705.8276589,3.6,26.86,99.47,13.78,180.0067857,4.74
3649,한국알콜산업(주),17890,201812,199208,,0,0,0,제조업,1,14.56777588,42.43324655,16.20365082,20.51653457,-1.96,65.77730023,11.2,0.21,85.09,1327.144197,1233.325372,19.85,19.32,111.67,25.9,363.8891333,14.36
3650,한국알콜산업(주),17890,201912,199208,,0,0,0,제조업,1,16.08996429,11.77904314,13.70405946,13.85016815,4.67,16.12202917,11.0,0.25,87.31,1483.469084,660.5474651,18.67,19.93,97.86,25.31,340.2692994,13.85
3651,한국앤컴퍼니(주),240,201212,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,-20.81814264,767.8950912,-27.0911252,-35.1056083,-27.47,-97.59744896,24.25,-3.03,0.0,15144.68944,11279.87845,231.97,117.39,-9.79,-5.79,-19.51572368,0.16
3652,한국앤컴퍼니(주),240,201812,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,7.565869392,22.01296091,8.002541536,2.801860003,-27.47,6.09032728,24.25,-0.6,7.15,2347.400536,654.3813566,129.42,34.97,220.2,39.03,686.434,12.96
3653,한국앤컴퍼니(주),240,201912,196812,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.101123914,-25.21784053,4.409933416,-0.040984494,46.15,-19.1927837,19.26,-0.41,8.05,1755.436813,1019.425582,53.22,34.07,188.76,38.78,686.434,9.26
3654,한국유나이티드제약(주),33270,201212,200710,,0,0,0,제조업,1,10.28414514,-18.94794244,18.07674121,-7.303526314,-0.3,-15.97891571,12.14,-0.03,73.13,1057.184265,1435.016278,21.73,46.06,113.43,44.2,90.41438729,5.11
3655,한국유나이티드제약(주),33270,201812,200710,,0,0,0,제조업,1,13.60368747,13.6694075,13.28862232,7.568784364,0.12,19.0229535,14.94,-0.16,91.63,1954.206068,2274.433555,62.36,43.92,122.45,50.72,128.8985731,5.78
3656,한국유나이티드제약(주),33270,201912,200710,,0,0,0,제조업,1,9.699827638,-2.388514534,11.64937605,4.423677804,4.68,-8.665103972,13.97,-0.3,91.63,1904.650384,2350.569271,49.1,49.26,106.41,48.03,121.7471707,5.56
3657,한국유니온제약(주),80720,201812,201807,,0,0,0,제조업,1,42.79673541,88.55499468,95.66329653,7.50547451,0.0,-1.141585838,10.66,1.22,44.54,987.2123174,-691.8794362,10.85,-14.65,143.88,37.74,96.83830189,5.6
3658,한국유니온제약(주),80720,201912,201807,,0,0,0,제조업,1,12.51584058,-92.94540901,0.409528077,-6.216230407,-10.38,-89.81350355,0.8,1.13,45.04,69.64379118,-551.3792302,1.24,-9.56,41.34,26.68,70.95221053,4.94
3659,한국유리공업(주),2000,201212,196906,43447.0,0,0,0,제조업,1,-14.57731638,-293.9152572,-12.9120587,-24.36424401,-15.15,-262.3080459,-17.64,-0.02,-1.06,-2136.550778,-1415.288653,-17.38,3.52,4.74,3.46,-72.76880952,4.36
3660,한국전력기술(주),52690,201212,200912,,0,0,0,"전문, 과학 및 기술 서비스업",0,16.48735336,15.6900353,12.20659435,18.42977354,2.25,6.551645845,17.1,-1.77,30.16,3514.141366,2473.18001,1069.67,32.9,921.83,45.65,161.3362888,711.59
3661,한국전자금융(주),63570,201212,200607,,0,0,0,임대업,1,5.380728101,-33.61712372,3.660796664,8.695481408,10.63,-15.26122181,2.68,1.11,50.13,144.8774615,750.1758846,3.87,33.77,16.96,4.95,12.38428835,78.74
3662,한국전자금융(주),63570,201812,200607,,0,0,0,임대업,1,7.75418528,-25.23678599,5.013392421,22.14525334,30.37,18.31553781,4.17,2.01,60.38,354.571998,571.792632,3.93,11.96,173.88,48.84,178.8483694,97.71
3663,한국전자금융(주),63570,201912,200607,,0,0,0,임대업,1,10.94282924,-76.95348696,-1.675058726,-3.922005107,-13.64,-35.65570252,1.0,2.68,60.15,82.90820988,1511.349569,1.96,12.16,151.12,51.13,205.0468015,89.66
3664,한국전자인증(주),41460,201212,201011,,0,0,0,정보통신업,0,6.478659002,2.610641344,8.308938018,15.56221899,-8.57,9.338218407,18.31,-2.92,45.9,185.8982577,243.0303595,3087.84,44.24,594.38,19.14,36.17921875,161.08
3665,한국전자인증(주),41460,201812,201011,,0,0,0,정보통신업,0,8.769565337,-19.02303289,5.386015068,-0.582746392,2.2,-29.26257647,10.3,-0.95,71.89,127.5431866,119.2483017,3087.84,20.18,1874.95,41.67,106.2152688,122.08
3666,한국전자인증(주),41460,201912,201011,,0,0,0,정보통신업,0,9.173179508,-42.20000066,15.78011424,7.908357436,5.38,-35.44711853,5.52,-1.36,63.34,73.71996103,91.80349228,191.46,13.39,1874.95,36.22,94.25112245,111.61
3667,한국정밀기계(주),101680,201212,200905,,0,1,1,제조업,1,-5.117166011,-72.22965401,2.359262315,-31.92305863,-1.81,-98.80069436,2.23,-1.27,61.2,266.1377915,-1855.01,0.13,-9.38,121.68,22.15,51.03622989,1.05
3668,한국정보공학(주),39740,201212,200007,,0,0,0,도매 및 소매업,1,10.82566672,767.8950912,-1.370340964,5.456164231,14.13,258.0641862,0.14,0.57,16.1,30.84407021,708.6473768,0.74,3.98,300.6,7.68,48.804,13.23
3669,한국정보인증(주),53300,201812,201402,,0,0,0,정보통신업,0,7.754052877,42.45545356,7.92710507,7.716605561,-8.57,10.83392798,20.18,-2.9,47.94,251.9103802,325.769838,424.76,47.68,254.46,45.16,257.9257813,711.59
3670,한국정보인증(주),53300,201912,201402,,0,0,0,정보통신업,0,8.523954505,-9.050825096,6.604317211,9.492471462,25.0,2.880355128,16.76,-3.03,50.19,229.1104123,345.6099791,418.34,43.66,248.79,42.21,217.03175,711.59
3671,한국정보통신(주),25770,201212,199801,,0,0,0,정보통신업,0,11.11026478,-15.17717683,13.80913639,17.00789478,9.76,19.13024744,4.53,0.24,41.35,215.0532107,628.6485343,14.23,42.54,142.79,24.04,245.4688889,196.86
3672,한국정보통신(주),25770,201812,199801,,0,0,0,정보통신업,0,8.941768735,0.183415797,10.25467869,17.77346749,-0.4,-11.18008632,5.63,-0.12,86.57,643.1754643,419.571737,149.12,37.24,554.72,19.15,339.02583,147.78
3673,한국정보통신(주),25770,201912,199801,,0,0,0,정보통신업,0,22.52109601,-1.746576709,9.591999137,12.45194966,0.0,2.03380048,4.92,-0.08,86.53,645.2133326,1480.578571,80.08,23.98,789.45,15.93,304.8762753,94.83
3674,한국제지(주),2300,201212,197106,44025.0,0,0,0,제조업,1,-3.207729786,44.2001417,1.582027547,-0.187509355,1.42,16.53212381,1.76,-0.12,1.89,2235.733471,2834.834281,4.42,28.58,17.75,9.38,119.6629459,12.14
3675,한국제지(주),2300,201812,197106,44025.0,0,0,0,제조업,1,-1.71212128,-512.3476526,-6.550614967,6.714779816,2.94,-248.7484549,-4.56,0.68,0.18,-2136.550778,-1855.01,-2.65,-5.81,13.18,5.94,34.55304762,4.66
3676,한국제지(주),2300,201912,197106,44025.0,0,0,0,제조업,1,12.19595729,38.48465964,0.133631434,-0.942939358,-2.67,509.7344574,-2.83,0.71,-5.31,-2136.550778,13767.55268,0.62,4.93,18.08,9.63,77.78913894,4.63
3677,한국조선해양(주),9540,201212,199908,,0,0,0,제조업,1,0.555827061,-62.79854665,3.107482384,2.349648981,5.24,-56.05644948,1.86,0.3,7.7,13428.92379,-1855.01,5.08,-4.84,38.69,10.64,154.8528208,8.68
3678,한국조선해양(주),9540,201812,199908,,0,0,0,제조업,1,-18.67531715,-116.8431614,5.972543821,-15.1850105,-10.42,-358.1124348,-3.46,0.44,0.0,-2136.550778,1787.67911,-3.77,3.1,13.68,10.55,52.28653906,14.15
3679,한국조선해양(주),9540,201912,199908,,0,0,0,제조업,1,1.316115475,312.8814936,-1.408349675,15.72163915,-27.47,280.0752351,1.4,0.47,5.75,3010.763381,-1855.01,1.75,-5.51,23.85,15.39,686.434,13.05
3680,한국주강(주),25890,201212,199707,,0,0,0,제조업,1,-8.931224113,195.1073906,-3.378120501,5.472732074,-4.31,-86.39835965,10.09,-3.03,76.98,418.0437463,200.3401814,3.98,55.4,139.2,27.87,117.6307207,6.73
3681,한국주강(주),25890,201812,199707,,1,0,1,제조업,1,-20.81814264,-114.1660154,-19.84631383,30.801791,-27.47,-324.9429288,-25.86,0.71,80.1,-894.8425357,-269.0681149,-17.38,-19.54,2.66,2.77,24.59909091,6.85
3682,한국지역난방공사,71320,201212,201001,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,6.779414359,105.326312,10.34492915,31.65890224,6.8,227.8676323,5.16,3.13,9.75,12525.81653,26708.71309,2.55,8.97,15.03,19.95,392.7561124,47.34
3683,한국지역난방공사,71320,201812,201001,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-1.111444719,-424.1696755,-14.73330441,35.59203957,10.6,-87.87816776,-9.11,2.14,-15.06,-2136.550778,26708.71309,0.25,9.33,3.37,6.17,75.74702716,75.2
3684,한국지역난방공사,71320,201912,201001,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,4.146618584,88.70764998,-1.971531519,-4.801306889,5.78,190.6940239,-1.08,2.3,-17.3,-2136.550778,16304.27454,0.69,6.55,9.54,18.58,198.3055649,69.81
3685,한국철강(주),104700,201212,200809,,0,0,0,제조업,1,-7.717060674,281.2800437,1.008814398,-3.288397101,-7.15,374.9824784,1.87,-0.37,10.38,2007.094137,3723.592508,16.07,15.91,25.39,11.35,162.8806395,7.0
3686,한국철강(주),104700,201812,200809,,0,0,0,제조업,1,2.613785633,456.3314406,-0.143455343,5.223645757,-4.01,-44.87441123,1.57,-0.56,15.4,264.3411292,1055.104625,3087.84,37.23,31.83,10.91,161.0014801,9.42
