,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,매출액증가율,종업원수증가율,매출액정상영업이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,자기자본구성비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
6492,(주)트레이스,52290,201312,200105,43384.0,0,0,0,제조업,1,-3.076030604,78.86048251,-36.14,-8.77,-6.3,-16.51,5.17,122.45,34.25760027,-8.47,-1.2,0.68
6493,(주)트레이스,52290,201412,200105,43384.0,0,0,0,제조업,1,2.566870581,-42.51133282,-34.91,-49.65,-20.58,-60.69,11.73,149.5,33.58093037,-5.11,-7.24,0.42
6494,(주)트레이스,52290,201512,200105,43384.0,0,0,0,제조업,1,-13.00169203,11.81674655,-20.29,-24.68,-12.08,-30.47,5.0,136.4,46.64616135,-7.71,-5.89,0.56
6495,(주)트레이스,52290,201612,200105,43384.0,0,1,1,제조업,1,-2.613649638,-58.37440863,-58.18,-6.54,-1.45,-2.77,9.02,140.8,58.07791496,-14.29,1.0,0.26
6496,(주)트루윈,105550,201412,201407,,0,0,0,제조업,1,20.27572113,-29.11743104,0.0,8.24,6.13,13.51,1.72,93.56,59.52076178,16.7,21.56,0.87
6497,(주)트루윈,105550,201512,201407,,0,0,0,제조업,1,40.96271389,-11.09406739,11.41,-9.68,-4.87,-9.7,3.25,113.24,43.5244418,6.92,9.1,0.85
6498,(주)트루윈,105550,201612,201407,,1,0,1,제조업,1,3.697570795,3.307267222,7.23,-44.72,-19.49,-55.43,3.23,146.41,27.09344907,-8.03,-5.56,0.67
6499,(주)특수건설,26150,201112,199708,,0,0,0,건설업,1,14.10385289,-3.466677195,0.0,-3.37,-3.07,-4.68,0.6,103.89,61.08686148,1.13,40.61,1.07
6500,(주)특수건설,26150,201212,199708,,1,0,1,건설업,1,14.06493158,28.05877343,4.41,0.36,0.38,0.67,0.79,99.06,53.83031029,-0.21,43.24,1.13
6501,(주)티라유텍,322180,201912,201910,,0,0,0,정보통신업,0,68.84197415,25.33260896,0.0,7.78,6.38,7.81,0.76,93.25,81.74401946,5.54,42.75,1.07
6502,(주)티라유텍,322180,202012,201910,,0,0,0,정보통신업,0,-4.755967693,21.31612464,8.59,-3.84,-3.92,-4.89,-0.21,103.32,78.6006295,2.14,46.71,1.5
6503,(주)티로보틱스,117730,201812,201811,,0,0,0,제조업,1,42.94808916,-5.474798115,0.0,8.48,9.1,17.44,1.01,91.05,52.18339302,7.84,27.52,1.0
6504,(주)티로보틱스,117730,201912,201811,,0,0,0,제조업,1,26.1347785,-22.50484915,-7.14,-7.75,-5.7,-12.75,2.27,107.21,38.79627482,2.37,14.12,0.78
6505,(주)티로보틱스,117730,202012,201811,,0,0,0,제조업,1,-3.009916422,28.71484358,-14.69,5.26,4.53,11.03,2.08,101.97,43.41493533,2.53,16.22,1.0
6506,(주)티비씨,33830,201112,201011,,0,0,0,정보통신업,0,4.365893908,10.11036935,-2.08,10.45,4.02,4.31,-5.79,84.84,91.97008094,6.11,23.76,0.5
6507,(주)티비씨,33830,201212,201011,,0,0,0,정보통신업,0,0.188337161,-1.787504889,-2.84,7.07,2.62,2.81,-5.95,86.47,94.67077136,8.12,23.09,0.49
6508,(주)티비씨,33830,201312,201011,,0,0,0,정보통신업,0,2.191740517,-9.284541616,2.92,5.88,1.95,2.05,-6.3,87.43,95.59631103,7.64,21.89,0.44
6509,(주)티비씨,33830,201412,201011,,0,0,0,정보통신업,0,2.222333049,5.174613732,-2.84,5.94,2.03,2.13,-5.41,88.91,95.19091738,7.02,22.68,0.45
6510,(주)티비씨,33830,201512,201011,,0,0,0,정보통신업,0,3.808592036,16.72432359,0.73,4.86,1.88,2.0,-3.82,90.06,93.08488126,5.55,23.53,0.51
6511,(주)티비씨,33830,201612,201011,,0,0,0,정보통신업,0,2.117660139,-5.588491227,-5.07,4.7,1.67,1.8,-3.29,91.53,92.22525375,3.06,19.99,0.47
6512,(주)티비씨,33830,201712,201011,,0,0,0,정보통신업,0,3.48212007,8.717069922,-4.58,6.34,2.38,2.6,-2.95,91.34,91.21325851,4.34,19.41,0.47
6513,(주)티비씨,33830,201812,201011,,0,0,0,정보통신업,0,2.111533331,-3.796685649,5.6,6.33,2.23,2.44,-3.57,90.66,91.26096898,3.48,19.75,0.43
6514,(주)티비씨,33830,201912,201011,,0,0,0,정보통신업,0,4.232964953,21.355702,-6.82,10.65,4.4,4.83,-3.07,86.64,90.9173404,0.98,21.11,0.51
6515,(주)티비씨,33830,202012,201011,,0,0,0,정보통신업,0,-1.717791118,-28.38699771,0.0,8.26,2.42,2.6,-3.64,87.51,94.724892,3.39,18.61,0.39
6516,(주)티비에이치글로벌,84870,201112,200512,,0,0,0,제조업,1,29.79681597,39.79313898,-2.56,7.06,8.56,18.39,1.27,94.31,44.3426802,1.55,34.65,1.16
6517,(주)티비에이치글로벌,84870,201212,200512,,0,0,0,제조업,1,-1.72559717,10.47956008,-2.62,5.37,6.46,14.23,1.51,96.08,46.45039672,3.97,40.82,1.16
6518,(주)티비에이치글로벌,84870,201312,200512,,0,0,0,제조업,1,3.747836457,6.553372159,17.17,9.43,11.96,23.97,1.01,91.41,53.26884858,12.3,46.2,1.35
6519,(주)티비에이치글로벌,84870,201412,200512,,0,0,0,제조업,1,17.53573562,-0.965994493,109.77,5.09,5.78,11.0,-0.16,94.22,51.88997215,6.81,38.22,1.26
6520,(주)티비에이치글로벌,84870,201512,200512,,0,0,0,제조업,1,12.12259684,14.96174289,-13.42,-0.84,-0.96,-1.98,-0.07,100.33,44.95075234,-1.0,39.7,1.23
6521,(주)티비에이치글로벌,84870,201612,200512,,0,0,0,제조업,1,-4.489291006,14.26013352,-42.09,1.72,2.16,4.83,0.15,98.06,44.38098123,0.69,46.26,1.3
6522,(주)티비에이치글로벌,84870,201712,200512,,0,0,0,제조업,1,-1.275293991,-3.845660537,-6.28,2.93,3.66,8.53,0.01,97.33,41.32786872,7.15,41.73,1.12
6523,(주)티비에이치글로벌,84870,201812,200512,,0,0,0,제조업,1,-51.92234295,-69.93305389,0.0,-0.56,-0.47,-0.96,1.13,101.14,68.90093145,-2.21,11.89,1.07
6524,(주)티비에이치글로벌,84870,201912,200512,,0,0,0,제조업,1,-34.0705633,0.944099281,-5.54,2.1,2.01,3.04,1.08,51.07,61.34454579,-1.39,-25.89,1.47
6525,(주)티비에이치글로벌,84870,202012,200512,,0,0,0,제조업,1,-20.56907922,-17.85708442,-4.63,-4.0,-4.4,-7.46,1.15,93.23,56.01132267,9.77,1.33,1.38
6526,(주)티사이언티픽,57680,201112,200206,,1,0,1,정보통신업,0,-18.64443679,-20.41243785,-14.58,-13.64,-6.86,-9.69,2.46,114.0,74.86261568,-2.74,12.05,0.79
6527,(주)티씨엠생명과학,228180,201712,201510,44050.0,1,0,1,"전문, 과학 및 기술 서비스업",0,-9.969641195,44.45086815,46.67,-112.51,-9.7,0.0,62.94,231.32,-4.935742373,-5.41,-8.86,0.06
6528,(주)티씨케이,64760,201112,200308,,0,0,0,제조업,1,20.706504,16.33161633,30.53,25.97,18.06,22.87,-0.16,74.07,82.80933918,12.82,32.07,1.14
6529,(주)티씨케이,64760,201212,200308,,0,0,0,제조업,1,-2.004943164,-17.88526812,-7.02,16.37,9.16,10.62,-0.44,83.37,89.68524528,9.48,24.28,1.15
6530,(주)티씨케이,64760,201312,200308,,0,0,0,제조업,1,-2.598939251,-28.1807283,-9.43,9.92,4.08,4.48,-0.72,92.13,92.68707174,7.63,18.0,0.92
6531,(주)티씨케이,64760,201412,200308,,0,0,0,제조업,1,8.290627751,28.99884675,7.64,15.59,8.05,8.8,-1.15,87.1,90.35745404,12.4,20.62,0.95
6532,(주)티씨케이,64760,201512,200308,,0,0,0,제조업,1,13.54987035,36.94756188,27.74,25.98,16.55,18.25,-1.01,75.83,90.95323116,16.95,30.03,1.01
6533,(주)티씨케이,64760,201612,200308,,0,0,0,제조업,1,27.2013185,44.43248483,27.27,30.67,23.35,26.37,-0.8,69.45,86.66247629,18.27,37.06,1.2
6534,(주)티씨케이,64760,201712,200308,,0,0,0,제조업,1,28.3278038,45.68468163,22.62,36.63,31.79,36.8,-0.58,63.66,86.17188697,19.1,44.26,1.26
6535,(주)티씨케이,64760,201812,200308,,0,0,0,제조업,1,26.86461093,30.8562286,9.39,34.64,30.85,35.85,-0.77,65.11,85.98958632,18.5,43.99,1.15
6536,(주)티씨케이,64760,201912,200308,,0,0,0,제조업,1,17.15384722,0.504333744,2.96,34.53,25.45,29.25,-0.92,65.37,87.87752058,15.11,37.02,0.96
6537,(주)티씨케이,64760,202012,200308,,0,0,0,제조업,1,23.00357656,33.16100145,15.23,35.17,28.69,32.7,-0.61,65.39,87.64846429,16.54,39.27,1.09
6538,(주)티에스넥스젠,43220,201112,200107,,1,0,1,제조업,1,-22.35143059,125.4195973,4.55,-8.01,-12.59,-37.22,2.21,108.86,61.19635154,4.08,3.07,1.51
6539,(주)티에스엠텍,66350,201112,200301,42144.0,0,0,0,제조업,1,10.60756799,25.43441886,7.8,7.95,7.12,29.89,3.74,96.21,23.61828813,-2.35,12.72,0.68
6540,(주)티에스엠텍,66350,201212,200301,42144.0,0,0,0,제조업,1,-4.477356063,4.732032345,14.47,6.33,5.79,23.79,3.63,99.31,25.04499832,0.8,11.57,0.67
6541,(주)티에스엠텍,66350,201312,200301,42144.0,0,0,0,제조업,1,-8.131148188,-37.22420511,-12.07,-8.17,-5.0,-21.99,5.45,114.44,20.233591,4.24,2.08,0.47
6542,(주)티에스엠텍,66350,201412,200301,42144.0,0,0,0,제조업,1,2.714070286,15.92843644,8.5,-8.14,-5.95,-34.84,3.97,109.82,14.0114859,2.04,3.49,0.58
6543,(주)티에스이,131290,201112,201101,,0,0,0,제조업,1,18.09750326,19.67936434,7.06,15.55,13.32,17.7,0.19,84.1,71.83722249,15.04,37.6,1.29
6544,(주)티에스이,131290,201212,201101,,0,0,0,제조업,1,-1.557292706,-25.10569432,-14.78,4.91,2.84,3.85,0.19,94.71,75.65573315,15.6,30.82,0.97
6545,(주)티에스이,131290,201312,201101,,0,0,0,제조업,1,0.124561122,11.29232344,10.84,2.85,1.85,2.48,0.3,95.03,73.21889667,7.85,28.4,1.12
6546,(주)티에스이,131290,201412,201101,,0,0,0,제조업,1,5.075680331,31.60982497,5.31,6.39,5.32,7.22,0.12,92.29,73.98476301,10.98,33.35,1.29
6547,(주)티에스이,131290,201512,201101,,0,0,0,제조업,1,7.593941181,-9.216730305,2.39,0.39,0.28,0.36,-0.53,97.45,80.20468486,7.92,27.99,1.05
6548,(주)티에스이,131290,201612,201101,,0,0,0,제조업,1,-1.916427318,-4.168832145,1.04,-9.99,-6.62,-8.5,-0.04,109.16,75.44826298,3.99,24.76,0.98
6549,(주)티에스이,131290,201712,201101,,0,0,0,제조업,1,8.918171283,46.5915915,13.08,12.28,11.54,15.05,0.29,88.36,77.74186299,9.07,38.17,1.46
6550,(주)티에스이,131290,201812,201101,,0,0,0,제조업,1,11.3128579,-0.709699063,17.91,8.04,6.81,8.76,-0.01,91.49,77.65821746,11.7,37.12,1.33
6551,(주)티에스이,131290,201912,201101,,0,0,0,제조업,1,14.84661801,3.827520524,-6.15,10.79,8.38,11.08,-0.04,88.93,73.90878528,7.26,35.23,1.13
6552,(주)티에스이,131290,202012,201101,,0,0,0,제조업,1,14.21520525,49.09818624,15.57,14.96,15.13,20.35,-0.03,88.21,74.70518637,11.66,39.86,1.44
6553,(주)티에이치엔,19180,201112,199607,,0,0,0,제조업,1,8.034983379,2.402546886,9.23,5.11,6.03,15.86,1.06,94.26,37.00411649,3.89,22.54,1.38
6554,(주)티에이치엔,19180,201212,199607,,0,0,0,제조업,1,22.9719923,11.52555859,17.61,-7.58,-7.97,-27.09,1.54,105.13,23.25923589,-5.9,10.94,1.08
6555,(주)티에이치엔,19180,201312,199607,,1,0,1,제조업,1,20.17275241,38.40476626,6.89,-9.12,-10.93,-69.0,2.02,111.07,9.676528021,-10.05,11.55,1.12
6556,(주)티엘아이,62860,201112,200607,,0,0,0,제조업,1,59.39788865,45.01016598,8.0,-0.27,-0.21,-0.32,2.63,101.04,55.27867144,11.5,20.49,1.05
6557,(주)티엘아이,62860,201212,200607,,0,0,0,제조업,1,2.150503903,10.12045299,0.0,8.87,6.23,10.47,0.75,90.17,63.63920525,17.01,26.05,1.06
6558,(주)티엘아이,62860,201312,200607,,0,0,0,제조업,1,0.736546664,-10.64472704,24.07,-4.29,-2.65,-3.98,0.54,108.73,69.53472871,9.54,18.81,0.98
6559,(주)티엘아이,62860,201412,200607,,0,0,0,제조업,1,4.100071045,14.98340265,-15.67,5.31,3.69,5.45,0.8,96.29,65.98253807,7.51,22.31,1.12
6560,(주)티엘아이,62860,201512,200607,,0,0,0,제조업,1,-5.100149601,-0.471411154,16.81,2.16,1.5,2.22,0.98,100.46,69.85901498,10.29,21.16,1.1
6561,(주)티엘아이,62860,201612,200607,,0,0,0,제조업,1,-35.66641721,-41.67317812,10.61,-1.34,-0.68,-0.87,-0.89,90.69,90.46661575,9.74,11.95,0.77
6562,(주)티엘아이,62860,201712,200607,,1,0,1,제조업,1,-13.34164635,-13.15739064,2.05,-5.9,-3.56,-3.94,-1.01,98.34,90.16759813,0.87,11.91,0.92
6563,(주)티웨이항공,91810,201812,201808,,0,0,0,운수 및 창고업,0,90.84641727,25.29941901,0.0,6.53,11.09,21.18,-0.37,93.38,52.38303268,7.29,73.62,1.47
6564,(주)티웨이항공,91810,201912,201808,,0,0,0,운수 및 창고업,0,87.4687718,10.74912522,12.99,-2.37,-3.11,-9.28,2.97,106.86,23.38320651,10.06,34.45,1.59
6565,(주)티웨이항공,91810,202012,201808,,1,0,1,운수 및 창고업,0,-12.62373177,-66.78170915,-2.23,-64.75,-23.03,-113.98,10.02,154.96,16.57517491,4.68,18.5,0.65
6566,(주)티웨이홀딩스,4870,201112,197706,,1,0,1,제조업,1,-27.87644129,30.95594317,129.63,-30.5,-10.48,-32.36,15.53,145.4,30.56584814,-12.68,-5.75,0.48
6567,(주)티이씨앤코,8900,201112,198409,42507.0,0,0,0,제조업,1,-56.99767485,-89.93647693,24.53,-32.4,-4.34,-9.74,19.87,74.42,45.45855145,-14.89,-0.94,0.11
6568,(주)티이씨앤코,8900,201212,198409,42507.0,0,0,0,제조업,1,-33.47643153,133.7177708,-16.67,-85.03,-32.43,0.0,12.45,211.28,-11.86491632,-4.43,-68.65,0.27
6569,(주)티이씨앤코,8900,201312,198409,42507.0,0,0,0,제조업,1,-67.52519618,11.38642835,-29.09,-2.28,-2.57,-8.39,1.42,95.52,10.37743222,5.61,-46.8,1.04
6570,(주)티이씨앤코,8900,201412,198409,42507.0,0,0,0,제조업,1,29.31775706,-7.84641981,5.13,1.27,1.67,4.84,-6.77,74.13,53.18682851,-1.35,44.57,1.0
6571,(주)티이씨앤코,8900,201512,198409,42507.0,0,0,0,제조업,1,10.93020967,-26.23524614,4.88,3.29,2.68,4.41,1.4,92.71,67.78792534,19.42,14.03,0.67
6572,(주)티케이케미칼,104480,201112,201104,,0,0,0,제조업,1,56.68055587,14.20658328,0.0,2.21,3.96,15.74,0.01,95.7,33.19369122,5.41,17.54,1.67
6573,(주)티케이케미칼,104480,201212,201104,,0,0,0,제조업,1,-28.85795898,-15.34596798,-1.65,-1.61,-2.82,-7.05,0.68,101.4,39.91459401,-3.99,10.04,1.91
6574,(주)티케이케미칼,104480,201312,201104,,1,0,1,제조업,1,12.3826745,-0.555631999,-2.39,0.04,0.06,0.17,0.72,98.29,37.2531106,1.41,18.48,1.93
6575,(주)티플랙스,81150,201112,200904,,0,0,0,제조업,1,59.01459965,32.57540158,39.29,6.47,9.03,20.01,1.14,95.8,42.87667389,-5.52,9.77,1.33
6576,(주)티플랙스,81150,201212,200904,,0,0,0,제조업,1,21.64128418,-12.36978451,-2.56,4.25,4.19,10.25,1.03,97.41,39.30919073,-0.75,6.01,1.08
6577,(주)티플랙스,81150,201312,200904,,0,0,0,제조업,1,5.782214253,-9.531034437,-2.63,3.72,2.94,7.65,0.79,99.34,37.66787264,5.57,3.95,0.96
6578,(주)티플랙스,81150,201412,200904,,0,0,0,제조업,1,-18.8946696,-6.390435592,2.7,4.33,3.44,8.19,1.79,98.13,47.34891379,6.99,7.34,0.97
6579,(주)티플랙스,81150,201512,200904,,0,0,0,제조업,1,7.35015493,-9.265219768,5.26,3.12,2.42,4.71,1.59,98.74,55.18033959,4.45,6.33,1.09
6580,(주)티플랙스,81150,201612,200904,,0,0,0,제조업,1,3.897015151,7.687820801,12.5,3.76,3.0,5.27,1.11,97.72,58.62301356,1.68,6.93,1.21
6581,(주)티플랙스,81150,201712,200904,,0,0,0,제조업,1,4.348118683,17.22346877,6.67,3.25,2.9,4.85,0.82,97.24,60.94273683,-0.84,7.26,1.25
6582,(주)티플랙스,81150,201812,200904,,0,0,0,제조업,1,-1.186859496,3.374313852,10.42,2.89,2.62,4.23,0.92,97.9,62.89170622,0.65,7.24,1.23
6583,(주)티플랙스,81150,201912,200904,,0,0,0,제조업,1,14.08528065,7.850496993,-1.89,3.0,2.76,4.34,0.85,97.52,64.51548038,2.27,6.81,1.27
6584,(주)티플랙스,81150,202012,200904,,0,0,0,제조업,1,-1.867859015,1.066593999,7.69,3.61,3.18,4.8,0.49,96.45,67.96203321,3.64,7.61,1.29
6585,(주)티피씨,130740,201112,201102,,0,0,0,제조업,1,34.00541673,5.582187461,-0.76,8.59,8.88,12.48,-0.29,92.45,75.82849672,8.46,10.37,1.44
6586,(주)티피씨,130740,201212,201102,,0,0,0,제조업,1,10.64535356,2.240692261,6.87,5.98,5.35,7.07,-0.92,90.65,75.45165344,7.6,18.42,1.31
6587,(주)티피씨,130740,201312,201102,,0,0,0,제조업,1,4.711636105,-0.152819761,15.71,3.56,2.96,3.96,-1.16,94.39,73.88993956,6.19,15.46,1.24
6588,(주)티피씨,130740,201412,201102,,0,0,0,제조업,1,5.833785004,10.81840527,-3.7,4.09,3.57,4.83,-1.11,92.04,73.98889562,5.62,18.16,1.27
6589,(주)티피씨,130740,201512,201102,,0,0,0,제조업,1,4.250848686,3.043400472,3.85,6.39,5.49,7.27,-0.98,90.9,76.89572546,5.64,19.27,1.31
6590,(주)티피씨,130740,201612,201102,,0,0,0,제조업,1,36.06811685,7.035318825,2.47,7.09,4.69,7.29,-0.22,90.07,64.32468948,2.95,17.39,0.84
6591,(주)티피씨,130740,201712,201102,,0,0,0,제조업,1,14.31343535,-5.143213983,-4.82,2.52,1.48,2.41,-0.03,95.95,58.44348315,2.75,13.57,0.86
6592,(주)티피씨,130740,201812,201102,,0,0,0,제조업,1,43.7047981,52.03001819,-6.33,1.43,0.98,1.82,1.57,96.92,50.39172582,1.55,14.73,0.93
6593,(주)티피씨,130740,201912,201102,,1,0,1,제조업,1,-4.743297376,7.966524324,0.0,0.63,0.41,0.79,2.09,104.35,51.88808265,3.04,13.19,0.8
6594,(주)티피씨메카트로닉스,48770,201412,200101,,0,0,0,제조업,1,6.506386424,-0.95550149,0.0,1.21,1.09,3.0,1.35,96.36,36.44770678,-4.17,29.26,0.82
6595,(주)티피씨메카트로닉스,48770,201512,200101,,0,0,0,제조업,1,7.3933472,10.33123208,4.99,1.93,1.85,5.11,1.2,98.29,35.98726918,-2.89,27.02,0.85
6596,(주)티피씨메카트로닉스,48770,201612,200101,,0,0,0,제조업,1,-5.43445106,6.453148821,0.0,-2.11,-2.14,-7.7,1.31,103.6,19.21214592,-1.2,23.45,0.84
6597,(주)티피씨메카트로닉스,48770,201712,200101,,0,0,0,제조업,1,6.878570437,10.3526826,-1.32,5.32,5.92,24.09,1.11,95.38,29.59374376,0.3,30.86,0.93
6598,(주)티피씨메카트로닉스,48770,201812,200101,,0,0,0,제조업,1,19.24178395,2.680159769,-6.95,3.01,3.04,10.86,1.48,95.69,26.64895417,0.78,25.49,0.89
6599,(주)티피씨메카트로닉스,48770,201912,200101,,0,0,0,제조업,1,-4.07443304,-3.379418084,-5.75,0.17,0.16,0.6,2.04,103.87,25.64625137,1.01,18.62,0.78
6600,(주)티피씨메카트로닉스,48770,202012,200101,,0,0,0,제조업,1,-2.693982957,-12.39834127,-2.13,2.2,1.83,6.52,1.93,98.08,30.48562013,2.92,24.15,0.69
6601,(주)파나진,46210,201112,200008,,1,0,1,제조업,1,38.09322437,22.96240697,3.0,-0.78,-0.76,-2.03,3.06,103.68,37.56920587,-8.68,10.35,1.07
6602,(주)파라다이스,34230,201112,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-5.731057668,-30.20687517,7.87,14.85,7.71,10.05,-1.69,83.82,75.49836493,7.82,21.8,1.05
6603,(주)파라다이스,34230,201212,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,39.70210907,38.64037267,12.68,17.31,10.09,13.94,-0.78,80.78,70.22427739,7.52,22.89,1.08
6604,(주)파라다이스,34230,201312,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,18.65535944,23.30589931,8.66,21.03,11.86,16.62,-0.87,78.23,72.32751447,10.36,25.37,1.07
6605,(주)파라다이스,34230,201412,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,30.23381529,5.755215721,-0.52,11.69,5.58,7.65,-1.35,83.82,73.55003181,9.08,20.59,0.81
6606,(주)파라다이스,34230,201512,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,24.46839036,-8.99167412,18.8,9.48,3.24,4.73,-1.51,87.53,64.52354865,3.38,14.95,0.62
6607,(주)파라다이스,34230,201612,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,15.75575299,12.91919977,-5.23,9.47,3.06,5.07,-0.87,89.64,56.74414763,2.42,14.05,0.81
6608,(주)파라다이스,34230,201712,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,5.515785125,-3.858976337,-4.39,-4.48,-1.26,-2.3,2.83,104.68,53.10746707,2.39,10.31,0.97
6609,(주)파라다이스,34230,201812,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,29.37775086,17.89925881,-0.35,0.31,0.09,0.16,3.69,104.96,51.6093866,1.75,9.27,1.17
6610,(주)파라다이스,34230,201912,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,10.14312241,24.35403891,3.84,5.3,1.57,3.21,4.88,98.5,46.22591139,3.79,12.39,1.02
6611,(주)파라다이스,34230,202012,200211,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-4.519457121,-53.65877777,-9.68,-18.98,-2.54,-5.67,11.08,135.95,43.26376411,0.01,4.58,0.44
6612,(주)파라텍,33540,201112,199712,,0,0,0,제조업,1,0.651380292,25.72316162,5.81,6.03,7.59,11.29,-0.45,94.19,71.58921972,5.98,56.51,1.41
6613,(주)파라텍,33540,201212,199712,,0,0,0,제조업,1,-5.85876912,-19.94203775,5.49,0.84,0.89,1.22,-0.48,99.15,74.95231974,4.14,39.1,1.34
6614,(주)파라텍,33540,201312,199712,,0,0,0,제조업,1,12.81877965,18.93797807,4.05,5.56,6.85,9.39,-0.26,94.21,71.2830769,-2.62,42.5,1.5
6615,(주)파라텍,33540,201412,199712,,0,0,0,제조업,1,17.758576,21.56044558,-1.11,5.32,6.91,10.28,-0.14,94.59,63.70658849,1.36,53.16,1.4
6616,(주)파라텍,33540,201512,199712,,0,0,0,제조업,1,-8.894645349,12.17482205,2.81,3.08,4.33,6.38,-0.15,97.1,72.4668009,5.9,68.43,1.47
6617,(주)파라텍,33540,201612,199712,,0,0,0,제조업,1,43.31786883,53.10352179,9.29,2.41,4.48,7.48,-0.16,97.4,51.10714625,-5.9,78.78,1.72
6618,(주)파라텍,33540,201712,199712,,0,0,0,제조업,1,0.719412114,14.48695942,4.0,3.69,6.64,12.07,-0.12,93.88,59.00565138,-8.71,108.67,1.52
6619,(주)파라텍,33540,201812,199712,,0,1,1,제조업,1,1.809897504,-26.39496847,6.73,-0.07,-0.09,-0.16,0.0,99.73,56.96455933,-4.18,64.94,1.14
6620,(주)파루,43200,201112,200007,,1,1,1,제조업,1,-24.16704929,-5.881826436,-10.16,-75.29,-29.33,-67.67,8.07,182.17,31.82485156,-23.37,-20.82,0.47
6621,(주)파마리서치,214450,201512,201507,,0,0,0,제조업,1,281.4477429,51.2428752,0.0,42.97,15.06,17.73,-0.59,55.02,92.58189669,7.34,13.37,0.44
6622,(주)파마리서치,214450,201612,201507,,0,0,0,제조업,1,5.921970516,22.6893023,24.68,30.69,7.87,8.18,-5.38,65.02,96.17077137,4.55,13.02,0.35
6623,(주)파마리서치,214450,201712,201507,,0,0,0,제조업,1,5.409715418,18.5333312,12.5,27.25,8.06,8.37,-5.13,72.47,96.35934229,4.42,11.94,0.43
6624,(주)파마리서치,214450,201812,201507,,0,0,0,제조업,1,36.58313081,18.01169008,34.26,13.54,3.89,4.34,-2.68,78.15,84.77303359,2.66,11.94,0.53
6625,(주)파마리서치,214450,201912,201507,,0,0,0,제조업,1,4.54604851,30.47721242,26.9,22.73,7.22,8.52,0.16,76.82,84.62469414,4.53,15.65,0.69
6626,(주)파마리서치,214450,202012,201507,,0,0,0,제조업,1,18.4888258,29.65755696,25.54,30.74,11.34,13.56,-0.29,67.15,82.67211848,8.08,21.36,0.76
6627,(주)파버나인,177830,201412,201408,,0,1,1,제조업,1,27.85061732,-29.0296225,0.0,6.18,7.72,12.8,0.22,93.65,71.13104076,14.4,29.41,2.7
6628,(주)파브코,101990,201112,200806,41780.0,1,0,1,제조업,1,7.256884787,4.601460318,-2.42,-0.46,-0.57,-2.63,3.0,102.05,22.11028184,2.13,22.9,1.33
6629,(주)파세코,37070,201112,200001,,0,0,0,제조업,1,1.314797102,-3.879414101,5.24,3.87,4.23,8.35,1.7,98.2,50.81811706,6.62,18.47,1.59
6630,(주)파세코,37070,201212,200001,,0,0,0,제조업,1,4.559085028,5.407732705,2.49,4.82,5.5,10.6,1.57,96.13,52.92964144,5.98,20.42,1.61
6631,(주)파세코,37070,201312,200001,,0,0,0,제조업,1,3.70124098,21.13878841,-2.78,8.12,10.79,18.9,0.87,93.67,61.03975294,11.55,24.73,1.86
6632,(주)파세코,37070,201412,200001,,0,0,0,제조업,1,1.04328825,8.653119074,8.57,6.05,8.52,13.69,0.49,94.43,63.4211005,11.02,23.71,2.02
6633,(주)파세코,37070,201512,200001,,0,0,0,제조업,1,-7.733394444,-12.08939236,-14.8,6.15,7.88,11.55,0.28,94.32,73.41834173,12.12,24.91,2.03
6634,(주)파세코,37070,201612,200001,,0,0,0,제조업,1,4.040498783,-16.0301033,-3.09,2.9,3.19,4.41,0.24,96.91,71.05711503,9.87,18.54,1.82
6635,(주)파세코,37070,201712,200001,,0,0,0,제조업,1,-3.510790794,18.9618183,9.56,3.24,4.23,5.81,0.18,96.75,74.70622669,5.57,20.69,2.1
6636,(주)파세코,37070,201812,200001,,0,0,0,제조업,1,11.30263942,23.19035096,1.82,3.55,5.51,7.69,0.11,96.51,68.90664804,6.46,21.42,2.32
6637,(주)파세코,37070,201912,200001,,0,0,0,제조업,1,9.710468171,20.74644612,36.43,5.98,10.13,14.79,0.05,94.28,68.05599864,10.3,26.35,2.29
6638,(주)파세코,37070,202012,200001,,0,0,0,제조업,1,3.458491687,9.811147704,-6.54,8.52,14.89,20.78,0.05,91.23,75.10795383,15.04,33.17,2.45
6639,(주)파수,150900,201312,201310,,0,0,0,정보통신업,0,43.43198078,5.435232249,0.0,6.67,5.35,7.6,0.28,93.9,76.48314541,6.85,33.9,0.96
6640,(주)파수,150900,201412,201310,,0,0,0,정보통신업,0,5.102636165,8.269171228,3.49,7.04,5.06,6.63,-0.46,92.56,76.1060799,5.39,42.6,0.89
