,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,노동소득분배율
5203,율촌화학(주),8730,202012,198808,,0,0,0,제조업,1,1.130028326,1.655011259,2.770767354,-2.83,3.391617431,3.31,4.38,0.46,5.05,137.31,18.41,9.4,60.76796809
5204,이건산업(주),8250,201312,198810,,0,0,0,제조업,1,8.631403053,31.64864984,-7.232615865,-1.47,4.948739322,2.86,6.27,3.3,50.8,125.41,12.99,12.48,49.33763273
5205,이건산업(주),8250,201412,198810,,0,0,0,제조업,1,10.26099587,-2.368896341,7.645053762,5.2,12.5113346,3.22,6.44,2.2,47.47,110.07,10.5,11.21,48.10770607
5206,이건산업(주),8250,201512,198810,,0,0,0,제조업,1,10.87267253,0.765411462,8.835735231,-0.71,-28.47392575,0.56,4.17,0.67,44.3,91.14,9.24,10.6,63.1919593
5207,이건산업(주),8250,201612,198810,,0,0,0,제조업,1,0.805646134,1.044035608,8.43865662,1.78,-3.868721507,0.1,3.79,3.29,43.66,67.47,10.21,10.88,58.2433461
5208,이건산업(주),8250,202012,198810,,0,0,0,제조업,1,-9.314401599,-3.338925364,-8.128845939,-6.28,-39.44103497,0.42,1.45,1.56,38.04,70.63,6.86,5.62,60.01140682
5209,이니텍(주),53350,201312,200111,,0,0,0,정보통신업,0,1.651684198,11.5413153,9.027153111,10.64,-18.04791991,6.93,7.54,1.12,41.21,173.78,2.07,1.13,38.98768358
5210,이니텍(주),53350,201412,200111,,0,0,0,정보통신업,0,-13.77547218,6.187064988,-2.676855928,1.92,3.126006912,3.93,8.29,0.69,49.16,145.39,37.4,13.02,44.89235079
5211,이니텍(주),53350,201512,200111,,0,0,0,정보통신업,0,8.806008764,14.16549004,8.991302834,4.15,59.78495579,9.0,13.7,0.16,51.25,150.64,22.92,7.16,37.46354028
5212,이니텍(주),53350,201612,200111,,0,0,0,정보통신업,0,11.40515285,9.925995773,13.68556525,5.43,-16.63869429,6.65,10.36,0.23,53.94,178.66,7.52,2.38,40.79280076
5213,이니텍(주),53350,202012,200111,,0,0,0,정보통신업,0,-1.197771272,0.596987786,1.361178543,-6.83,-48.37025553,0.71,1.17,-0.26,55.02,468.38,66.71,12.51,75.1852018
5214,이엘케이(주),94190,201312,200710,43973.0,0,0,0,제조업,1,3.004110303,1.694395498,56.52129183,-4.27,-417.5185649,-12.99,-9.98,2.73,8.21,78.03,-8.13,-6.46,163.5949843
5215,이엘케이(주),94190,201412,200710,43973.0,0,0,0,제조업,1,-10.00686096,10.51029945,20.08452663,-6.98,463.430828,0.5,3.81,2.16,6.37,80.31,4.22,2.28,54.79412756
5216,이엘케이(주),94190,201512,200710,43973.0,0,1,1,제조업,1,-19.85291941,-26.87745177,-35.79226435,-16.46,-225.1799658,-13.35,-5.62,2.84,-32.62,77.26,19.16,13.72,139.8213533
5217,이엠코리아(주),95190,201312,200710,,0,0,0,제조업,1,7.941369289,2.90451738,4.986905976,15.42,6.3045873,1.69,2.21,2.73,34.57,72.3,6.06,5.44,67.79379204
5218,이엠코리아(주),95190,201412,200710,,0,0,0,제조업,1,18.01779565,5.504435674,20.8790426,4.79,50.77611665,1.4,2.95,2.42,36.5,77.15,4.25,4.01,66.5202723
5219,이엠코리아(주),95190,201512,200710,,0,0,0,제조업,1,-0.568035092,-1.405811827,-4.689840354,0.33,-8.211011676,0.98,2.51,2.36,38.25,72.73,4.87,4.82,66.87244713
5220,이엠코리아(주),95190,201612,200710,,0,0,0,제조업,1,4.412385323,-4.690912958,-3.429932681,-17.59,-185.4272994,-3.99,-2.1,2.75,29.03,74.65,3.03,3.4,87.94240619
5221,이연제약(주),102460,201312,201006,,0,0,0,제조업,1,13.68604989,11.11051684,-4.059556715,-1.92,-17.87311082,6.74,10.4,-1.35,69.97,361.09,28.97,10.04,51.34643044
5222,이연제약(주),102460,201412,201006,,0,0,0,제조업,1,7.201011233,10.76386334,2.204971203,2.61,-4.062571728,6.27,9.05,-1.28,69.26,419.76,21.06,6.71,58.1297339
5223,이연제약(주),102460,201512,201006,,0,0,0,제조업,1,36.43658834,40.07719712,2.136405174,11.46,18.61919303,5.01,8.77,-0.96,53.94,585.14,28.73,10.81,51.00207754
5224,이연제약(주),102460,201612,201006,,0,0,0,제조업,1,-14.20732799,-11.20614137,6.410062211,-2.86,-21.99817098,4.86,6.38,-0.63,65.67,614.51,33.74,8.43,58.13111696
5225,이연제약(주),102460,202012,201006,,0,0,0,제조업,1,15.71234012,3.507856379,-1.158214208,6.3,-47.45922845,1.3,1.4,-0.34,83.84,241.57,-4.33,-2.92,81.22415327
5226,이트론(주),96040,201312,200801,,0,0,0,도매 및 소매업,1,74.29506522,59.40997468,79.59517381,7.32,322.6469767,5.03,5.14,1.2,-4.63,107.59,-2.61,-1.92,64.5423001
5227,이트론(주),96040,201412,200801,,0,0,0,도매 및 소매업,1,-17.40113913,68.62877621,-37.25156403,11.36,-91.77236974,-5.35,0.35,0.35,0.0,537.05,-11.82,-4.9,118.2782512
5228,이트론(주),96040,201512,200801,,1,0,1,도매 및 소매업,1,11.60536262,9.362012024,9.712507317,-2.04,-417.5185649,-16.92,-9.98,-0.94,-44.33,261.5,-16.38,-11.04,0.0
5229,이화공영(주),1840,201312,199411,,0,0,0,건설업,1,-5.007842951,0.01132406,29.05515711,11.63,22.86940409,1.4,1.38,-0.31,35.57,179.22,5.72,1.08,92.21921748
5230,이화공영(주),1840,201412,199411,,0,0,0,건설업,1,20.95600871,22.59437329,33.73684831,4.17,76.91213533,2.34,2.26,-0.25,32.43,186.4,0.11,0.02,81.80434366
5231,이화공영(주),1840,201512,199411,,0,0,0,건설업,1,-12.62885306,1.769683818,-27.60381184,-11.33,-6.246112887,2.23,2.07,-0.35,33.44,240.77,3.34,0.53,85.57976419
5232,이화공영(주),1840,201612,199411,,0,0,0,건설업,1,31.69858742,1.737117725,26.91953762,14.29,15.8890945,1.96,2.22,-0.18,34.41,170.54,-0.75,-0.18,85.37105624
5233,이화공영(주),1840,202012,199411,,0,0,0,건설업,1,1.084785985,-0.011960543,10.7190196,12.58,521.7708457,0.35,0.91,-0.19,34.77,162.89,-2.16,-0.61,91.38277139
5234,인지컨트롤스(주),23800,201312,199706,,0,0,0,제조업,1,7.040700357,1.284960351,-2.414135319,33.18,-49.65890934,-0.63,2.41,0.57,82.97,98.6,22.52,8.9,73.66172767
5235,인지컨트롤스(주),23800,201412,199706,,0,0,0,제조업,1,8.423496074,-1.279456426,8.54375695,8.47,3.223303305,0.17,2.31,0.66,83.63,93.09,5.62,2.4,67.66287646
5236,인지컨트롤스(주),23800,201512,199706,,0,0,0,제조업,1,5.79714936,4.998530602,11.14825275,-7.66,83.87719671,1.9,3.97,0.52,84.65,92.09,12.3,5.03,60.51892787
5237,인지컨트롤스(주),23800,201612,199706,,0,0,0,제조업,1,1.72223512,2.543755144,-5.384241659,-3.72,0.821984045,2.42,3.86,0.57,84.62,99.0,12.5,5.46,57.73754138
5238,인지컨트롤스(주),23800,202012,199706,,0,0,0,제조업,1,0.664123104,-0.215350295,-7.184710636,-7.18,-151.5644601,-0.52,-0.57,1.02,86.71,76.52,11.15,7.88,66.78807436
5239,인천도시가스(주),34590,201312,200611,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-3.238425245,4.694354281,6.204989619,-0.53,19.08950238,2.85,3.3,-0.06,62.66,113.94,8.86,2.5,39.39318916
5240,인천도시가스(주),34590,201412,200611,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,6.384084505,12.8276221,4.184680647,3.17,-7.092577571,6.39,3.03,-0.13,66.59,139.93,5.69,1.58,29.08510721
5241,인천도시가스(주),34590,201512,200611,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-11.62974865,1.957015337,-23.4404298,2.05,-47.58941927,2.01,1.63,-0.15,66.91,155.63,9.06,2.59,44.86017076
5242,인천도시가스(주),34590,201612,200611,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,7.803998914,2.059858619,-15.8577883,-2.51,88.5009523,2.47,3.16,-0.11,67.14,141.95,17.89,6.86,41.52363946
5243,인천도시가스(주),34590,202012,200611,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-6.871073421,3.625197071,-12.02738388,-1.52,-9.924823297,3.23,3.05,-0.01,71.26,250.63,12.94,3.81,40.98540485
5244,인크로스(주),216050,201612,201610,,0,0,0,"전문, 과학 및 기술 서비스업",0,70.65483732,102.2875763,18.6297992,0.0,62.56137425,6.99,9.94,-1.19,22.84,191.79,6.74,9.38,46.82306735
5245,인크로스(주),216050,202012,201610,,0,0,0,"전문, 과학 및 기술 서비스업",0,24.29188791,13.36334153,14.44075164,24.0,21.60428855,7.61,9.18,-0.62,65.88,163.92,12.92,29.22,47.39944092
5246,인탑스(주),49070,201312,200202,,0,0,0,제조업,1,-4.534409971,15.12187536,7.803348948,13.28,-28.94685253,10.46,7.97,-0.43,87.95,211.46,47.61,6.01,48.79323885
5247,인탑스(주),49070,201412,200202,,0,0,0,제조업,1,1.856595616,-1.508481095,-33.75802307,-8.32,-107.6863741,-0.26,-0.62,-0.46,87.45,198.71,36.98,7.86,81.41750778
5248,인탑스(주),49070,201512,200202,,0,0,0,제조업,1,0.531838868,8.046143884,-5.127355493,-16.61,110.1660507,6.21,6.04,-0.46,87.88,243.45,37.19,6.78,51.01037917
5249,인탑스(주),49070,201612,200202,,0,0,0,제조업,1,17.93614112,3.740059232,-6.676555372,-21.23,10.59436302,6.1,6.11,-0.79,89.1,171.3,28.53,9.25,47.75332401
5250,인탑스(주),49070,202012,200202,,0,0,0,제조업,1,5.426416517,6.765086069,-14.56793663,-24.5,-8.033122259,7.69,9.14,-0.86,89.26,289.65,41.76,9.32,45.86361172
5251,인터지스(주),129260,201312,201112,,0,0,0,운수 및 창고업,0,-0.031553793,-5.918406052,15.96323519,-6.42,3.061149036,-2.63,3.86,0.64,36.49,106.03,8.5,4.42,57.94642144
5252,인터지스(주),129260,201412,201112,,0,0,0,운수 및 창고업,0,9.127603757,7.324511182,10.16773843,3.25,62.03914087,0.75,5.99,0.6,34.29,97.64,2.43,1.27,37.79678859
5253,인터지스(주),129260,201512,201112,,0,0,0,운수 및 창고업,0,5.599765255,7.652432988,3.815826892,0.87,2.001079968,2.56,5.69,0.49,35.95,104.52,0.24,0.13,33.73627384
5254,인터지스(주),129260,201612,201112,,0,0,0,운수 및 창고업,0,-2.705816256,2.879639148,-22.37065674,-4.51,-63.35584905,1.41,2.06,0.81,38.1,92.01,1.92,1.21,58.83852067
5255,인터지스(주),129260,202012,201112,,0,0,0,운수 및 창고업,0,-8.097812977,4.994720214,-4.151762138,-10.91,18.16590604,1.14,1.9,1.05,13.96,156.43,11.05,4.74,52.27951028
5256,인포뱅크(주),39290,201312,200607,,0,0,0,정보통신업,0,-3.224455412,-3.276590228,12.69532293,-10.71,-417.5185649,-2.34,-5.77,-1.24,46.08,242.76,-16.38,-5.0,114.0116508
5257,인포뱅크(주),39290,201412,200607,,0,0,0,정보통신업,0,-5.485145199,-9.507286189,1.357942646,-4.89,30.58213697,-5.16,-4.11,-1.69,42.17,210.99,-16.38,-3.84,104.8751373
5258,인포뱅크(주),39290,201512,200607,,0,0,0,정보통신업,0,-0.869711614,4.445212215,4.102427366,-12.15,522.1526616,1.97,0.98,-0.86,48.74,208.08,0.22,0.04,83.6936292
5259,인포뱅크(주),39290,201612,200607,,0,0,0,정보통신업,0,7.176625662,4.076710116,6.254679244,-28.87,-16.09571743,2.55,0.8,-1.02,56.79,203.41,25.8,4.77,81.5188307
5260,인포뱅크(주),39290,202012,200607,,0,0,0,정보통신업,0,3.200694165,2.204673424,0.106601801,-1.27,-25.08439406,2.17,0.8,-0.16,66.03,209.96,23.8,3.68,78.62059208
5261,인화정공(주),101930,201312,201010,,0,0,0,제조업,1,37.78839018,8.976062821,-7.95976949,5.26,-63.00420518,4.06,1.33,1.62,57.67,83.46,7.78,13.85,34.77726434
5262,인화정공(주),101930,201412,201010,,0,0,0,제조업,1,0.681511158,-1.693263318,40.41191368,-6.25,168.9211092,-0.7,3.07,2.34,57.75,94.41,4.01,5.24,54.69033348
5263,인화정공(주),101930,201512,201010,,0,0,0,제조업,1,-7.306935315,6.025004144,8.123427045,4.0,-7.128527838,3.0,2.95,1.49,57.6,125.95,16.16,15.81,40.23387527
5264,인화정공(주),101930,201612,201010,,0,0,0,제조업,1,2.05594416,2.666493644,-22.19379125,-1.28,-109.7866728,-0.44,-0.3,0.74,56.69,109.76,15.75,20.08,60.62700473
5265,일동제약(주),249420,202012,201608,,0,0,0,제조업,1,-1.215188721,0.65477484,8.575882039,-0.78,120.6929034,-2.14,1.09,0.78,4.52,126.07,8.66,5.4,82.73696819
5266,일동홀딩스(주),230,201312,197506,,0,0,0,제조업,1,15.96801223,0.674661337,8.944802234,5.07,70.33305321,1.15,4.07,1.21,3.77,158.17,5.66,4.32,74.35199823
5267,일동홀딩스(주),230,201412,197506,,0,0,0,제조업,1,-1.252488814,1.942772609,5.638826189,2.27,-39.24388557,1.91,2.32,1.39,4.93,160.53,9.57,6.59,76.56476446
5268,일동홀딩스(주),230,201512,197506,,0,0,0,제조업,1,13.74908908,5.115236402,14.09943251,0.56,64.06066309,3.22,3.58,0.89,7.33,148.37,13.42,10.02,71.95770394
5269,일동홀딩스(주),230,201612,197506,,0,0,0,제조업,1,-19.85291941,-26.87745177,-37.25156403,-28.87,-114.7951076,17.6,-0.77,2.03,91.0,162.51,52.83,29.22,61.22977854
5270,일성건설(주),13360,201312,198912,,0,0,0,건설업,1,7.42764987,-3.179164126,4.704663292,-1.56,204.7744709,-1.08,3.47,1.97,43.91,211.53,-5.07,-3.09,66.99134155
5271,일성건설(주),13360,201412,198912,,0,0,0,건설업,1,-7.035146409,-26.87745177,-25.68679873,2.38,-406.7840228,-13.62,-9.98,2.0,21.71,109.6,-8.73,-8.0,163.5949843
5272,일성건설(주),13360,201512,198912,,0,0,0,건설업,1,-2.742506391,1.463694718,20.31427069,6.2,521.6491009,0.74,2.66,1.74,23.7,124.85,-7.94,-5.75,64.22804682
5273,일성건설(주),13360,201612,198912,,0,0,0,건설업,1,7.759404079,8.072327575,23.66563959,24.09,16.77905731,0.78,3.03,1.43,25.47,113.75,2.55,1.61,61.61292356
5274,일성건설(주),13360,202012,198912,,0,0,0,건설업,1,-14.92096509,-0.870591387,-9.274928429,-1.0,38.9001425,0.88,3.17,0.6,15.69,89.46,-0.98,-0.6,68.77693932
5275,일성신약(주),3120,201312,198501,,0,0,0,제조업,1,-2.858533991,1.473055642,-18.60177481,2.43,3.928191594,2.1,0.36,-2.61,2.78,1083.24,-6.27,-4.98,48.09571771
5276,일성신약(주),3120,201412,198501,,0,0,0,제조업,1,1.532591604,1.839963139,0.034121727,-3.95,77.16528144,1.07,0.65,-2.61,1.35,1083.24,9.31,7.36,62.27392637
5277,일성신약(주),3120,201512,198501,,0,0,0,제조업,1,-2.997687437,-3.145884313,-1.725009729,1.65,6.536746598,17.6,0.69,-2.61,31.18,776.11,10.51,8.29,8.527528354
5278,일성신약(주),3120,201612,198501,,0,0,0,제조업,1,-7.772253145,0.55231128,9.261085525,5.67,-5.21760252,0.86,0.7,-2.61,0.98,1083.24,-16.38,-11.04,67.39175847
5279,일성신약(주),3120,202012,198501,,0,0,0,제조업,1,0.46231724,0.575021895,-16.13433863,-4.6,-54.94063003,0.87,-0.53,-2.61,1.15,1083.24,12.52,7.32,62.9966496
5280,일신방직(주),3200,201312,197305,,0,0,0,제조업,1,5.274248259,5.824517914,-3.844145506,1.18,452.7456198,4.33,5.37,-1.3,4.55,559.79,37.29,11.36,44.32982417
5281,일신방직(주),3200,201412,197305,,0,0,0,제조업,1,5.428402103,2.865825645,2.260063327,-1.97,-40.91172672,3.1,3.01,-0.92,1.71,468.38,22.78,8.03,50.39426324
5282,일신방직(주),3200,201512,197305,,0,0,0,제조업,1,8.698708156,1.914392555,5.293388394,1.46,6.33040861,2.37,2.99,-0.78,3.58,396.01,9.93,4.6,53.98714843
5283,일신방직(주),3200,201612,197305,,0,0,0,제조업,1,1.722128934,2.259484577,5.190128161,-0.27,8.413915956,2.31,3.09,-0.18,4.84,383.41,13.58,5.98,53.38410602
5284,일신방직(주),3200,202012,197305,,0,0,0,제조업,1,1.110660368,0.880503753,-6.313560041,-28.87,-0.301881039,1.09,1.41,0.02,2.66,292.56,18.37,9.27,52.41004256
5285,일양약품(주),7570,201612,197408,,1,0,1,제조업,1,0.100579794,18.47355705,23.52124284,0.0,271.164961,2.77,5.37,2.04,1.44,80.95,11.41,9.33,55.50816069
5286,일정실업(주),8500,201312,199408,,0,0,0,제조업,1,-9.430762552,0.241509829,-0.691803591,-4.05,24.16038635,2.54,6.9,0.3,7.05,352.33,18.1,3.66,53.95139429
5287,일정실업(주),8500,201412,199408,,0,0,0,제조업,1,-8.841254777,2.292072032,-18.0380255,3.52,0.805373577,4.5,7.66,-0.01,8.06,298.85,66.6,10.17,59.11199292
5288,일정실업(주),8500,201512,199408,,0,0,0,제조업,1,7.9376748,10.82324113,-13.40141452,4.08,-29.71322329,10.69,5.43,-0.36,18.08,388.05,60.8,10.23,46.99108848
5289,일정실업(주),8500,201612,199408,,0,0,0,제조업,1,-1.254385707,2.230606348,15.82505408,-5.88,23.06554701,4.62,6.48,-0.72,21.03,479.64,23.28,2.75,65.23750122
5290,일진다이아몬드(주),81000,201312,200412,,0,0,0,제조업,1,-0.420278292,2.078854104,-8.916965342,1.77,-28.85646775,2.48,5.17,1.74,82.25,126.28,13.97,10.22,60.10949218
5291,일진다이아몬드(주),81000,201412,200412,,0,0,0,제조업,1,3.846506491,0.863282513,3.605857613,7.46,10.55173292,2.8,5.62,1.38,82.99,133.0,16.38,12.39,61.56962316
5292,일진다이아몬드(주),81000,201512,200412,,0,0,0,제조업,1,1.473310872,14.83214135,20.57374229,-2.78,85.98987114,7.68,10.18,0.88,85.04,171.53,17.49,9.64,55.91673759
5293,일진다이아몬드(주),81000,201612,200412,,0,0,0,제조업,1,3.873814596,5.151764848,-1.079061785,3.33,-55.138933,3.24,4.45,0.56,85.46,179.07,16.66,9.48,66.82017881
5294,일진다이아몬드(주),81000,202012,200412,,0,0,0,제조업,1,-0.570774679,2.119748683,4.715214946,-18.3,-31.18939057,2.92,3.66,-0.37,47.47,398.94,41.55,14.57,60.33811854
5295,일진디스플레이(주),20760,201312,200201,,0,0,0,제조업,1,-8.22261906,-0.310029376,10.49833037,3.3,-7.277462722,17.6,20.35,0.09,91.0,91.72,84.23,12.75,45.57932724
5296,일진디스플레이(주),20760,201412,200201,,0,1,1,제조업,1,1.554915711,5.261491046,-31.08749912,-28.87,-62.11816595,5.54,8.99,0.06,91.0,91.37,60.3,12.71,60.46819002
5297,일진머티리얼즈(주),20150,201312,201103,,1,0,1,제조업,1,23.60843163,5.28136739,-10.99581796,-15.56,-116.9491729,-1.71,-2.83,0.52,20.8,68.87,9.74,8.22,56.37589908
5298,일진전기(주),103590,201312,200808,,0,0,0,제조업,1,0.892094913,1.410735225,-11.0499323,-4.4,133.0865025,0.6,2.42,1.22,46.2,74.41,-2.75,-1.61,65.33709584
5299,일진전기(주),103590,201412,200808,,0,0,0,제조업,1,-4.934613378,-2.363694632,-12.19734788,-6.1,51.83803214,1.58,3.75,1.22,45.75,77.5,2.91,1.82,53.82660376
5300,일진전기(주),103590,201512,200808,,0,0,0,제조업,1,-7.435752395,2.478948536,-7.27473889,-4.2,-53.6528237,1.09,1.85,0.92,45.8,69.73,8.49,4.92,65.09575967
5301,일진전기(주),103590,201612,200808,,0,0,0,제조업,1,-0.90778143,-0.423023406,-5.117182216,-5.22,-68.46141435,0.19,0.61,0.87,45.24,75.43,2.04,1.23,68.86980296
5302,일진전기(주),103590,202012,200808,,0,0,0,제조업,1,1.220371668,1.6988368,5.929440382,-2.07,20.59909599,0.61,1.75,1.0,42.99,110.13,8.64,5.88,62.66017735
5303,일진홀딩스(주),15860,201312,199003,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.696902371,1.099358665,-8.520917322,-28.57,125.8107751,0.57,2.92,1.69,56.45,73.23,-3.03,-2.07,51.55966801
5304,일진홀딩스(주),15860,201412,199003,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.172814011,4.180054746,-8.163546926,10.0,28.38486956,1.84,3.73,1.35,54.34,85.54,2.73,1.99,53.52120585
5305,일진홀딩스(주),15860,201512,199003,,0,0,0,"전문, 과학 및 기술 서비스업",0,-3.799272319,3.661850375,-4.375801336,9.09,-26.53254817,2.28,2.79,1.26,54.24,76.83,7.01,4.88,50.66631248
5306,일진홀딩스(주),15860,201612,199003,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.937252163,-0.768872661,-4.665170185,16.67,-94.66874491,-1.07,0.15,1.19,53.31,83.0,2.74,1.98,70.91101835
5307,일진홀딩스(주),15860,202012,199003,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.530387724,0.591448742,4.222569009,-22.22,-12.85596049,1.43,2.35,0.96,43.97,129.92,12.37,8.46,60.28279495
5308,자이글(주),234920,201612,201609,,0,0,0,제조업,1,50.73918237,70.01330831,0.076826471,0.0,-21.52095232,15.04,18.22,-0.4,42.59,696.62,127.32,14.97,15.11947559
5309,자이에스앤디(주),317400,202012,201911,,0,0,0,부동산업,1,48.40763865,11.99430548,28.15915758,-0.26,65.97763737,6.05,7.91,-0.07,33.02,129.56,7.1,5.0,74.11670986
5310,자화전자(주),33240,201312,199901,,0,0,0,제조업,1,21.16032682,18.92954775,43.12717993,38.41,10.19859571,13.3,17.01,-0.7,17.68,263.7,48.25,12.05,34.0843277
5311,자화전자(주),33240,201412,199901,,0,0,0,제조업,1,0.702093926,8.057132953,-30.40446944,-2.62,-53.52105794,6.28,7.19,-0.91,13.85,310.84,47.28,14.53,41.26700346
5312,자화전자(주),33240,201512,199901,,0,0,0,제조업,1,11.039993,5.994657535,-18.02853167,12.9,-6.123228465,5.48,6.37,-1.14,6.91,312.18,37.6,17.49,41.18831819
5313,자화전자(주),33240,201612,199901,,0,0,0,제조업,1,6.892285435,3.560337002,11.66226667,42.07,-20.05247713,3.61,4.68,-0.79,4.35,241.78,35.15,16.74,52.44172338
5314,잘만테크(주),90120,201312,200705,42137.0,0,0,0,제조업,1,14.99548381,16.7055186,23.50927705,12.78,147.7750505,0.38,4.19,2.15,-16.72,128.88,-8.71,-5.91,52.64252014
5315,잘만테크(주),90120,201412,200705,42137.0,0,1,1,제조업,1,-19.85291941,-26.87745177,-37.25156403,-28.87,-417.5185649,-16.92,-9.98,4.47,0.0,51.85,15.38,19.69,0.0
5316,제너셈(주),217190,201512,201509,,0,0,0,제조업,1,74.29506522,102.2875763,5.187197569,0.0,-3.057351395,13.8,15.5,0.23,35.9,223.64,18.13,8.53,37.34206909
5317,제너셈(주),217190,201612,201509,,0,0,0,제조업,1,11.09444206,-3.337437188,-37.25156403,4.11,-145.1747767,-3.81,-5.17,-0.05,30.89,273.92,-6.06,-7.46,163.5949843
5318,제룡산업(주),147830,201312,201202,,0,0,0,제조업,1,25.79464819,22.15074385,6.435573998,17.19,18.17508421,14.85,10.09,0.04,28.17,213.48,25.49,10.7,34.05431842
5319,제룡산업(주),147830,201412,201202,,0,0,0,제조업,1,1.807715907,8.273420885,0.017709281,-13.33,-22.9200122,6.5,6.92,-0.24,33.54,305.45,36.69,13.51,51.12296451
5320,제룡산업(주),147830,201512,201202,,0,0,0,제조업,1,8.345539759,12.54592623,-6.086345615,-3.08,65.97646618,9.62,10.93,-0.43,40.84,261.57,49.44,18.8,41.18661486
5321,제룡산업(주),147830,201612,201202,,0,0,0,제조업,1,9.269170321,21.71078348,11.93800604,-11.11,29.85990535,16.82,13.04,-0.7,51.3,407.65,93.49,22.33,28.77902077
5322,제룡산업(주),147830,202012,201202,,0,0,0,제조업,1,7.525757122,8.253610284,-2.05829236,-11.36,108.4928292,8.92,4.85,-2.38,63.32,1083.24,81.88,14.21,36.29979419
5323,제룡전기(주),33100,201312,199708,,0,0,0,제조업,1,8.582765116,10.54442713,27.52375193,17.89,522.1526616,9.02,10.25,-0.12,75.76,339.34,29.0,5.89,46.41110956
5324,제룡전기(주),33100,201412,199708,,0,0,0,제조업,1,33.59752735,39.54685048,10.19551317,24.11,11.12276966,9.1,9.36,-0.32,63.54,421.55,52.58,10.94,50.18181936
5325,제룡전기(주),33100,201512,199708,,0,0,0,제조업,1,4.934697975,5.352052889,10.66181238,0.72,-39.09062998,5.48,4.87,-0.32,65.25,370.07,23.83,4.62,61.57148571
5326,제룡전기(주),33100,201612,199708,,0,0,0,제조업,1,-6.366589315,-6.608857064,-37.08859658,-12.14,-235.08831,-4.19,-6.63,-0.16,62.61,319.95,30.93,9.03,122.5359629
5327,제룡전기(주),33100,202012,199708,,0,0,0,제조업,1,10.78791336,4.856029429,-2.25373349,0.81,-34.18128902,5.2,5.58,-0.8,67.32,390.99,56.72,15.98,56.53864271
5328,제이더블유생명과학(주),234080,201612,201610,,0,0,0,제조업,1,6.873208014,9.018145164,5.033964199,0.0,15.94318384,8.15,11.63,1.82,18.89,58.23,20.59,15.87,33.35147527
5329,제이더블유생명과학(주),234080,202012,201610,,0,0,0,제조업,1,6.453729961,8.056386085,7.81353844,1.46,32.61148406,8.32,18.98,0.64,34.34,81.56,43.36,19.35,38.54163604
5330,제이더블유신약(주),67290,201312,200302,,1,0,1,제조업,1,9.606422319,-8.482568945,1.102893793,1.23,370.8477575,-2.56,2.03,4.25,1.8,66.66,-8.15,-9.38,77.83915523
5331,제이더블유중외제약(주),1060,201312,197606,,0,0,0,제조업,1,-2.284147256,22.65428343,-0.730941426,6.38,173.0325166,0.38,4.34,4.47,2.09,102.47,10.67,10.52,57.72640306
5332,제이더블유중외제약(주),1060,201412,197606,,0,0,0,제조업,1,0.806112423,11.50163549,4.720895105,-0.75,-30.0773991,0.24,3.06,4.05,1.41,164.77,3.51,3.15,61.24543931
5333,제이더블유중외제약(주),1060,201512,197606,,0,0,0,제조업,1,3.258858974,0.705505141,5.223256497,3.4,18.85583217,0.32,3.56,3.04,1.64,144.25,0.4,0.36,63.9668397
5334,제이더블유중외제약(주),1060,201612,197606,,0,0,0,제조업,1,6.128439884,22.58427715,7.623474056,4.47,13.99856937,-1.73,3.88,2.47,2.13,163.83,0.34,0.27,61.92261007
5335,제이더블유중외제약(주),1060,202012,197606,,0,0,0,제조업,1,-4.20839236,-9.833007144,7.040460921,-5.81,93.04200153,-2.72,-0.24,1.27,21.99,127.51,17.36,10.83,83.81729283
5336,제이씨케미칼(주),137950,201312,201108,,0,0,0,제조업,1,27.17449687,-0.713948743,9.4223351,25.0,271.2439017,2.53,3.72,0.16,52.35,101.25,23.53,7.14,45.52945198
5337,제이씨케미칼(주),137950,201412,201108,,0,0,0,제조업,1,40.45152989,-5.493576388,-24.73424345,20.0,-143.4647144,-2.19,-1.2,0.48,49.82,94.8,5.44,4.55,84.82029168
5338,제이씨케미칼(주),137950,201512,201108,,0,0,0,제조업,1,29.15632128,35.07601582,44.21543661,-5.56,127.0208674,2.26,3.32,1.03,43.74,82.26,2.36,1.71,38.14917917
5339,제이씨케미칼(주),137950,201612,201108,,0,0,0,제조업,1,7.31084784,18.77017358,40.53818301,5.88,306.5405545,8.38,11.56,1.06,54.63,68.24,8.72,4.46,20.60085352
