,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,종업원1인당부가가치율_계산
762,(주)마이크로컨텍솔루션,98120,201112,200809,,0,0,0,제조업,1,25.93514855,27.76489239,54.3290059,-4.48,145.0500587,18.05,20.79,28.38,-0.95,81.18,297.23,363.23,88.84,12.78,174.9596875
763,(주)마이크로컨텍솔루션,98120,201212,200809,,0,0,0,제조업,1,18.86771701,21.16538952,3.972718612,15.63,0.784905102,17.09,18.36,21.13,-1.28,84.23,331.88,536.17,114.34,21.82,159.2401351
764,(주)마이크로프랜드,147760,201712,201612,,0,0,0,제조업,1,1.56444921,13.90589007,12.09240963,13.38,16.53869103,9.89,11.32,13.97,-0.45,-2.7,316.26,96.88,52.73,8.48,105.5980337
765,(주)마이크로프랜드,147760,201812,201612,,0,0,0,제조업,1,10.005171,-4.142302453,-19.18199399,-4.49,-148.6683744,-3.17,-5.21,-6.52,-0.09,-7.14,118.07,-21.15,23.19,8.96,64.07452941
766,(주)마이크로프랜드,147760,201912,201612,,0,0,0,제조업,1,-5.645574308,-10.68060947,-9.589968,-4.12,9.839961661,-7.73,-4.61,-6.34,0.2,-19.95,118.9,-12.4,26.36,12.3,61.77619632
767,(주)마크로젠,38290,201112,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,27.65455251,16.26911587,39.83718856,11.9,226.6249123,6.03,8.39,10.88,-1.14,-0.8,287.16,99.05,56.61,25.61,70.66765957
768,(주)마크로젠,38290,201212,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,42.18904499,19.97002873,36.27875064,9.04,18.85874659,4.9,7.42,10.94,0.33,6.3,350.97,3.91,36.44,25.11,91.56107317
769,(주)마크로젠,38290,201712,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,12.02602612,13.48021344,11.72111247,9.28,-3.885659859,5.48,1.79,3.37,1.36,43.76,154.08,1.4,22.02,18.07,131.8591781
770,(주)마크로젠,38290,201812,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.956052732,24.99841998,8.356268057,18.08,-30.35531529,1.46,1.17,1.96,0.39,37.76,189.86,1.25,23.33,13.0,75.19032483
771,(주)마크로젠,38290,201912,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,25.00638649,-9.365389681,10.83807717,13.23,-65.76246376,-6.59,0.35,0.63,1.07,42.41,108.84,0.3,12.79,12.31,85.76360656
772,(주)만도,204320,201712,201410,,0,0,0,제조업,1,-0.298547709,-6.785097954,-3.096753731,2.68,-72.61475052,0.41,1.87,5.71,0.55,7.13,87.41,2.37,10.32,5.52,119.579702
773,(주)만도,204320,201812,201410,,0,0,0,제조업,1,-0.308905394,4.922120809,-0.349569678,2.49,136.3451163,2.54,4.44,13.64,0.6,10.62,90.1,4.76,9.54,4.98,159.6806224
774,(주)만도,204320,201912,201410,,0,0,0,제조업,1,3.56853302,7.008225532,5.596713559,-2.16,10.71637793,2.62,4.84,14.25,0.69,9.74,100.92,4.51,9.29,4.68,174.8105944
775,(주)매커스,93520,201112,200702,,0,0,0,도매 및 소매업,1,1.070910023,9.571598164,-3.080253374,18.52,-46.42090096,6.8,9.92,15.0,-0.08,41.74,185.63,15.03,20.09,4.89,304.870625
776,(주)매커스,93520,201212,200702,,0,0,0,도매 및 소매업,1,43.5872004,18.17113098,0.844094513,-3.13,18.3844688,8.19,8.18,15.03,-0.29,49.68,105.79,16.04,7.76,3.62,311.5996774
777,(주)매커스,93520,201712,200702,,0,0,0,도매 및 소매업,1,5.690777354,14.36870308,28.99860569,2.86,214.809848,10.98,13.3,24.96,0.11,75.88,191.91,39.96,7.64,3.31,383.4380556
778,(주)매커스,93520,201812,200702,,0,0,0,도매 및 소매업,1,2.63472105,10.31276835,2.575133736,13.89,17.85451232,10.82,15.06,26.22,0.13,81.96,200.81,39.88,24.59,9.69,441.3402439
779,(주)매커스,93520,201912,200702,,0,0,0,도매 및 소매업,1,16.07764917,1.178857921,-35.85595588,2.44,-54.05494056,5.1,6.32,11.42,0.01,86.58,148.4,34.83,9.11,7.72,278.1402381
780,(주)머큐리,100590,201812,201812,,0,0,0,제조업,1,11.11081705,76.59718038,-3.207752837,0.0,34.57445152,15.4,11.52,19.09,0.19,20.65,304.26,26.34,37.32,6.93,139.3662176
781,(주)머큐리,100590,201912,201812,,0,0,0,제조업,1,13.26022838,4.493691035,-17.06184505,-1.55,-79.28101361,2.36,2.13,3.03,-0.22,22.64,739.73,10.14,22.55,6.93,109.2753158
782,(주)멀티캠퍼스,67280,201112,200611,,0,0,0,교육 서비스업,0,7.278645392,5.970963541,17.97651133,11.34,24.47814907,5.77,4.26,4.62,-3.09,6.72,933.26,23.6,36.05,4.54,90.13921296
783,(주)멀티캠퍼스,67280,201212,200611,,0,0,0,교육 서비스업,0,8.77615778,6.450099934,27.42313378,31.48,21.98630843,8.94,4.62,5.16,-3.06,5.49,933.26,23.6,50.3,6.64,81.65897887
784,(주)멀티캠퍼스,67280,201712,200611,,0,0,0,교육 서비스업,0,7.895603726,10.28703221,7.908274304,1.28,-15.26935225,11.04,13.41,18.41,-0.29,14.15,265.5,23.6,70.29,10.78,123.4043179
785,(주)멀티캠퍼스,67280,201812,200611,,0,0,0,교육 서비스업,0,22.87526507,13.14334392,19.28199475,10.41,44.49898552,13.47,16.75,23.8,-0.36,18.24,241.32,23.6,40.49,7.81,126.3686369
786,(주)멀티캠퍼스,67280,201912,200611,,0,0,0,교육 서비스업,0,42.02099196,15.26314546,19.98743719,9.55,10.75401137,10.87,13.91,23.07,0.05,16.93,154.53,28.65,19.57,6.24,133.7268023
787,(주)메디아나,41920,201712,201410,,0,0,0,제조업,1,2.970846972,9.578655477,-1.932745012,1.24,-27.90706163,7.27,11.22,13.8,-0.04,66.7,305.6,178.23,57.76,9.99,65.97428571
788,(주)메디아나,41920,201812,201410,,0,0,0,제조업,1,1.585110828,5.545549697,-10.57340059,-29.8,-43.7925505,5.75,6.17,7.22,0.01,64.17,351.46,73.36,40.68,6.38,89.56383721
789,(주)메디아나,41920,201912,201410,,0,0,0,제조업,1,14.04437146,15.16295068,3.360584872,-9.3,121.6515445,11.1,12.67,14.48,-0.12,68.46,414.42,926.36,101.57,16.42,114.8782051
790,(주)메디톡스,86900,201112,200901,,0,0,0,제조업,1,14.26127854,11.94489306,2.924420177,20.99,-25.09547101,14.82,15.98,20.41,-3.04,72.45,284.13,32.68,68.53,27.93,161.8828571
791,(주)메디톡스,86900,201212,200901,,0,0,0,제조업,1,33.38069216,34.34593819,67.07502835,24.49,114.3001097,18.05,20.79,35.13,-3.09,78.34,345.45,98.18,65.42,27.68,225.372377
792,(주)메디톡스,86900,201712,200901,,0,0,0,제조업,1,20.090368,38.61864526,36.00861385,29.66,19.93786774,18.05,20.79,35.13,0.94,90.73,66.63,43.71,30.85,27.93,239.8988671
793,(주)메디톡스,86900,201812,200901,,0,0,0,제조업,1,1.512515409,25.66142987,13.35568972,15.25,-5.184281717,17.79,20.79,35.13,0.79,90.73,85.66,45.72,41.65,27.93,214.8497353
794,(주)메디톡스,86900,201912,200901,,0,0,0,제조업,1,6.712286947,2.114402629,0.221636518,13.42,-69.94955703,6.26,6.29,9.88,0.85,90.73,66.52,12.34,27.94,21.56,129.6918833
795,(주)메디프론디비티,65650,201112,200301,,0,0,0,도매 및 소매업,1,-4.990265663,-0.132113491,7.948470042,4.0,136.4284739,1.73,1.72,1.82,-0.1,-0.89,933.26,2.96,-22.84,-6.58,97.035
796,(주)메디프론디비티,65650,201212,200301,,0,0,0,도매 및 소매업,1,-5.597351794,-6.217500674,-33.24037276,-3.85,-420.7493874,-5.72,-5.82,-5.97,-1.66,-7.58,933.26,-21.15,-19.72,-2.3,-11.664
797,(주)메지온,140410,201212,201201,,0,0,0,"전문, 과학 및 기술 서비스업",0,80.33282474,102.2831019,69.58950901,0.0,-39.84314453,4.82,3.4,3.67,-3.09,34.25,933.26,-21.15,20.35,9.39,192.0471429
798,(주)메카로,241770,201712,201712,,0,0,0,제조업,1,80.33282474,102.2831019,85.69002802,0.0,692.7769383,18.05,20.79,35.13,0.09,38.79,615.64,150.03,94.79,17.5,255.9034722
799,(주)메카로,241770,201812,201712,,0,0,0,제조업,1,10.27281926,15.8231034,-5.223689445,8.33,-22.0395875,18.05,20.79,24.34,-1.4,47.57,780.05,79.07666667,114.34,24.58,238.297906
800,(주)메카로,241770,201912,201712,,0,0,0,제조업,1,4.061255825,3.524033914,-27.86472882,-2.14,-74.69105059,5.0,5.45,6.05,-1.69,47.1,557.63,292.36,114.34,27.3,118.3347598
801,(주)메타랩스,90370,201112,200612,,0,0,0,제조업,1,19.95002689,-1.690205164,21.85616995,-1.3,144.4850881,0.3,3.14,7.16,1.96,47.91,56.12,1.44,-1.43,-0.96,47.21167763
802,(주)메타랩스,90370,201212,200612,,0,0,0,제조업,1,-9.787985103,-19.44737292,-4.007658922,-12.01,-262.3466467,-16.13,-5.02,-12.86,2.57,5.03,61.86,-1.83,-6.56,-4.43,-8.393981308
803,(주)메타바이오메드,59210,201112,200804,,0,0,0,제조업,1,9.504473257,24.92516862,16.22705748,19.3,-12.79450003,2.06,5.61,8.42,2.08,23.8,103.21,4.54,22.45,12.3,70.35411765
804,(주)메타바이오메드,59210,201212,200804,,0,0,0,제조업,1,80.33282474,4.711906297,65.30906814,9.56,50.23603594,2.82,5.73,11.29,3.66,37.13,37.65,2.56,6.34,8.86,74.27744966
805,(주)메타바이오메드,59210,201712,200804,,0,0,0,제조업,1,-0.343095593,-10.50686727,-0.673218089,10.99,-41.97062648,-3.31,1.95,4.66,2.61,14.88,52.18,1.3,3.3,3.66,33.70056604
806,(주)메타바이오메드,59210,201812,200804,,0,0,0,제조업,1,-18.36092164,8.526299244,-2.338439376,9.91,-198.5819296,-1.02,-2.12,-4.67,2.31,14.21,66.55,-1.44,-5.96,-4.33,66.67755365
807,(주)메타바이오메드,59210,201912,200804,,0,0,0,제조업,1,5.730741281,6.927765592,-6.929160607,3.86,139.985673,3.56,5.72,10.84,1.94,21.31,66.49,4.83,-2.5,-2.04,88.87123967
808,(주)멜파스,96640,201112,200912,,0,0,0,제조업,1,18.88036186,5.336620939,1.788992257,6.12,-61.2934146,7.85,7.67,10.65,-0.09,55.01,68.61,37.14,31.47,8.07,123.5874679
809,(주)멜파스,96640,201212,200912,,0,0,0,제조업,1,63.6431792,13.86864319,49.57368093,-0.96,63.54022446,5.11,8.77,15.86,0.44,55.83,68.06,13.41,1.38,0.64,153.2491262
810,(주)모나리자,12690,201112,198810,,0,0,0,제조업,1,-1.8409742,13.25157581,3.724918064,6.58,41.7925682,8.77,11.71,18.13,0.12,25.96,84.44,20.63,48.59,7.38,43.99685185
811,(주)모나리자,12690,201212,198810,,0,0,0,제조업,1,7.795757854,19.6843349,8.910512894,8.64,60.26761013,15.22,18.5,25.44,0.05,37.86,128.04,69.4,58.3,6.64,67.55130682
812,(주)모나리자,12690,201712,198810,,0,0,0,제조업,1,2.559545833,2.013659613,-3.325369038,1.14,-34.60712812,5.05,6.07,7.14,-0.22,66.91,271.34,408.16,56.93,6.12,118.1544633
813,(주)모나리자,12690,201812,198810,,0,0,0,제조업,1,-6.189634416,-7.838377178,-3.687961793,0.0,-150.4204657,-2.29,-3.12,-3.71,-0.27,63.53,236.52,-21.15,38.21,4.39,83.89949153
814,(주)모나리자,12690,201912,198810,,0,0,0,제조업,1,-0.53198273,0.93437092,4.355332816,4.52,189.9970973,3.14,3.59,4.28,-0.33,63.58,244.42,70.51,40.99,4.16,113.2373514
815,(주)모나미,5360,201112,197604,,0,0,0,도매 및 소매업,1,10.52982272,20.77958897,0.746892966,-10.34,209.7960616,1.05,6.16,21.24,2.55,34.33,62.2,1.51,-0.73,-0.38,108.877033
816,(주)모나미,5360,201212,197604,,0,0,0,도매 및 소매업,1,-6.773219696,-4.864038965,-6.88069026,-8.24,-26.16377393,-1.2,4.61,15.18,1.99,35.77,69.59,1.5,7.49,3.91,103.3950299
817,(주)모나미,5360,201712,197604,,0,0,0,도매 및 소매업,1,1.019669478,0.072507698,-1.793116686,8.93,-24.65660536,1.73,4.55,10.08,1.85,18.49,92.55,2.7,10.43,7.01,85.17983607
818,(주)모나미,5360,201812,197604,,0,0,0,도매 및 소매업,1,1.622544784,-1.238128641,-1.791594709,2.73,-8.921995353,0.45,4.09,9.24,1.9,15.33,81.29,2.39,9.92,7.05,84.50787234
819,(주)모나미,5360,201912,197604,,0,0,0,도매 및 소매업,1,6.433896713,1.442092411,-2.332148845,0.53,-73.54122366,-0.95,1.04,2.44,2.18,11.17,57.79,0.57,4.7,3.77,80.09529101
820,(주)모다,149940,201212,201209,44022.0,0,0,0,제조업,1,17.26822542,64.47985846,-30.83732754,0.0,-86.7342841,4.93,4.94,6.62,-0.23,49.45,491.73,25.14,110.02,10.08,55.54945455
821,(주)모다,149940,201712,201209,44022.0,0,0,0,제조업,1,72.49134944,53.04531396,26.15827802,-1.56,-188.641842,-14.27,-1.41,-4.91,6.45,-67.27,70.28,-0.25,1.34,3.17,-88.28790698
822,(주)모다,149940,201812,201209,44022.0,1,0,1,제조업,1,-25.32298956,-36.05506906,-7.462049273,-31.65,-104.1137957,-1.89,-2.84,-10.5,6.45,-112.34,57.85,-0.35,-10.44,-15.79,-56.35380952
823,(주)모다이노칩,80420,201112,200512,,0,0,0,도매 및 소매업,1,34.0274129,22.55672749,32.34111723,7.14,135.5450297,18.05,20.21,27.61,-0.37,82.74,252.49,21.32,48.72,20.83,149.4921569
824,(주)모다이노칩,80420,201212,200512,,0,0,0,도매 및 소매업,1,4.488971443,16.15953777,2.63690465,34.12,3.641017453,13.86,18.06,24.32,-0.05,86.43,364.36,17.35,107.13,27.93,124.2552924
825,(주)모다이노칩,80420,201712,200512,,0,0,0,도매 및 소매업,1,11.43570468,16.13058622,70.32403924,4.68,105.293533,6.26,8.19,18.79,1.43,56.29,74.58,5.33,16.56,19.34,171.1356703
826,(주)모다이노칩,80420,201812,200512,,0,0,0,도매 및 소매업,1,-1.662342557,20.80421233,3.03585639,6.16,-15.10683519,3.95,6.65,13.45,2.04,53.72,82.72,4.63,8.77,7.99,138.4081858
827,(주)모다이노칩,80420,201912,200512,,0,0,0,도매 및 소매업,1,39.3143836,2.047874771,-0.356996074,-8.56,-29.39625163,0.8,3.96,8.59,3.58,54.88,50.2,1.94,2.62,4.4,112.0556667
828,(주)모두투어네트워크,80160,201112,200507,,0,0,0,임대업,1,9.289468295,11.59932109,6.750362777,3.63,-13.7952508,10.44,12.67,24.19,-1.82,63.28,213.74,616.91,41.48,20.62,17.02927736
829,(주)모두투어네트워크,80160,201212,200507,,0,0,0,임대업,1,9.704915723,14.58275719,10.32150066,-1.17,26.97730814,12.41,14.95,26.97,-1.43,70.6,210.26,371.5,28.96,13.56,68.12009677
830,(주)모두투어네트워크,80160,201712,200507,,0,0,0,임대업,1,60.77811309,59.92096077,22.71918161,2.46,59.5829627,8.82,11.71,24.53,-0.33,81.88,145.19,66.09,19.74,12.01,79.54326139
831,(주)모두투어네트워크,80160,201812,200507,,0,0,0,임대업,1,-1.080601807,-1.147425404,25.4426256,-1.12,-48.29171395,3.62,4.94,10.37,-0.26,86.65,127.75,11.92,20.7,9.94,68.43653193
832,(주)모두투어네트워크,80160,201912,200507,,0,0,0,임대업,1,25.71539997,-4.262473658,-18.57789749,-6.39,-80.74721046,1.1,0.85,2.05,0.41,89.03,139.09,0.86,11.28,10.18,63.45751295
833,(주)모린스,110310,201112,200909,41740.0,0,0,0,제조업,1,-18.57622308,-36.05506906,-39.06662204,6.48,-449.4588517,-20.27,-11.54,-25.24,5.94,-9.93,33.38,-15.43,-3.13,-4.9,-88.28790698
834,(주)모린스,110310,201212,200909,41740.0,1,0,1,제조업,1,26.14282754,-36.05506906,85.69002802,17.39,9.610034364,-20.27,-11.54,-25.24,5.49,-107.39,33.38,-8.47,-11.39,-15.79,-83.37296296
835,(주)모바일리더,100030,201112,201005,,0,0,0,정보통신업,0,-3.553570792,0.001727421,-20.40554152,-25.57,-73.04199874,7.88,3.04,3.25,-3.09,61.48,933.26,476.05,114.34,27.93,69.34931298
836,(주)모바일리더,100030,201212,201005,,0,0,0,정보통신업,0,27.30315072,13.77741185,0.339001447,0.76,65.18410438,5.73,4.03,4.69,-3.09,65.08,531.0,1740.59,78.65,27.93,63.53931818
837,(주)모바일리더,100030,201712,201005,,0,0,0,정보통신업,0,-5.867303531,-6.065152832,-0.564256908,2.78,-29.55925065,2.96,1.76,1.89,-3.09,77.06,596.08,3543.84,103.47,16.64,73.015
838,(주)모바일리더,100030,201812,201005,,0,0,0,정보통신업,0,13.30400361,11.5380104,15.00096339,6.76,490.9838403,12.9,10.07,10.89,-3.09,78.98,831.11,3543.84,81.54,15.73,53.47088608
839,(주)모바일리더,100030,201912,201005,,0,0,0,정보통신업,0,4.659564292,-4.170500819,53.5266253,-16.46,44.41884627,-4.1,13.38,15.23,-2.84,73.6,399.66,3543.84,93.67,24.01,-25.01166667
840,(주)모베이스,101330,201112,201002,,0,0,0,제조업,1,15.91354118,13.16829117,17.96135205,0.0,110.5826665,3.23,5.4,9.88,0.46,65.31,98.44,4.54,18.44,8.45,44.68580913
841,(주)모베이스,101330,201212,201002,,0,0,0,제조업,1,4.422853678,24.71514051,56.69994222,-7.47,228.276989,14.32,16.35,27.92,0.32,66.87,126.53,16.34,46.58,11.07,61.89838565
842,(주)모베이스,101330,201712,201002,,0,0,0,제조업,1,1.105631177,-0.087635994,12.38639798,21.43,-30.47267124,6.18,9.4,11.3,-0.01,79.36,220.31,65.08,73.45,9.96,129.5122794
843,(주)모베이스,101330,201812,201002,,0,0,0,제조업,1,19.50049749,8.725486518,17.00157817,-16.18,-1.459993905,7.64,8.39,10.68,0.04,81.11,195.28,49.33,36.31,7.18,167.012193
844,(주)모베이스,101330,201912,201002,,0,0,0,제조업,1,80.33282474,52.72208491,73.85933784,-31.65,38.60033742,7.21,4.95,11.24,0.68,83.16,59.35,6.15,8.45,8.39,371.2395455
845,(주)모베이스전자,12860,201112,199410,,0,0,0,제조업,1,14.1010587,25.00127448,15.01210126,25.39,85.55717513,3.78,7.38,23.59,0.74,17.99,85.11,5.89,2.24,1.11,64.95892073
846,(주)모베이스전자,12860,201212,199410,,0,0,0,제조업,1,11.06407357,-3.647259924,10.47156677,0.76,-53.09613628,1.02,2.96,9.82,1.26,1.05,68.15,1.58,-0.59,-0.31,59.29533649
847,(주)모베이스전자,12860,201712,199410,,0,0,0,제조업,1,-10.80326408,-26.77357285,-2.862306731,1.18,-187.9619979,-7.13,-2.33,-8.74,1.25,0.9,52.22,-1.6,7.89,4.87,62.24231387
848,(주)모베이스전자,12860,201812,199410,,1,0,1,제조업,1,10.28012272,-5.613601327,1.091080098,-4.23,692.7769383,-2.79,0.28,1.25,1.49,0.91,51.84,0.15,6.77,4.77,94.436875
849,(주)모토닉,9680,201112,199401,,0,0,0,제조업,1,8.167041974,8.939096481,-12.13430886,3.01,-24.03761168,6.52,6.38,7.73,-3.09,12.94,933.26,141.5,26.51,7.13,138.0970803
850,(주)모토닉,9680,201212,199401,,0,0,0,제조업,1,6.480493511,5.886970258,-6.914100208,-2.55,-1.262465712,6.38,5.97,7.17,-3.09,7.05,909.48,161.17,15.3,4.84,145.3664419
851,(주)모토닉,9680,201712,199401,,0,0,0,제조업,1,-0.363531917,1.022854322,8.310775107,-13.6,438.4407241,2.94,2.95,3.24,-2.12,3.92,933.26,561.14875,39.36,6.67,140.0581818
852,(주)모토닉,9680,201812,199401,,0,0,0,제조업,1,0.607511973,-0.139629557,-7.695412485,-0.35,-43.21204156,2.26,1.67,1.83,-2.77,2.32,933.26,561.14875,52.26,10.44,123.3807368
853,(주)모토닉,9680,201912,199401,,0,0,0,제조업,1,1.550581918,3.237058518,6.343530149,-2.46,33.87831856,2.6,2.22,2.41,-2.86,3.89,933.26,965.54,78.52,12.46,105.797482
854,(주)모헨즈,6920,201112,198901,,0,0,0,제조업,1,30.60999898,9.212105075,16.1801038,7.94,8.360497754,2.0,3.44,11.75,1.25,-4.27,54.99,2.16,5.18,3.46,46.53720588
855,(주)모헨즈,6920,201212,198901,,0,0,0,제조업,1,-5.2508087,10.63387436,9.911651642,2.94,37.26282256,3.64,4.29,14.83,0.9,-0.66,49.59,3.66,12.51,6.76,58.26414286
856,(주)모헨즈,6920,201712,198901,,0,0,0,제조업,1,4.480069318,8.926535155,4.547673025,-7.41,-27.72399907,3.0,3.3,8.99,0.09,17.76,83.93,12.03,7.9,3.5,70.82746667
857,(주)모헨즈,6920,201812,198901,,0,0,0,제조업,1,-19.07553903,-8.160182359,-8.883828547,-1.33,-37.77404253,2.04,2.22,5.59,-0.12,30.34,113.02,20.42,17.67,6.4,85.23878378
858,(주)모헨즈,6920,201912,198901,,0,0,0,제조업,1,-13.71443008,1.990405056,-19.85816297,-4.05,-56.03614549,1.02,1.17,2.54,-0.21,33.58,126.52,17.16,5.59,1.89,79.70450704
859,(주)무학,33920,201112,201007,,0,0,0,제조업,1,24.26344949,17.53820263,27.07639765,48.62,62.87689817,13.84,18.19,25.15,-0.17,88.24,57.21,3543.84,64.29,27.93,106.0551346
860,(주)무학,33920,201212,201007,,0,0,0,제조업,1,15.6932363,27.81667449,7.720127195,-31.65,-14.96946708,9.16,12.29,15.72,-0.07,80.36,64.82,404.94,41.36,15.58,222.624723
861,(주)무학,33920,201712,201007,,0,0,0,제조업,1,10.98956906,9.132158174,-7.27913691,-12.3,-44.75172685,8.09,4.51,5.59,-0.42,90.73,86.09,53.21,26.94,14.44,198.3449923
862,(주)무학,33920,201812,201007,,0,0,0,제조업,1,-7.628818541,-5.477521686,-22.66846261,-2.47,-134.9757223,-3.14,-1.56,-1.93,-0.49,90.73,63.03,-11.59,0.83,0.48,42.04758294
863,(주)무학,33920,201912,201007,,0,0,0,제조업,1,0.912692963,1.670910879,-14.11327853,-0.47,-33.5849667,3.81,-2.16,-2.63,-0.69,90.73,109.0,-15.45,-7.93,-5.23,133.841381
864,(주)미래생명자원,218150,201812,201506,,0,0,0,제조업,1,10.09295509,15.24057991,-13.99386063,-10.81,30.66415602,5.46,6.09,7.46,0.22,59.5,338.77,7.44,32.72,5.26,112.3806061
865,(주)미래생명자원,218150,201912,201506,,0,0,0,제조업,1,13.00751002,4.357291944,42.27310174,12.12,-26.0574325,2.84,4.04,5.04,0.25,60.53,278.99,4.69,17.42,3.08,97.79810811
866,(주)미래아이앤지,7120,201112,199911,,0,0,0,정보통신업,0,6.232013481,8.668826642,85.69002802,-2.41,310.2421747,3.94,5.67,9.95,2.58,-5.11,64.48,3.14,8.63,5.8,94.99358025
867,(주)미래아이앤지,7120,201212,199911,,0,0,0,정보통신업,0,-8.714650059,6.503199985,36.07918112,33.33,-39.76919325,1.07,3.5,5.61,1.25,-3.97,106.25,2.68,13.25,4.61,59.42768519
868,(주)미래컴퍼니,49950,201112,200501,,0,0,0,제조업,1,22.53574739,40.84247179,22.81041966,6.08,126.2669706,13.51,12.0,22.58,0.71,62.7,139.65,14.44,-22.53,-8.95,138.298125
869,(주)미래컴퍼니,49950,201212,200501,,0,0,0,제조업,1,8.792573267,19.08557857,-10.73132964,33.33,29.46772394,11.98,14.64,24.0,1.24,66.55,153.4,12.43,-5.17,-2.17,121.1827344
870,(주)미코,59090,201112,200201,,0,0,0,제조업,1,20.91301452,-13.39049857,25.76603732,-2.0,-49.00754367,-2.49,3.14,9.82,3.51,16.09,54.55,0.95,11.29,9.89,49.53635036
871,(주)미코,59090,201212,200201,,0,0,0,제조업,1,0.427529998,9.131880319,4.970880678,2.92,124.0619946,2.67,6.73,21.75,3.75,17.22,55.18,1.96,8.31,6.71,53.05163121
872,(주)미코,59090,201712,200201,,0,0,0,제조업,1,21.03018594,48.18587466,30.47704043,24.71,56.18891451,10.33,15.78,29.75,0.8,9.74,138.19,13.12,27.4,12.7,81.08115854
873,(주)미코,59090,201812,200201,,0,0,0,제조업,1,64.31608203,26.98335104,23.65507716,8.84,55.83443226,12.1,16.99,34.21,1.55,17.98,205.11,10.29,19.22,15.52,84.10134454
874,(주)미코,59090,201912,200201,,0,0,0,제조업,1,21.96159836,13.75298754,3.846846409,15.97,-15.70516854,5.96,10.38,24.11,2.17,21.61,139.02,5.6,16.81,16.82,83.72913043
875,(주)미투온,201490,201712,201610,,0,0,0,정보통신업,0,80.33282474,43.98340605,59.65436429,10.34,-3.905107673,3.11,2.96,5.25,0.27,9.36,134.34,11.43,2.35,7.25,45.76140625
876,(주)미투온,201490,201812,201610,,0,0,0,정보통신업,0,2.05183271,39.35523815,85.69002802,-1.56,692.7769383,15.46,19.53,35.13,1.69,7.37,139.16,16.6,26.53,16.43,57.29619048
877,(주)미투온,201490,201912,201610,,0,0,0,정보통신업,0,14.84375342,8.167792155,20.58247292,-19.05,37.20225571,17.01,20.79,35.13,1.66,2.11,111.37,17.81,51.08,27.93,20.76078431
878,(주)바른손이앤에이,35620,201112,199908,,0,0,0,정보통신업,0,42.36251438,28.12788098,6.699411199,10.34,121.8414032,-1.62,6.71,10.78,2.51,-112.34,92.34,7.6,10.97,14.35,10.18
879,(주)바른손이앤에이,35620,201212,199908,,0,1,1,정보통신업,0,19.92658887,46.72421165,-34.94758483,-16.15,-215.9939202,15.45,-6.49,-8.53,6.24,-112.34,246.52,-3.84,-12.15,-15.79,14.8557764
880,(주)바른전자,64520,201112,200212,,0,0,0,제조업,1,-6.150131349,-36.05506906,9.783713159,2.71,-449.4588517,-20.27,-11.54,-25.24,1.56,-98.47,50.9,-7.08,6.73,2.84,-62.93731278
881,(주)바른전자,64520,201212,200212,,0,0,0,제조업,1,-18.43851337,-25.41765273,3.193135418,15.42,354.1166304,-7.22,10.02,35.13,1.89,-112.34,61.4,2.38,12.34,4.22,45.72694656
882,(주)바른전자,64520,201712,200212,,0,1,1,제조업,1,-23.67656978,-35.50925868,-30.2565922,-3.31,-449.4588517,-20.27,-11.54,-25.24,0.8,-42.4,58.13,-13.54,-11.24,-3.58,-10.15134286
883,(주)바이넥스,53030,201112,200108,,0,0,0,제조업,1,14.56847423,26.86733577,13.1549715,-0.34,144.4429137,3.32,4.07,5.8,1.42,14.46,157.32,3.53,4.18,2.35,65.39339041
884,(주)바이넥스,53030,201212,200108,,0,0,0,제조업,1,42.82732432,30.19746262,3.125320404,9.25,-95.206494,-5.4,0.14,0.21,3.64,2.01,116.6,0.07,-0.53,-0.5,30.42394984
885,(주)바이넥스,53030,201712,200108,,0,0,0,제조업,1,-5.265926416,-6.125565576,-4.971527708,2.05,-311.0832354,-6.68,-4.38,-5.49,1.94,-12.3,141.37,-3.9,17.21,7.65,43.74419598
886,(주)바이넥스,53030,201812,200108,,0,0,0,제조업,1,13.49951829,14.40976534,33.34359098,11.31,209.7062439,3.46,3.84,4.82,1.37,-5.07,125.28,3.37,28.43,10.43,81.79927765
887,(주)바이넥스,53030,201912,200108,,0,0,0,제조업,1,6.490450545,5.983545289,20.39095942,10.16,63.91415416,4.26,5.74,7.19,1.39,1.38,156.15,5.37,29.4,9.72,94.92930328
888,(주)바이오니아,64550,201112,200512,,1,0,1,제조업,1,9.147192533,-8.125522206,13.24452541,9.32,-449.4588517,-8.25,-6.89,-11.72,5.15,-60.03,132.14,-3.43,-0.59,-0.85,22.59340984
