회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,총자본정상영업이익률,자기자본순이익률,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,순운전자본회전률
(주)뷰웍스,100120,201712,200904,,0,0,0,제조업,1,0.055907525751483125,-0.08411909617549053,2.5,1.0390625,4.212941628264209,1.0061778135911896,0.0
(주)뷰웍스,100120,202012,200904,,0,0,0,제조업,1,0.6514024490986062,0.09528515377460216,1.6784615384615384,0.7656250000000001,1.2955069124423964,0.1573999462798818,0.0
(주)브리지텍,64480,201112,200806,,0,0,0,정보통신업,0,-0.27444096807496526,-0.7356581341284072,-0.10307692307692307,0.26855468750000006,1.7536482334869432,0.9503088906795593,-0.4032258064516127
(주)브리지텍,64480,201312,200806,,0,0,0,정보통신업,0,0.7263607081904583,0.13786462729341775,1.6830769230769234,1.302734375,1.2379032258064517,0.566747246843943,-0.25806451612903214
(주)브리지텍,64480,201412,200806,,0,0,0,정보통신업,0,-0.43270543035552944,-0.6097061140128089,0.2646153846153847,0.419921875,1.8780721966205838,1.5487510072522157,-0.5645161290322579
(주)브리지텍,64480,201512,200806,,0,0,0,정보통신업,0,1.2525438219428455,1.1588705177406382,1.0030769230769232,0.9404296874999999,0.5854454685099847,0.43781896320171904,-0.43548387096774177
(주)브리지텍,64480,201612,200806,,0,0,0,정보통신업,0,0.05652077732134247,0.32917930292672964,1.3276923076923075,1.0986328125,2.041666666666667,1.0760139672307278,-0.45161290322580633
(주)브리지텍,64480,201712,200806,,0,0,0,정보통신업,0,-2.1002257945219567,-1.7909127485172454,-1.9630769230769227,-1.3525390625,2.927227342549923,2.140746709642761,-0.8064516129032256
(주)브리지텍,64480,202012,200806,,0,0,0,정보통신업,0,0.9691841691660714,3.672802688075052,-0.0646153846153846,-0.328125,0.004416282642089102,-0.37872683319903305,0.5806451612903227
(주)브이원텍,251630,201712,201707,,0,0,0,제조업,1,2.5680329870989786,0.7942615711586668,2.5,1.9248046875,1.0589477726574503,2.3781896320171905,-0.9193548387096772
(주)브이원텍,251630,202012,201707,,0,0,0,제조업,1,0.5686796766570722,0.38046297069622886,0.4215384615384616,0.06542968749999999,1.0286098310291858,0.5742680633897393,-1.0322580645161288
(주)브이티지엠피,18290,201112,199409,,1,0,1,제조업,1,-0.1734305644469308,-1.8526074844576532,-1.0446153846153845,-3.3251953124999996,-0.3995775729646698,-0.27128659683051304,-0.9193548387096772
(주)블루베리엔에프티,44480,201112,200101,,0,0,0,제조업,1,0.6955655543224927,-5.497345634351675,-1.712307692307692,-1.67578125,-0.5401305683563749,-0.684931506849315,0.1612903225806453
(주)블루베리엔에프티,44480,201312,200101,,0,0,0,제조업,1,-0.640020058863127,-0.36153314290794086,-0.23692307692307685,-0.552734375,1.5758448540706604,-0.0628525382755842,0.04838709677419359
(주)블루베리엔에프티,44480,201412,200101,,0,0,0,제조업,1,-1.426393063216595,-2.537175443577337,-1.2630769230769232,-0.9238281250000001,0.6937403993855606,-0.1917808219178082,-0.35483870967741915
(주)블루베리엔에프티,44480,201512,200101,,1,0,1,제조업,1,-0.40454470425174305,-0.5302783487950704,-1.5646153846153845,-1.2099609375,-0.255568356374808,-0.5742680633897395,-0.37096774193548365
(주)블루콤,33560,201112,201101,,0,0,0,제조업,1,-2.1002257945219567,-1.1257483812960283,-0.6676923076923077,-0.455078125,0.32392473118279563,-0.14665592264302982,-0.8548387096774193
(주)블루콤,33560,201312,201101,,0,0,0,제조업,1,2.2025416765875856,1.2808506438288079,1.1769230769230767,0.5693359374999999,4.212941628264209,0.8439430566747246,-0.22580645161290308
(주)블루콤,33560,201412,201101,,0,0,0,제조업,1,3.8711263783549237,1.6341412759319245,2.5,1.6728515624999998,2.6918202764976957,0.4969110932044049,1.0161290322580647
(주)블루콤,33560,201512,201101,,0,0,0,제조업,1,0.3023078141421604,-0.05671343946613694,2.173846153846154,1.4619140624999998,4.212941628264209,1.3392425463336017,0.7903225806451616
(주)블루콤,33560,201612,201101,,0,0,0,제조업,1,0.2812602639874331,-0.20191113532866217,1.4784615384615383,0.7900390625,4.212941628264209,0.9127048079505775,0.7741935483870971
