,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,종업원1인당부가가치율_계산,당좌자산회전률
6198,(주)코콤,15710,201312,199709,,0,0,0,제조업,1,9.372044981,3.428355178,14.29634406,-12.99,-12.24128464,4.72,0.41,69.55,127.37,88.94,11.59,18.9,8.11,140.4146031,91.89537313,3.13
6199,(주)코콤,15710,201412,199709,,0,0,0,제조업,1,-5.053848349,6.967907203,8.71577866,-7.46,91.49248394,8.87,0.52,71.38,290.98,191.5,17.69,19.7,5.76,52.09210561,141.991371,3.87
6200,(주)코콤,15710,201512,199709,,0,0,0,제조업,1,3.986344728,17.60948136,6.969947853,7.26,1.965466752,9.11,0.16,66.86,300.23,187.74,45.47,27.66,5.3,56.18355681,149.0911278,4.38
6201,(주)코콤,15710,201612,199709,,0,0,0,제조업,1,6.996037063,5.824711424,2.832558342,-0.75,-10.07403743,7.76,0.04,68.45,271.64,169.06,136.62,23.34,4.87,59.76584264,135.040303,4.18
6202,(주)코콤,15710,201712,199709,,0,0,0,제조업,1,9.431045729,8.755343959,25.63565304,20.45,43.64128187,10.3,0.03,70.74,290.03,219.95,192.51,37.29,6.94,36.88245584,138.7188679,4.05
6203,(주)코콤,15710,201812,199709,,0,0,0,제조업,1,14.53130213,10.56390516,14.34313992,5.03,35.38764813,12.44,-0.05,73.29,277.79,223.15,254.28,43.07,9.09,30.73222586,179.4921557,3.2
6204,(주)코콤,15710,201912,199709,,0,0,0,제조업,1,-0.134196421,4.241264845,-18.15810713,-4.79,-22.40922029,9.04,-0.11,74.1,336.55,286.23,192.48,50.77,11.2,21.2741268,166.431195,2.18
6205,(주)코콤,15710,202012,199709,,0,0,0,제조업,1,2.60909085,3.895456573,-11.18218077,-8.81,-18.53085886,7.28,-0.1,74.85,357.41,299.16,152.57,47.28,11.45,22.62888075,154.0782069,1.93
6206,(주)코텍,52330,201112,200107,,0,0,0,제조업,1,19.12657427,13.97933391,6.254579156,9.71,43.5152491,12.36,-0.55,58.45,443.21,346.19,117.26,15.36,2.92,-97.01510175,153.9443805,1.93
6207,(주)코텍,52330,201212,200107,,0,0,0,제조업,1,3.762436993,11.21234807,1.562015939,11.06,3.693823988,12.44,-1.06,61.54,653.3,467.19,553.79,89.95,11.79,-186.1176525,149.7020319,1.93
6208,(주)코텍,52330,201312,200107,,0,0,0,제조업,1,5.001621581,6.935577797,4.232469965,7.97,-3.108792215,11.55,-0.74,63.44,809.13,488.44,566.1,75.26,8.62,-320.6885381,144.652583,2.14
6209,(주)코텍,52330,201412,200107,,0,0,0,제조업,1,-0.864858088,0.378561698,-12.34649072,5.54,-73.51337859,3.0,-0.67,64.88,887.12,522.19,1582.82,25.01,2.9,-364.930609,90.21751748,2.03
6210,(주)코텍,52330,201512,200107,,0,0,0,제조업,1,29.1131204,28.89317063,62.59290148,22.73,378.6985632,12.59,-0.19,59.91,898.23,628.35,560.29,27.04,2.53,-269.8803532,151.1877208,2.48
6211,(주)코텍,52330,201612,200107,,0,0,0,제조업,1,17.15213584,14.20351011,23.1154576,11.11,11.35291919,11.45,-0.27,66.28,730.81,546.77,560.29,53.74,5.91,-184.0453291,153.9726667,2.07
6212,(주)코텍,52330,201712,200107,,0,0,0,제조업,1,9.482350806,7.568894242,9.910034936,7.95,14.23412839,11.58,-0.41,68.04,667.11,516.31,560.29,53.78,6.66,-150.7971465,134.0246793,1.84
6213,(주)코텍,52330,201812,200107,,0,0,0,제조업,1,7.741929396,10.86914456,5.837648956,-6.18,26.85246052,13.53,-0.72,71.81,784.05,584.91,560.29,71.14,7.29,-199.1447856,190.5419241,1.82
6214,(주)코텍,52330,201912,200107,,0,0,0,제조업,1,8.545386739,9.712176807,-17.69791161,-2.78,-21.91016422,9.38,-1.08,73.71,768.99,582.34,560.29,121.58,26.09,27.90081769,177.7835677,1.56
6215,(주)코텍,52330,202012,200107,,0,0,0,제조업,1,-8.340682423,-5.684881613,-34.61010458,-10.42,-102.8787109,-0.28,-1.13,74.01,988.98,720.6,-18.52,121.58,22.63,30.18987925,66.0765407,1.18
6216,(주)코프라,126600,201112,201011,,0,0,0,제조업,1,41.39812426,14.23378748,23.27601569,3.7,-3.963311717,11.01,0.43,58.96,202.69,125.25,13.3,-19.54,-4.33,-77.43671678,163.5432143,4.4
6217,(주)코프라,126600,201212,201011,,0,0,0,제조업,1,5.035609909,15.86210962,5.005569478,19.64,44.49666492,13.51,0.37,64.45,246.57,146.24,21.4,-0.15,-0.03,-100.3327406,181.0567164,4.13
6218,(주)코프라,126600,201312,201011,,0,0,0,제조업,1,22.29316424,18.28889966,3.281070334,2.99,31.01722809,14.13,0.26,68.54,474.38,338.78,29.05,55.51,11.87,36.21909972,215.9171014,2.71
6219,(주)코프라,126600,201412,201011,,0,0,0,제조업,1,27.4770471,19.75294219,15.33126608,23.19,11.94365684,13.91,0.21,71.97,184.45,128.6,21.82,36.68,9.91,66.13752059,220.1208235,3.01
6220,(주)코프라,126600,201512,201011,,0,0,0,제조업,1,27.86096009,38.3094562,9.987443839,12.94,20.53524557,13.13,0.03,64.97,356.85,289.45,25.25,33.63,8.88,26.24175207,230.2883333,2.45
6221,(주)코프라,126600,201612,201011,,0,0,0,제조업,1,16.28873169,14.55606324,12.3613309,4.17,12.80297553,12.2,-0.27,68.68,243.76,196.41,29.61,23.21,6.58,32.93914251,217.5554,2.01
6222,(주)코프라,126600,201712,201011,,0,0,0,제조업,1,14.11646367,11.7968078,3.586421126,7.0,-40.98319444,6.26,-0.36,64.89,246.38,190.19,13.48,12.19,3.99,38.38501119,118.9528972,1.75
6223,(주)코프라,126600,201812,201011,,0,0,0,제조업,1,17.63188337,3.629860785,19.71659928,0.0,-24.21134669,4.09,-0.11,65.87,196.85,129.66,7.61,-3.81,-1.55,69.3779602,118.4814019,1.94
6224,(주)코프라,126600,201912,201011,,0,0,0,제조업,1,-6.554657381,7.284248179,13.33829293,-6.54,44.41222442,5.65,0.02,66.97,258.7,185.15,17.47,9.27,2.4,46.34875949,156.5201,2.17
6225,(주)코프라,126600,202012,201011,,0,0,0,제조업,1,-3.831407711,8.761968434,-17.48353354,-3.0,26.31687672,7.53,-0.48,70.49,371.21,282.45,40.08,59.89,12.6,32.7260836,194.4319588,1.75
6226,(주)콘텐트리중앙,36420,201912,201910,,0,0,0,정보통신업,0,41.45554683,-0.08400041,8.396432097,-1.6,1.944874543,3.57,1.38,4.45,69.79,62.26,2.46,4.36,5.83,-24.93693648,15.26413129,2.13
6227,(주)콘텐트리중앙,36420,202012,201910,,0,0,0,정보통신업,0,27.02250417,-31.51271657,-34.34607107,-30.12,-260.3713576,-4.31,4.66,-3.8,51.15,47.07,-2.4,3.25,10.84,-8.358774013,-30.00749462,1.41
6228,(주)콤텍시스템,31820,201112,199702,,0,0,0,정보통신업,0,0.932001032,-8.157394814,8.763373854,5.63,-64.93069676,3.43,-0.19,19.96,142.25,124.03,9.82,16.17,5.94,43.13158776,88.10639053,2.51
6229,(주)콤텍시스템,31820,201212,199702,,0,0,0,정보통신업,0,2.543272668,9.473307972,-11.22478703,44.64,-79.63847303,0.66,-0.42,24.69,158.16,131.54,3.58,5.1,2.05,45.78276625,57.68258359,1.99
6230,(주)콤텍시스템,31820,201312,199702,,0,0,0,정보통신업,0,0.126056035,1.248270507,13.24960193,20.67,-233.7256282,-0.87,-0.3,28.1,162.92,142.05,-5.55,-3.25,-1.14,33.16596714,60.51821159,2.16
6231,(주)콤텍시스템,31820,201412,199702,,0,0,0,정보통신업,0,-2.487645138,-8.547410812,2.441401584,-19.14,-392.7342207,-4.35,-0.18,17.3,155.05,137.16,-21.04,4.74,1.68,32.48609569,54.51956386,2.22
6232,(주)콤텍시스템,31820,201512,199702,,0,0,0,정보통신업,0,-7.738449816,5.896236306,-21.39666503,-30.12,594.6717064,0.62,-0.03,24.01,153.76,128.19,1.71,6.68,2.46,47.56604276,92.53469512,2.02
6233,(주)콤텍시스템,31820,201612,199702,,0,0,0,정보통신업,0,20.84298849,5.700140062,14.0605568,44.64,116.9953607,1.28,-0.09,26.63,149.4,136.17,6.36,4.24,1.86,26.76940447,58.746275,2.15
6234,(주)콤텍시스템,31820,201712,199702,,0,0,0,정보통신업,0,-18.12120412,2.156635835,-13.92631966,-12.75,39.72729876,1.8,-0.17,28.23,181.0,157.8,4.86,14.93,5.02,28.6499258,64.24260745,1.79
6235,(주)콤텍시스템,31820,201812,199702,,0,0,0,정보통신업,0,6.429163051,31.94345321,-12.85136037,6.59,48.58358612,2.99,-0.59,36.29,265.47,249.03,53.28,9.68,2.83,-16.43767267,84.29465054,1.68
6236,(주)콤텍시스템,31820,201912,199702,,0,0,0,정보통신업,0,42.24086505,23.25031662,82.96258463,28.76,-3.602152851,2.22,-0.04,29.23,189.75,168.67,17.89,-13.37,-3.73,-21.07965107,64.5023382,2.54
6237,(주)콤텍시스템,31820,202012,199702,,0,0,0,정보통신업,0,14.95630509,4.912758673,-0.079513683,-6.26,-42.75507438,0.94,-0.03,29.98,171.43,153.76,4.27,17.69,6.38,24.7461115,73.30501114,2.03
6238,(주)쿠첸,225650,201612,201509,43724.0,0,0,0,제조업,1,8.841468269,9.335509373,82.96258463,0.0,353.2963082,9.2,-0.05,11.41,174.63,123.96,280.9,3.48,0.51,-50.67010069,94.89696875,5.74
6239,(주)쿠첸,225650,201712,201509,43724.0,0,0,0,제조업,1,-0.635655345,-9.309544831,-12.96873605,-9.38,-185.6415981,-7.9,-0.12,2.72,150.33,100.68,-21.04,13.45,2.59,-49.64548645,45.10151724,5.2
6240,(주)쿠첸,225650,201812,201509,43724.0,0,0,0,제조업,1,-8.661266941,1.141462135,-5.863502903,-1.72,520.8170956,1.97,-0.12,3.87,170.12,102.6,3609.853333,10.44,1.67,-67.51325359,70.14642105,5.71
6241,(주)큐로,15590,201112,198905,,0,0,0,제조업,1,14.10298543,-24.90295417,22.63232142,8.58,-356.1110787,-7.53,2.93,37.08,86.2,83.66,-2.63,-8.48,-7.32,-18.41495972,23.69264822,1.7
6242,(주)큐로,15590,201212,198905,,0,0,0,제조업,1,-6.125138787,14.3386895,11.94024001,-0.59,199.1778395,7.42,3.05,41.07,86.44,81.89,2.27,-3.36,-2.28,-33.55051171,100.4921074,1.88
6243,(주)큐로,15590,201312,198905,,0,0,0,제조업,1,0.214626775,14.26653592,-15.18689266,0.99,-17.98720337,6.27,2.99,48.43,93.33,89.39,2.23,7.02,5.35,-59.09804137,102.8520866,1.64
6244,(주)큐로,15590,201412,198905,,0,0,0,제조업,1,12.49624039,-2.445460411,23.90337555,6.89,-69.56963586,1.79,2.09,46.14,89.65,87.55,0.79,2.37,1.73,-20.25745949,72.29104972,1.78
6245,(주)큐로,15590,201512,198905,,1,0,1,제조업,1,-6.505013979,-17.59836396,-24.759449,-6.45,-346.253165,-4.44,2.69,41.08,90.17,88.72,-2.02,-6.17,-5.86,-1.450297573,57.4534252,1.29
6246,(주)큐로컴,40350,201112,200201,,0,0,0,정보통신업,0,-20.99070825,-29.60834054,-35.24625967,-9.09,-8.386930775,-4.58,-1.55,-92.25,164.43,160.11,-2.07,-19.54,-13.66,6.703132791,-10.769,0.56
6247,(주)큐로컴,40350,201212,200201,,1,0,1,정보통신업,0,-5.009545693,-1.939200936,-14.22055933,-15.0,-22.6002953,-5.68,-2.91,-92.25,187.08,184.37,-3.15,-19.23,-13.66,3.105673639,102.7058824,0.56
6248,(주)큐로홀딩스,51780,201112,200106,,0,0,0,도매 및 소매업,1,29.8843902,1.828569125,22.93766315,-11.11,33.34060452,-2.76,5.3,-74.14,51.15,33.02,-0.57,-6.7,-13.66,-8.640772024,68.64925,2.2
6249,(주)큐로홀딩스,51780,201212,200106,,0,0,0,도매 및 소매업,1,10.64927237,-21.04300627,26.56571346,15.0,23.43082222,-1.77,5.3,-87.01,51.15,33.02,-0.31,-5.13,-13.66,-8.970035603,5.093695652,2.32
6250,(주)큐로홀딩스,51780,201312,200106,,0,0,0,도매 및 소매업,1,-8.436808873,0.1446361,-7.256486722,44.64,492.7501184,0.45,5.3,-79.04,51.15,33.02,0.08,-4.45,-13.66,-7.762461945,31.34897059,2.81
6251,(주)큐로홀딩스,51780,201412,200106,,0,0,0,도매 및 소매업,1,0.576634561,75.73790395,-16.64190193,-30.12,-121.026394,-0.1,5.3,-74.4,51.15,33.02,-0.02,-1.0,-3.41,-7.696261211,102.8426471,3.97
6252,(주)큐로홀딩스,51780,201512,200106,,0,0,0,도매 및 소매업,1,20.02984772,97.82298994,13.11103735,23.53,-273.4430599,-0.33,5.3,-92.25,51.15,37.39,-0.09,-8.02,-13.66,-19.78687491,126.7352381,2.46
6253,(주)큐로홀딩스,51780,201612,200106,,0,0,0,도매 및 소매업,1,-0.961284276,12.0567055,-1.699768086,40.48,-432.3986363,-10.89,5.3,-92.25,74.6,51.0,-13.85,-19.54,-13.66,-92.88285823,-75.62221774,1.73
6254,(주)큐로홀딩스,51780,201712,200106,,0,0,0,도매 및 소매업,1,-22.36308992,-31.51271657,5.243008264,42.37,56.36071698,-9.38,5.19,-92.25,109.62,84.38,-6.27,-19.54,-13.66,262.4488353,-75.62221774,1.74
6255,(주)큐로홀딩스,51780,201812,200106,,0,0,0,도매 및 소매업,1,-5.89124434,-23.13320598,64.1977209,2.38,91.69927554,-1.07,5.3,-92.25,96.91,79.76,-0.39,-11.12,-12.76,-443.0832004,-39.78837209,1.83
6256,(주)큐로홀딩스,51780,201912,200106,,0,0,0,도매 및 소매업,1,-4.639291181,11.08299024,2.123486545,-30.12,172.7479006,1.55,5.3,-92.25,82.65,57.41,0.28,-3.26,-3.04,-145.4342867,-20.58744681,1.87
6257,(주)큐로홀딩스,51780,202012,200106,,0,0,0,도매 및 소매업,1,22.31660149,46.53471234,32.60465141,-21.28,-68.29298225,0.45,3.42,-92.25,163.28,81.81,0.15,-13.56,-9.23,128.7388795,-75.62221774,2.95
6258,(주)큐브엔터테인먼트,182360,201612,201311,,0,0,0,정보통신업,0,-22.34687305,-17.42340661,-13.09686259,20.59,-432.3986363,-10.89,-0.38,-30.39,442.55,442.55,-21.04,-19.54,-13.66,0.0,17.30121951,1.08
6259,(주)큐브엔터테인먼트,182360,201712,201311,,0,0,0,정보통신업,0,3.099577921,-8.332443056,25.43388735,-10.98,594.6717064,0.97,-0.29,-48.49,289.4,289.4,30.13,-19.54,-9.47,0.0,57.37671233,1.54
6260,(주)큐브엔터테인먼트,182360,201812,201311,,0,0,0,정보통신업,0,30.23789341,5.934325416,41.13424385,10.96,594.6717064,7.58,-0.22,-40.35,165.94,165.94,95.53,38.88,13.66,0.0,109.2259259,1.96
6261,(주)큐브엔터테인먼트,182360,201912,201311,,0,0,0,정보통신업,0,11.00616546,5.325799738,-13.43547305,2.47,-50.23825506,3.16,-0.16,-32.98,168.58,168.58,5.79,24.32,11.73,0.0,115.4253012,1.74
6262,(주)큐브엔터테인먼트,182360,202012,201311,,0,0,0,정보통신업,0,78.27578096,102.2875763,23.83139513,33.73,-44.06548204,1.18,0.06,-12.52,307.39,285.12,3.75,11.39,6.67,10.73677497,101.8537838,1.47
6263,(주)큐에스아이,66310,201112,200611,,0,0,0,제조업,1,8.413130875,11.30855074,7.603200739,-6.02,-17.45430435,12.12,-0.25,50.64,839.83,608.75,338.84,47.67,6.68,-231.076976,96.00552,1.47
6264,(주)큐에스아이,66310,201212,200611,,0,0,0,제조업,1,20.68054514,19.76438295,-1.664018572,2.4,-45.57858273,5.26,-0.13,45.27,766.46,576.45,189.17,74.81,13.82,28.51042523,72.27429688,1.2
6265,(주)큐에스아이,66310,201312,200611,,0,0,0,제조업,1,8.367899232,8.368387693,-4.00158013,3.13,42.59237419,6.92,-1.71,50.21,706.65,552.95,321.68,115.69,24.13,25.33468028,81.01265152,1.04
6266,(주)큐에스아이,66310,201412,200611,,0,0,0,제조업,1,6.135574885,5.708060394,-5.531812692,3.79,-6.241853503,6.3,-1.79,53.79,691.84,513.57,307.44,89.51,21.74,30.12139278,78.67722628,0.96
6267,(주)큐에스아이,66310,201512,200611,,0,0,0,제조업,1,-2.026912756,2.345438539,5.276323924,-5.84,-59.70069867,2.49,-1.56,56.72,1052.91,822.43,165.31,112.79,15.62,24.18660672,75.87093023,1.0
6268,(주)큐에스아이,66310,201612,200611,,0,0,0,제조업,1,-0.378469734,1.091184866,-13.62851208,-2.33,-36.24014301,1.61,-1.56,57.85,1062.09,940.6,398.73,110.76,13.84,25.88996469,70.44269841,0.88
6269,(주)큐에스아이,66310,201712,200611,,0,0,0,제조업,1,-0.89980317,-0.394040662,2.760251764,2.38,19.3266964,1.93,-2.1,59.25,1062.09,940.6,217.68375,113.75,12.36,27.47228253,66.36604651,1.0
6270,(주)큐에스아이,66310,201812,200611,,0,0,0,제조업,1,-1.830861477,-2.062222619,-16.81364553,-10.85,-198.7174381,-1.93,-2.91,57.39,1058.86,732.73,217.68375,121.58,18.33,34.01214179,41.13878261,1.03
6271,(주)큐에스아이,66310,201912,200611,,0,0,0,제조업,1,8.229654869,5.848220776,20.48340924,6.96,352.8730665,0.74,-2.6,55.7,829.71,641.02,19.66,80.6,14.11,25.85837258,65.45512195,1.19
6272,(주)큐에스아이,66310,202012,200611,,0,0,0,제조업,1,27.42706481,0.256447999,1.428254024,5.69,3.450080544,0.65,0.21,57.8,288.24,210.6,0.64,9.64,8.33,41.24546905,73.98123077,1.0
6273,(주)크라운제과,264900,201812,201704,,0,0,0,제조업,1,1.241915087,6.123172641,12.84937252,0.0,-4.16469236,6.09,0.72,14.62,80.68,59.92,7.06,12.68,6.68,-20.75791016,74.84861997,5.04
6274,(주)크라운제과,264900,201912,201704,,0,0,0,제조업,1,0.044114293,10.81771871,-0.493747182,-2.43,30.92429019,7.97,0.62,22.72,117.79,80.96,10.77,15.84,7.82,-36.8232815,75.74857143,5.5
6275,(주)크라운제과,264900,202012,201704,,0,0,0,제조업,1,-1.761003637,7.479943802,-1.31274026,-4.26,-11.56602509,7.11,0.54,30.77,93.17,68.0,10.96,19.79,9.04,-25.16679547,84.88398664,5.63
6276,(주)크라운해태홀딩스,5740,201112,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.760779112,-7.687971216,5.949413476,0.67,-11.56205203,7.41,3.61,69.72,72.94,55.21,1.95,5.17,4.13,-65.49508015,76.84921017,4.92
6277,(주)크라운해태홀딩스,5740,201212,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.899748478,7.72928691,1.895665898,1.54,-6.787313674,6.88,3.03,11.98,63.05,47.57,2.16,9.94,7.47,-41.89158519,74.0544232,5.0
6278,(주)크라운해태홀딩스,5740,201312,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.352753237,2.20252658,-1.42454167,-1.32,-7.839033726,6.39,2.59,10.86,55.59,42.14,2.38,11.8,8.98,-30.29678746,73.90282565,5.0
6279,(주)크라운해태홀딩스,5740,201412,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.184467203,9.931921419,-3.055798113,-0.27,-9.935484848,5.75,2.34,13.66,65.36,48.95,2.4,11.36,8.65,-47.38474583,81.11056932,4.87
6280,(주)크라운해태홀딩스,5740,201512,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,2.913287562,14.62216744,11.05842576,6.16,39.2983802,7.91,1.61,16.74,69.17,51.37,4.44,12.28,8.34,-57.7349913,81.21209464,5.68
6281,(주)크라운해태홀딩스,5740,201612,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.013557632,33.41924686,-1.260626739,-5.55,-24.60400425,5.73,1.26,16.42,62.22,47.61,4.23,12.59,8.19,-38.68259584,78.14438878,5.27
6282,(주)크라운해태홀딩스,5740,201712,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,11.33818897,21.7643532,-15.70638158,-30.12,-48.12875539,2.75,1.22,90.82,62.33,46.65,2.76,7.65,6.25,-41.61782527,169.8053846,4.23
6283,(주)크라운해태홀딩스,5740,201812,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.894005599,0.145372775,8.978314739,1.92,21.48967414,3.2,1.34,13.31,63.03,46.6,2.81,7.84,5.69,-44.44017021,275.9677358,4.94
6284,(주)크라운해태홀딩스,5740,201912,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-3.757347012,-6.843635092,-3.376150251,7.55,-5.084689707,3.12,1.33,5.82,55.6,39.03,2.76,11.55,8.52,-37.32689532,-75.62221774,5.57
6285,(주)크라운해태홀딩스,5740,202012,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-11.69438977,5.921493336,-12.50849976,44.64,37.74335053,4.66,1.24,13.55,61.71,45.2,4.69,14.42,9.47,-43.13782543,435.6739286,5.51
6286,(주)크레버스,96240,201112,200806,,0,0,0,교육 서비스업,0,9.53564905,14.73177276,-2.550843852,-19.2,224.5429492,20.54,-1.23,52.52,295.21,290.09,39.8,107.69,15.23,2.621153234,32.93144928,2.73
6287,(주)크레버스,96240,201212,200806,,0,0,0,교육 서비스업,0,22.5505624,5.565367641,9.319593267,-4.35,-10.50034448,18.99,-1.31,53.67,181.47,179.55,27.93,61.81,15.73,2.357004883,29.44015152,3.02
6288,(주)크레버스,96240,201312,200806,,0,0,0,교육 서비스업,0,26.78403272,-0.050647051,10.87092903,-7.58,-4.211135561,14.57,0.27,56.81,161.9,157.78,8.5,23.19,10.1,6.649949163,129.8661967,2.89
6289,(주)크레버스,96240,201412,200806,,0,0,0,교육 서비스업,0,-0.914696959,-12.89782308,4.150401,8.85,-28.65437216,9.34,0.02,56.58,67.38,64.7,8.97,20.24,9.64,-8.234900872,100.134247,2.9
6290,(주)크레버스,96240,201512,200806,,0,0,0,교육 서비스업,0,3.788145657,-5.058114998,3.868978327,44.64,-39.23450165,5.59,0.15,50.62,77.95,75.07,6.2,22.7,11.67,-13.02558584,53.07462998,3.13
6291,(주)크레버스,96240,201612,200806,,0,0,0,교육 서비스업,0,18.82552875,36.75117462,2.262188556,14.8,-75.71944721,1.22,0.15,26.17,92.93,89.32,1.52,21.47,11.28,-51.14766824,26.64233058,2.77
6292,(주)크레버스,96240,201712,200806,,0,0,0,교육 서비스업,0,-2.268514121,9.802806031,6.342558855,-14.05,594.6717064,9.49,0.26,24.37,86.42,81.88,10.45,29.36,12.34,-33.44012377,67.52951923,3.17
6293,(주)크레버스,96240,201812,200806,,0,0,0,교육 서비스업,0,14.21831291,6.680939603,3.614819971,21.54,12.85765656,10.11,0.16,21.25,69.55,66.29,14.58,31.43,15.86,-10.7066976,57.57636076,3.61
6294,(주)크레버스,96240,201912,200806,,0,0,0,교육 서비스업,0,16.28389717,-1.929631553,14.59439648,7.12,43.53307787,12.59,0.6,21.3,72.21,69.69,12.41,34.98,21.16,-9.077667691,62.16361891,3.5
6295,(주)크레버스,96240,202012,200806,,0,0,0,교육 서비스업,0,8.389437187,18.07577899,2.883321023,3.84,-25.26315422,8.4,0.54,16.64,104.03,102.07,10.54,37.43,22.1,48.63005723,68.66773826,2.66
6296,(주)크리스에프앤씨,110790,201812,201810,,0,0,0,제조업,1,28.93179824,67.13337315,-8.241645327,0.0,-5.882952545,18.05,0.25,68.68,290.94,137.98,44.15,40.4,10.53,80.10785235,250.3176154,3.9
6297,(주)크리스에프앤씨,110790,201912,201810,,0,0,0,제조업,1,1.913304168,5.931777863,0.607089223,10.38,-13.51347886,13.73,0.0,74.84,323.33,136.36,58.13,40.9,9.5,83.72114066,206.6801742,3.09
6298,(주)크리스에프앤씨,110790,202012,201810,,0,0,0,제조업,1,13.09041829,10.67111874,12.7070884,8.36,32.12580651,16.86,0.09,81.63,283.41,147.51,80.47,59.93,15.05,74.09325536,247.0541158,3.18
6299,(주)크린앤사이언스,45520,201112,200012,,0,0,0,제조업,1,2.531287855,-3.372297036,13.0536546,12.78,594.6717064,2.04,1.1,31.95,112.85,79.94,1.05,7.35,4.02,256.1638011,53.51573333,2.49
6300,(주)크린앤사이언스,45520,201212,200012,,0,0,0,제조업,1,-5.30565199,6.803799061,5.290856822,-13.33,108.0141997,4.35,1.11,35.18,122.49,85.96,2.22,9.4,4.23,162.4319561,67.36153846,2.82
6301,(주)크린앤사이언스,45520,201312,200012,,0,0,0,제조업,1,1.948850827,8.049422974,15.16938065,6.15,13.54202053,5.03,0.54,39.3,155.49,106.09,3.51,7.46,2.82,89.02020733,71.2484058,3.23
6302,(주)크린앤사이언스,45520,201412,200012,,0,0,0,제조업,1,-0.852202143,12.20640401,3.724076742,-3.62,37.1735732,6.87,0.44,43.5,187.71,124.81,5.67,7.07,2.24,71.71765479,82.17924812,3.23
6303,(주)크린앤사이언스,45520,201512,200012,,0,0,0,제조업,1,10.96388338,9.294641375,5.857207778,11.28,55.97772093,10.2,0.49,53.68,232.79,152.61,8.57,18.11,6.12,60.37728742,90.57905405,3.34
6304,(주)크린앤사이언스,45520,201612,200012,,0,0,0,제조업,1,16.15017215,14.18043199,0.757590828,-4.73,3.031078815,9.24,0.52,59.77,239.63,186.9,9.0,25.0,9.94,37.76375631,99.36808511,2.66
6305,(주)크린앤사이언스,45520,201712,200012,,0,0,0,제조업,1,29.6709033,18.55151925,28.57501244,6.38,44.53186825,10.82,0.39,65.64,172.77,121.96,11.7,14.71,6.46,69.82072076,109.2375333,2.76
6306,(주)크린앤사이언스,45520,201812,200012,,0,0,0,제조업,1,23.855416,15.50737592,23.51330661,10.0,28.96576116,11.04,0.54,71.72,192.74,132.11,11.17,8.9,4.17,65.37674107,123.9804242,3.01
6307,(주)크린앤사이언스,45520,201912,200012,,0,0,0,제조업,1,42.5410792,14.99864458,24.23411627,4.24,34.06642024,11.03,0.26,75.9,149.95,99.22,14.01,8.51,5.3,101.5646263,142.2946512,3.18
6308,(주)크린앤사이언스,45520,202012,200012,,0,0,0,제조업,1,21.71057429,26.23451006,27.18975468,9.3,73.76240667,14.71,0.57,82.48,156.24,109.27,14.23,16.76,9.78,83.5251779,179.2488298,3.31
6309,(주)클라우드에어,36170,201112,199912,,0,0,0,제조업,1,24.61274064,36.38651383,2.255285548,10.34,-21.60982583,6.67,-2.91,12.98,290.83,261.87,6.13,41.06,28.6,-28.9597472,145.3623438,0.65
6310,(주)클라우드에어,36170,201212,199912,,0,0,0,제조업,1,55.61666453,21.10547033,82.96258463,44.64,-68.09703759,1.3,2.03,13.41,138.79,95.55,0.92,8.61,5.17,111.4662285,81.91542289,1.84
6311,(주)클라우드에어,36170,201312,199912,,0,0,0,제조업,1,-4.5560514,-6.080910236,15.16380934,-10.45,105.6456122,2.74,1.47,15.09,140.26,95.19,2.04,10.29,5.24,111.9379583,63.69055556,2.14
6312,(주)클라우드에어,36170,201412,199912,,0,0,0,제조업,1,3.415087092,6.170681348,-2.380370426,-7.22,-157.2692824,-1.58,1.24,13.24,151.98,117.37,-1.41,13.16,6.83,66.57837485,65.99904192,1.91
6313,(주)클라우드에어,36170,201512,199912,,0,0,0,제조업,1,-21.41520366,7.878484094,-38.67458151,-30.12,206.2103264,1.64,2.33,-14.57,438.69,424.22,1.91,23.23,14.87,4.273478143,60.78,0.56
6314,(주)클라우드에어,36170,201612,199912,,0,0,0,제조업,1,-8.754127974,1.827154865,-14.13827839,4.62,-22.30955962,1.51,-0.79,-10.12,1062.09,940.6,3.84,45.64,13.93,3.571681181,102.0158824,0.56
6315,(주)클라우드에어,36170,201712,199912,,0,0,0,제조업,1,37.51803477,8.041826168,-6.067237637,2.94,34.95985795,1.8,-0.96,-8.3,276.09,269.82,4.83,14.58,23.03,3.559099183,48.89528571,0.56
