,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,종업원1인당부가가치율_계산,당좌자산회전률
2539,(주)셀트리온제약,68760,201412,200602,,0,0,0,제조업,1,13.78459821,27.3218237,26.75245391,7.08,2.16,3.99,310.7211526,131.25,63.19,2.71,-13.99,-13.66,74.42936782,1.03
2540,(주)셀트리온제약,68760,201512,200602,,0,0,0,제조업,1,13.52431025,10.17076092,11.96816588,20.4,1.45,5.3,322.8429605,132.77,67.21,0.95,6.66,20.53,61.8728401,1.02
2541,(주)셀트리온제약,68760,201612,200602,,0,0,0,제조업,1,-5.289801067,17.13188606,40.2485981,23.39,-3.3,5.3,-666.7428202,237.39,146.39,-1.77,-3.88,-6.13,42.12680851,1.15
2542,(주)셀트리온제약,68760,201712,200602,,0,0,0,제조업,1,6.376374411,6.114014206,29.62381572,14.7,1.9,3.96,471.3515502,169.85,117.36,1.58,-10.3,-13.39,116.3633052,1.08
2543,(주)셀트리온제약,68760,201812,200602,,0,0,0,제조업,1,-3.790422769,-8.033749173,8.111200674,9.61,0.73,3.65,-275.6061016,137.87,108.9,0.6,1.27,1.58,81.79486154,0.97
2544,(주)셀트리온제약,68760,201912,200602,,0,0,0,제조업,1,4.096921672,3.702005623,18.13222704,2.77,3.19,2.86,252.3436154,126.63,104.44,2.81,11.04,12.15,112.1059431,1.11
2545,(주)셀트리온제약,68760,202012,200602,,0,0,0,제조업,1,16.36887706,7.331113801,34.61167248,23.5,4.64,1.78,584.7334131,124.89,95.14,5.16,12.95,13.72,111.5795273,1.41
2546,(주)셀트리온헬스케어,91990,201712,201707,,0,0,0,도매 및 소매업,1,44.63109976,102.2875763,21.8210579,0.0,6.78,1.88,1206.391193,281.8,123.36,6.83,-7.0,-8.89,685.3952381,1.08
2547,(주)셀트리온헬스케어,91990,201812,201707,,0,0,0,도매 및 소매업,1,2.558803129,-4.025966869,-24.57057571,-5.11,-1.46,-0.66,105.1408158,218.38,85.72,-21.04,-14.41,-13.66,596.2469231,0.6
2548,(주)셀트리온헬스케어,91990,201912,201707,,0,0,0,도매 및 소매업,1,-3.380089787,1.859719532,58.3809899,-10.77,2.86,0.37,451.3505248,248.93,97.35,12.1,-14.71,-13.66,685.3952381,1.03
2549,(주)셀트리온헬스케어,91990,202012,201707,,0,0,0,도매 및 소매업,1,31.26793008,16.02958945,47.84534392,16.38,10.99,0.37,1583.603504,211.06,88.33,42.24,-5.16,-5.73,685.3952381,1.3
2550,(주)셀피글로벌,68940,201112,201010,,0,0,0,제조업,1,23.59682051,19.74391871,12.97625639,-3.33,20.54,0.15,521.6399577,284.19,199.67,20.86,57.38,16.18,114.8818103,2.65
2551,(주)셀피글로벌,68940,201212,201010,,0,0,0,제조업,1,13.09335524,23.07868638,17.53103431,30.17,17.03,-0.44,428.7288798,357.56,238.79,27.17,56.89,12.46,84.91364238,2.72
2552,(주)셀피글로벌,68940,201312,201010,,0,1,1,제조업,1,0.764233588,1.248813996,-27.73139936,-27.15,0.88,-0.5,36.37636608,362.09,279.33,1.78,27.62,8.32,57.27445455,1.68
2553,(주)소프트센,32680,201312,199707,,0,0,0,도매 및 소매업,1,78.27578096,70.07293565,82.96258463,0.0,1.17,0.95,51.46797244,133.76,100.49,1.13,-7.61,-7.7,34.05978495,1.2
2554,(주)소프트센,32680,201412,199707,,0,0,0,도매 및 소매업,1,66.28944322,102.2875763,82.96258463,44.64,3.13,0.41,102.8653144,161.71,148.72,4.09,0.23,0.1,61.29761905,1.54
2555,(주)소프트센,32680,201512,199707,,0,0,0,도매 및 소매업,1,-22.36308992,-4.664547312,-12.6506624,16.93,-6.74,-0.22,-104.6239881,247.75,215.51,-21.04,-14.88,-2.85,38.01325792,1.74
2556,(주)소프트센,32680,201612,199707,,0,0,0,도매 및 소매업,1,48.28310253,3.861594822,60.10719325,2.26,1.91,0.05,-28.50934283,150.18,133.35,5.07,-19.54,-6.78,62.36544248,3.13
2557,(주)소프트센,32680,201712,199707,,0,0,0,도매 및 소매업,1,21.77454036,7.76308117,23.13036922,-21.24,0.63,0.79,-25.10866944,191.55,173.07,0.34,3.21,1.04,70.81247191,2.74
2558,(주)소프트센,32680,201812,199707,,0,0,0,도매 및 소매업,1,1.547970226,5.409907907,-6.251735531,-10.11,1.73,0.81,-17.57395838,152.52,126.07,1.09,-3.08,-1.05,73.904375,2.48
2559,(주)소프트센,32680,201912,199707,,0,0,0,도매 및 소매업,1,-22.36308992,-8.841419322,-28.89513481,-30.12,0.35,0.47,-100.0967215,210.56,202.28,0.5,36.85,10.27,65.69634146,1.86
2560,(주)소프트센,32680,202012,199707,,0,0,0,도매 및 소매업,1,18.72344697,28.82706612,-16.91818357,-30.12,5.74,-0.03,25.13454019,252.74,251.48,263.36,-19.54,-9.14,55.72529412,1.51
2561,(주)손오공,66910,201112,200501,,0,0,0,도매 및 소매업,1,5.594879578,-15.0226338,1.790014392,-2.16,2.94,2.84,0.619317364,137.07,82.94,1.07,6.38,4.41,94.82147059,2.54
2562,(주)손오공,66910,201212,200501,,0,0,0,도매 및 소매업,1,-15.1026513,0.13392941,8.568687863,-13.24,2.47,2.42,-2.80171024,113.9,66.72,0.93,20.01,9.59,54.4659322,2.71
2563,(주)손오공,66910,201312,200501,,1,0,1,도매 및 소매업,1,-7.885737608,-31.11328463,-27.51646973,-6.78,-10.89,2.44,-482.0004693,149.7,94.14,-5.71,20.69,15.27,-39.966,2.34
2564,(주)솔고바이오메디칼,43100,201112,200008,,0,0,0,제조업,1,-0.139664198,-9.304039699,23.08057038,0.57,-4.12,2.76,-112.4326547,147.61,72.88,-2.22,-1.93,-1.78,36.47534091,1.81
2565,(주)솔고바이오메디칼,43100,201212,200008,,0,0,0,제조업,1,-9.021960672,-21.09783527,8.863130149,-0.57,-8.92,2.45,-162.9384254,109.76,54.86,-4.55,-4.01,-3.59,-4.021771429,2.17
2566,(주)솔고바이오메디칼,43100,201312,200008,,0,0,0,제조업,1,-4.838226877,-5.023490584,-10.76637935,8.0,-7.75,2.97,-93.42245364,113.76,59.94,-3.34,-1.86,-1.78,-20.36285714,2.02
2567,(주)솔고바이오메디칼,43100,201412,200008,,0,0,0,제조업,1,-12.38961604,-4.66997044,-14.00103577,-4.23,-1.47,3.47,-39.67485201,113.34,55.9,-0.59,4.93,4.41,48.82861878,1.9
2568,(주)솔고바이오메디칼,43100,201512,200008,,0,0,0,제조업,1,-4.993169327,27.15495927,-25.5767649,-21.55,-10.89,3.41,-84.64111582,174.12,71.84,-6.2,-6.0,-4.33,16.49429577,1.78
2569,(주)솔고바이오메디칼,43100,201612,200008,,0,0,0,제조업,1,-8.13375111,-12.86239387,5.750030069,3.52,-10.89,1.53,-92.36609389,151.96,51.85,-14.58,-19.54,-13.66,-8.27122449,2.49
2570,(주)솔고바이오메디칼,43100,201712,200008,,0,0,0,제조업,1,31.62607243,44.38662982,-2.155769399,7.48,-10.64,1.13,-71.17581229,234.84,120.29,-11.31,-19.54,-13.66,-11.46417722,1.93
2571,(주)솔고바이오메디칼,43100,201812,200008,,0,0,0,제조업,1,15.99039218,10.37533203,-2.88569824,-10.13,-10.89,1.13,-94.97601758,260.0,177.29,-21.04,-19.54,-13.66,-47.02549296,1.12
2572,(주)솔고바이오메디칼,43100,201912,200008,,0,0,0,제조업,1,-22.36308992,-31.51271657,-4.874829137,-13.38,-9.03,0.79,-116.1695644,195.04,126.91,-10.2,-19.54,-13.66,-75.62221774,0.93
2573,(주)솔고바이오메디칼,43100,202012,200008,,0,0,0,제조업,1,1.279715976,4.826788542,6.585733017,-15.45,0.92,1.72,28.33373338,147.92,60.74,0.93,-19.54,-13.66,77.70442308,1.41
2574,(주)솔루에타,154040,201312,201312,,0,0,0,제조업,1,78.27578096,102.2875763,57.63151251,0.0,20.54,1.07,3268.661425,340.63,263.57,20.51,26.57,6.22,154.6153456,2.81
2575,(주)솔루에타,154040,201412,201312,,0,0,0,제조업,1,-9.041778938,6.935322125,-13.87727065,5.99,3.65,-0.36,249.7514174,451.31,360.73,17.56,95.15,12.55,59.16773913,1.88
2576,(주)솔루에타,154040,201512,201312,,0,0,0,제조업,1,15.32761011,14.65122704,-18.93004793,-8.26,13.3,-1.0,851.0877779,454.97,373.99,182.05,112.25,21.78,113.6640758,1.61
2577,(주)솔루에타,154040,201612,201312,,0,0,0,제조업,1,78.27578096,-3.046717508,82.96258463,-30.12,-0.08,-0.03,-312.7015823,148.05,129.97,-0.05,18.37,11.96,21.00859813,2.15
2578,(주)솔루에타,154040,201712,201312,,0,0,0,제조업,1,21.97176521,12.49078191,11.06302708,44.64,1.54,1.93,0.816123606,127.52,112.57,0.58,5.89,4.48,68.00107784,1.77
2579,(주)솔루에타,154040,201812,201312,,0,0,0,제조업,1,5.033122683,-14.41834512,45.77060713,2.4,2.67,1.54,-1359.067399,93.44,50.7,1.3,0.73,0.45,8.030409357,2.92
2580,(주)솔루에타,154040,201912,201312,,0,0,0,제조업,1,-12.40590158,-1.051261551,12.77683068,-9.36,3.1,1.13,-262.1787151,101.28,74.46,1.65,4.8,2.15,60.09445161,3.8
2581,(주)솔루에타,154040,202012,201312,,0,0,0,제조업,1,5.121437465,-20.48582767,-11.72775365,-11.61,4.27,1.17,-1196.924904,87.31,71.85,2.35,10.0,6.15,63.11284672,2.8
2582,(주)솔본,35610,201112,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,21.07410589,1.871839158,66.46639941,-15.38,0.0,0.23,-36.54150916,204.46,170.5,0.01,-4.64,-1.99,251.3681818,1.64
2583,(주)솔본,35610,201212,199908,,1,0,1,"전문, 과학 및 기술 서비스업",0,-8.276881063,-2.264417755,-3.226714563,36.36,-2.58,0.17,-236.4928951,220.06,183.33,-5.31,11.48,3.99,395.6246667,1.65
2584,(주)쇼박스,86980,201112,200607,,1,0,1,정보통신업,0,-3.750194308,-4.629400007,82.96258463,4.76,-8.97,-1.52,-235.5453674,313.09,312.69,-21.04,-19.54,-13.66,659.7740909,0.6
2585,(주)수산아이앤티,50960,201612,201610,,0,0,0,정보통신업,0,51.95150405,52.25222164,15.43265623,0.0,9.72,-2.24,765.524663,1062.09,940.6,901.35,121.58,28.6,109.65625,0.56
2586,(주)수산아이앤티,50960,201712,201610,,0,0,0,정보통신업,0,2.70879884,3.914075639,0.840196292,-15.18,6.2,-2.91,623.9760036,1062.09,940.6,901.35,121.58,28.6,123.7966316,0.56
2587,(주)수산아이앤티,50960,201812,201610,,0,0,0,정보통신업,0,4.776120336,3.658278553,-0.749285675,7.37,3.63,-2.91,462.1752333,1062.09,940.6,901.35,121.58,28.6,27.60333333,0.56
2588,(주)수산아이앤티,50960,201912,201610,,0,0,0,정보통신업,0,6.351333369,4.754113259,-1.648403694,-17.65,3.62,-2.91,430.0235521,1062.09,940.6,1784.85,121.58,28.6,110.3941667,0.56
2589,(주)수산아이앤티,50960,202012,201610,,0,0,0,정보통신업,0,17.04064932,6.662923844,43.47583891,-1.19,3.18,-1.12,299.6593097,316.46,288.0,17.85,30.06,15.55,144.546747,0.77
2590,(주)수산중공업,17550,201112,199108,,0,0,0,제조업,1,39.56210164,37.98541624,15.64200842,10.84,14.91,0.63,245.1250218,158.89,82.82,19.08,18.1,6.7,152.1868478,3.8
2591,(주)수산중공업,17550,201212,199108,,0,0,0,제조업,1,12.06063604,13.95837,9.567449459,7.61,12.7,0.62,232.2633113,185.95,99.23,14.5,17.01,6.28,146.5373232,3.52
2592,(주)수산중공업,17550,201312,199108,,0,0,0,제조업,1,3.514052448,3.401589816,-2.823688208,14.65,3.44,0.44,78.57891948,179.78,82.46,5.82,7.7,3.03,79.99823789,3.43
2593,(주)수산중공업,17550,201412,199108,,0,0,0,제조업,1,-1.939758733,7.713173392,-14.35713288,-0.44,5.57,0.43,118.3402274,191.57,94.22,12.42,7.19,2.74,83.93548673,3.02
2594,(주)수산중공업,17550,201512,199108,,0,0,0,제조업,1,-10.59732695,-0.449748774,-11.41841035,-7.52,3.59,0.36,25.53262423,245.98,140.57,8.08,35.31,10.43,74.71267943,2.59
2595,(주)수산중공업,17550,201612,199108,,0,0,0,제조업,1,-8.910938487,2.377230423,-12.77593194,5.74,3.43,0.05,53.76657209,371.18,186.5,22.43,89.93,17.55,66.78900452,2.56
2596,(주)수산중공업,17550,201712,199108,,0,0,0,제조업,1,1.707145993,1.2424938,14.76897106,-1.81,3.01,-0.07,53.61479251,402.63,228.89,50.89,59.35,10.51,69.85834101,3.04
2597,(주)수산중공업,17550,201812,199108,,0,0,0,제조업,1,78.27578096,7.121122808,-16.99626685,-7.83,0.27,0.19,123.202246,204.65,88.78,1.3,4.22,5.28,64.91755,2.1
2598,(주)수산중공업,17550,201912,199108,,0,0,0,제조업,1,-10.62656205,1.382609409,82.96258463,-29.0,3.73,1.69,2.692281468,158.3,74.71,2.69,9.01,4.73,86.46239437,3.75
2599,(주)수산중공업,17550,202012,199108,,0,0,0,제조업,1,29.07024598,3.279206173,-12.6588219,0.0,3.34,1.13,74.68127539,118.01,77.55,4.4,12.42,11.96,64.59739437,2.09
2600,(주)슈프리마,236200,201612,201602,,0,0,0,제조업,1,16.72920737,14.39374919,0.0,0.0,11.38,-2.38,1570.94903,1006.98,915.68,2461.535,121.58,28.6,150.3055652,0.79
2601,(주)슈프리마,236200,201712,201602,,0,0,0,제조업,1,9.09638818,10.18111998,11.56830707,12.17,12.54,-2.18,1283.742166,1062.09,940.6,2461.535,121.58,27.91,111.4071318,0.84
2602,(주)슈프리마,236200,201812,201602,,0,0,0,제조업,1,12.21204656,11.75886825,12.10110504,12.4,11.12,-2.91,1609.914759,1062.09,940.6,2461.535,121.58,26.43,126.4034483,0.8
2603,(주)슈프리마,236200,201912,201602,,0,0,0,제조업,1,28.18395329,25.53954086,36.72267728,4.14,18.58,-2.91,3606.462733,776.07,664.69,3609.853333,121.58,28.6,236.2284106,0.97
2604,(주)슈프리마,236200,202012,201602,,0,0,0,제조업,1,3.554627012,6.940863423,-19.90976914,14.57,7.03,-2.91,1309.964185,1062.09,940.15,401.59,121.58,28.6,85.4766474,0.81
2605,(주)슈프리마아이디,317770,201912,201908,,0,1,1,제조업,1,75.41422679,87.08741737,-33.19622245,0.0,1.4,-2.89,369.9494072,1062.09,940.6,110.03,121.58,26.05,118.913871,0.56
2606,(주)슈프리마에이치큐,94840,201112,200807,,0,0,0,제조업,1,5.38389546,4.113159753,26.85786916,3.13,3.92,-2.91,413.0172461,1059.75,889.87,52.7,52.85,10.58,120.5321212,0.63
2607,(주)슈프리마에이치큐,94840,201212,200807,,0,0,0,제조업,1,14.52672165,15.98473053,25.99505676,10.61,14.92,-2.91,1162.250204,1062.09,916.77,216.0,121.58,20.57,269.229863,0.78
2608,(주)슈프리마에이치큐,94840,201312,200807,,0,0,0,제조업,1,10.30024338,10.66540774,-1.454185254,36.99,11.76,-2.91,842.248031,1062.09,911.48,229.27,121.58,28.6,173.5449,0.72
2609,(주)슈프리마에이치큐,94840,201412,200807,,0,0,0,제조업,1,11.21168384,11.75551257,27.99395537,44.64,12.18,-2.89,1000.928707,1062.09,940.6,395.52,121.58,27.74,141.234702,0.82
2610,(주)슈프리마에이치큐,94840,201512,200807,,0,0,0,제조업,1,-22.36308992,-31.51271657,-38.67458151,27.15,0.29,-1.98,1673.780981,920.72,828.2,13.88,121.58,28.6,20.21463542,0.56
2611,(주)슈프리마에이치큐,94840,201612,200807,,0,0,0,제조업,1,44.65347607,47.26476294,16.85345239,-30.12,3.43,-1.74,368.4008732,1062.09,940.6,897.83,121.58,28.6,92.45642857,0.65
2612,(주)슈프리마에이치큐,94840,201712,200807,,0,0,0,제조업,1,3.25258674,3.657378248,-10.85921686,-28.57,2.92,-2.68,444.3146572,1062.09,940.6,3609.853333,72.86,16.87,93.2856,0.58
2613,(주)슈프리마에이치큐,94840,201812,200807,,0,0,0,제조업,1,11.0588267,9.871028847,12.13263592,-30.12,5.32,-2.91,700.6983491,1062.09,940.6,3609.853333,79.57,21.86,154.7625806,0.58
2614,(주)슈프리마에이치큐,94840,201912,200807,,0,0,0,제조업,1,21.49342454,21.50562196,-18.51061139,-3.23,1.27,-2.91,786.7552407,1062.09,940.6,392.82,64.42,26.34,364.9236667,0.56
2615,(주)슈프리마에이치큐,94840,202012,200807,,0,0,0,제조업,1,4.101636781,4.112097451,0.354069073,0.0,2.42,-2.91,654.7150262,1062.09,940.6,284.77,51.7,21.9,271.336,0.56
2616,(주)슈피겐코리아,192440,201412,201411,,0,0,0,제조업,1,78.27578096,102.2875763,82.96258463,0.0,20.54,-0.66,6202.818272,758.72,698.62,989.51,121.58,15.52,490.9938,1.89
2617,(주)슈피겐코리아,192440,201512,201411,,0,0,0,제조업,1,23.61919561,30.76080854,4.28282899,33.0,20.54,-1.58,6526.285547,1062.09,940.6,2519.75,121.58,24.71,382.1934586,1.11
2618,(주)슈피겐코리아,192440,201612,201411,,0,0,0,제조업,1,20.839827,17.4877107,21.03106004,30.08,20.54,-1.31,6201.66036,713.89,653.28,3609.853333,121.58,19.78,312.3552601,1.25
2619,(주)슈피겐코리아,192440,201712,201411,,0,0,0,제조업,1,19.63015277,14.34556201,25.51239704,16.76,20.44,-0.96,6540.221026,499.63,447.73,327.88,88.56,14.24,241.6912871,1.56
2620,(주)슈피겐코리아,192440,201812,201411,,0,0,0,제조업,1,15.24011661,18.03523134,18.61039676,22.28,17.74,-1.09,6869.749723,619.39,555.67,218.73,104.09,13.85,254.6307692,1.64
2621,(주)슈피겐코리아,192440,201912,201411,,0,0,0,제조업,1,16.65930313,12.74789075,15.62258388,39.68,13.71,-1.23,6479.811909,516.0,429.52,69.41,68.37,11.44,208.4049275,1.88
2622,(주)슈피겐코리아,192440,202012,201411,,0,0,0,제조업,1,17.07372802,14.56135104,30.7112591,6.09,20.54,-0.98,8814.455012,423.29,337.63,150.54,83.05,13.97,172.7606284,2.43
2623,(주)스마트솔루션즈,136510,201112,201111,,0,0,0,제조업,1,55.47460069,85.31798615,23.96036499,0.0,18.03,-2.82,1085.335556,1062.09,940.6,2095.51,59.07,4.51,127.2505357,0.82
2624,(주)스마트솔루션즈,136510,201212,201111,,0,0,0,제조업,1,-6.476234114,-6.656774441,-38.67458151,1.79,-6.67,-2.91,-365.515,1062.09,940.6,-21.04,-19.54,-13.66,35.10298246,0.56
2625,(주)스마트솔루션즈,136510,201312,201111,,0,0,0,제조업,1,7.846711404,6.567484054,82.96258463,15.79,5.79,-2.44,245.0657407,1062.09,940.6,3609.853333,40.22,4.43,81.35818182,0.76
2626,(주)스마트솔루션즈,136510,201412,201111,,0,0,0,제조업,1,-8.450954931,-7.638727863,-31.37340082,-15.15,-3.01,-2.91,-119.0125926,1062.09,940.6,974.26,121.58,19.76,63.19017857,0.56
2627,(주)스마트솔루션즈,136510,201512,201111,,0,0,0,제조업,1,-3.774288131,-5.099619941,4.967608702,5.36,1.27,-2.09,38.39574074,1062.09,940.6,974.26,121.58,25.74,62.20830508,0.58
2628,(주)스마트솔루션즈,136510,201612,201111,,0,0,0,제조업,1,40.38058135,21.9470926,36.35841389,-13.56,3.37,-0.77,300.2712963,294.85,230.01,1708.51,10.78,5.45,68.11254902,0.83
2629,(주)스마트솔루션즈,136510,201712,201111,,0,0,0,제조업,1,17.35071649,11.12849871,82.96258463,44.64,8.67,0.13,559.4168519,238.26,201.12,21.88,1.41,0.52,99.65295455,1.55
2630,(주)스마트솔루션즈,136510,201812,201111,,0,0,0,제조업,1,1.787202167,-0.676844826,-12.36834272,22.73,-1.59,0.08,170.0509086,285.97,247.28,-3.68,-0.46,-0.22,84.77703704,1.12
2631,(주)스마트솔루션즈,136510,201912,201111,,1,1,1,제조업,1,-10.68543298,-18.71509704,-22.10745397,-16.67,-10.89,0.66,-1059.838613,163.38,136.49,-21.04,-19.54,-13.66,4.839666667,0.94
2632,(주)스맥,99440,201112,200905,,0,0,0,제조업,1,78.27578096,100.6312569,82.96258463,44.64,4.74,1.07,249.0648453,117.8,65.52,3.09,1.3,0.76,84.52171569,4.43
2633,(주)스맥,99440,201212,200905,,0,0,0,제조업,1,13.49685957,8.801700672,8.002654923,5.88,5.46,1.66,102.0451594,135.19,79.35,2.82,-5.94,-3.75,92.19666667,3.09
2634,(주)스맥,99440,201312,200905,,0,0,0,제조업,1,28.41107978,27.40061883,-4.636308479,2.31,4.01,2.96,287.606209,143.93,85.89,1.5,-7.69,-6.56,111.7563348,2.36
2635,(주)스맥,99440,201412,200905,,0,0,0,제조업,1,15.1869214,34.02568563,9.090886726,-0.9,3.28,1.98,120.3878339,181.54,118.5,1.96,0.29,0.23,101.8200457,1.96
2636,(주)스맥,99440,201512,200905,,0,0,0,제조업,1,-10.30780567,2.90297644,-12.63169297,-6.39,2.31,2.13,153.6729015,167.95,97.05,1.53,-0.19,-0.14,118.5481463,1.71
2637,(주)스맥,99440,201612,200905,,0,0,0,제조업,1,22.60688685,7.62065941,0.610400281,-7.8,1.94,2.47,83.12483451,179.57,115.64,1.29,10.12,10.32,120.0894709,1.39
2638,(주)스맥,99440,201712,200905,,0,0,0,제조업,1,-5.144086309,6.106722339,31.23345003,11.11,2.24,1.77,13.21157865,174.98,99.84,1.52,8.1,5.45,108.2776667,2.01
2639,(주)스맥,99440,201812,200905,,0,0,0,제조업,1,7.914787532,0.364997628,-17.01225928,3.81,-0.3,1.88,-61.53233719,180.9,92.23,-0.23,-2.23,-2.08,112.4356881,1.85
2640,(주)스맥,99440,201912,200905,,1,0,1,제조업,1,1.973745741,0.237041062,2.437550636,-8.72,-6.62,2.52,-602.9294266,128.02,54.05,-3.97,-9.63,-9.03,26.3619598,2.17
2641,(주)스카이문스테크놀로지,33790,201112,200106,,0,0,0,제조업,1,-6.594728558,-0.881912525,-17.60381261,-8.77,-2.18,-2.73,17.07082391,863.87,759.6,-21.04,80.02,9.08,31.93134615,1.26
2642,(주)스카이문스테크놀로지,33790,201212,200106,,1,1,1,제조업,1,-7.786620413,-8.362125607,-38.67458151,-15.38,-10.74,-2.91,-200.7087649,744.0,700.38,-21.04,6.42,1.33,-20.93431818,0.7
2643,(주)스킨앤스킨,159910,201212,201212,,0,0,0,제조업,1,78.27578096,102.2875763,24.21004623,0.0,12.75,-0.28,730.0162246,524.66,481.23,83.42,66.37,28.6,152.3460938,1.09
2644,(주)스킨앤스킨,159910,201312,201212,,0,0,0,제조업,1,-2.79236445,-3.885014582,-38.67458151,26.56,-7.67,0.17,-238.624851,145.99,90.14,-21.04,31.57,28.6,7.172469136,0.92
2645,(주)스킨앤스킨,159910,201412,201212,,1,0,1,제조업,1,2.296613669,-19.58961779,-13.7840771,20.99,-10.89,3.91,-746.1330625,72.28,53.97,-12.45,-9.31,-13.66,-17.77,2.05
2646,(주)스타플렉스,115570,201112,201001,,0,0,0,제조업,1,74.48375726,9.626178831,82.96258463,-6.81,-2.2,1.49,-1449.285185,73.69,44.09,-1.11,-7.82,-4.4,103.8099543,6.18
2647,(주)스타플렉스,115570,201212,201001,,0,0,0,제조업,1,6.565341739,-20.8418828,24.36436468,8.22,2.02,3.13,-2238.020276,70.55,50.42,0.45,-7.87,-4.37,14.63953586,4.55
2648,(주)스타플렉스,115570,201312,201001,,0,0,0,제조업,1,-22.36308992,-4.044742864,-38.67458151,2.95,3.65,3.29,-343.3422222,61.07,33.69,1.79,15.18,13.12,86.31184426,2.23
2649,(주)스타플렉스,115570,201412,201001,,0,0,0,제조업,1,-3.228925023,9.778783332,-12.30458225,4.51,4.0,3.01,-226.5367055,58.79,33.02,2.03,11.02,9.64,65.70988235,4.5
2650,(주)스타플렉스,115570,201512,201001,,0,0,0,제조업,1,-2.39023811,-6.036219894,-9.837871482,-4.31,5.97,2.66,-810.1857766,72.67,48.16,3.7,9.31,9.07,32.90118852,3.23
2651,(주)스타플렉스,115570,201612,201001,,0,0,0,제조업,1,-0.709290052,17.94082907,7.736651821,-7.38,7.72,1.75,968.6339722,76.98,41.42,6.57,8.46,6.59,76.36778761,3.02
2652,(주)스타플렉스,115570,201712,201001,,0,0,0,제조업,1,9.173932682,-15.5220853,1.972534396,-4.42,1.9,2.04,-1340.928678,74.45,44.8,1.47,-3.94,-4.01,55.07199074,2.91
2653,(주)스타플렉스,115570,201812,201001,,0,0,0,제조업,1,-2.763708553,11.85584594,9.321358071,-3.24,0.05,2.36,1006.933351,76.35,40.06,0.03,-2.9,-2.38,67.53559809,3.1
2654,(주)스타플렉스,115570,201912,201001,,1,0,1,제조업,1,-1.18570299,-10.96412729,-2.481508874,-8.61,0.97,2.61,-962.5438545,103.11,51.21,0.54,-2.2,-1.97,32.23884817,3.38
2655,(주)스튜디오산타클로스엔터테인먼트,204630,201612,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,78.27578096,102.2875763,40.69418461,44.64,-1.01,0.93,-20.64826404,1018.91,940.6,-1.08,-6.01,-2.9,80.10622222,0.65
2656,(주)스튜디오산타클로스엔터테인먼트,204630,201712,201412,,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,-4.490758958,6.108289622,60.0008151,-6.67,-0.91,0.31,-86.15356925,1028.83,940.6,-0.74,-19.54,-10.76,29.74857143,1.17
2657,(주)스틸플라워,87220,201112,200910,43228.0,0,0,0,제조업,1,46.73269107,28.79370107,50.6262048,16.67,4.88,2.16,440.4079452,118.19,81.88,1.98,-11.22,-8.29,143.4257143,2.68
2658,(주)스틸플라워,87220,201212,200910,43228.0,0,0,0,제조업,1,4.785814112,4.680384265,4.324180566,-17.86,4.45,2.62,418.6150685,122.94,106.34,1.73,3.82,2.84,194.2940373,1.97
2659,(주)스틸플라워,87220,201312,200910,43228.0,0,0,0,제조업,1,-3.66468969,-10.81784583,-38.67458151,-9.32,-2.53,4.58,-807.5636301,110.03,91.85,-0.96,15.01,20.31,47.52753425,1.04
2660,(주)스틸플라워,87220,201412,200910,43228.0,1,0,1,제조업,1,-5.179527739,-13.28345189,23.45862119,-1.37,-7.05,4.04,-1854.671986,74.73,55.12,-2.59,-8.89,-9.64,-25.54618056,1.65
2661,(주)스페코,13810,201112,199711,,0,0,0,제조업,1,14.61799798,11.97770883,0.517834341,-3.85,-1.74,4.84,-406.3127314,72.55,60.72,-0.41,-5.93,-5.95,64.1842,2.03
2662,(주)스페코,13810,201212,199711,,0,0,0,제조업,1,-9.849568723,-12.75974723,18.10707573,-4.0,3.21,2.43,86.11874341,65.45,54.96,1.12,4.09,3.18,116.589375,2.31
2663,(주)스페코,13810,201312,199711,,0,0,0,제조업,1,19.12642124,28.69126419,-15.76225602,-2.08,0.98,2.94,-171.612935,81.98,68.26,0.4,-2.24,-2.38,110.2774468,1.82
2664,(주)스페코,13810,201412,199711,,0,0,0,제조업,1,27.58909417,40.11523979,44.32530457,6.38,6.15,1.06,185.4118475,85.34,74.76,4.09,-1.23,-1.11,108.4166,2.0
2665,(주)스페코,13810,201512,199711,,0,0,0,제조업,1,4.832899813,22.92140692,5.425748228,9.0,8.42,0.65,551.6307144,100.87,91.66,8.48,5.72,4.69,133.756055,1.64
2666,(주)스페코,13810,201612,199711,,0,0,0,제조업,1,-21.63432126,-14.70445876,-16.80035084,-0.92,4.45,0.29,344.749287,105.73,89.32,4.99,11.22,8.19,99.90351852,1.44
2667,(주)스페코,13810,201712,199711,,0,0,0,제조업,1,-6.485021434,-3.638662653,-18.40687569,-2.78,1.33,0.17,-23.84727341,105.0,86.41,1.26,12.21,9.98,45.26761905,1.44
